date,entry_bar,exit_bar,hold_bars,direction,atm_strike,entry_ce,entry_pe,exit_ce,exit_pe,entry_spread,exit_spread,lot_size,gross_pnl,charges,net_pnl,exit_reason,month
20251208,2025-12-08 14:15:00+05:30,2025-12-08 14:18:00+05:30,3,+1 (sell CE / buy PE),59900,427.0,851.0,424.0,861.55,25.0,4.45,35,474.25,201.17,273.08,Revert,2025-12
20251208,2025-12-08 14:30:00+05:30,2025-12-08 14:37:00+05:30,7,+1 (sell CE / buy PE),59900,440.55,839.0,439.55,846.0,27.55,3.95,35,280.0,201.09,78.91,Revert,2025-12
20251208,2025-12-08 14:43:00+05:30,2025-12-08 14:52:00+05:30,9,+1 (sell CE / buy PE),59900,442.75,835.05,462.9,790.65,25.1,3.45,35,-2259.25,197.82,-2457.07,Revert,2025-12
20251208,2025-12-08 14:55:00+05:30,2025-12-08 15:24:00+05:30,29,+1 (sell CE / buy PE),59900,459.55,802.5,439.0,820.0,25.05,12.0,35,1331.75,200.03,1131.72,EOD,2025-12
20251209,2025-12-09 09:51:00+05:30,2025-12-09 09:52:00+05:30,1,+1 (sell CE / buy PE),59300,631.95,634.85,635.75,635.0,25.5,3.55,35,-127.75,199.65,-327.4,Revert,2025-12
20251209,2025-12-09 11:01:00+05:30,2025-12-09 11:04:00+05:30,3,+1 (sell CE / buy PE),59300,762.9,501.6,769.1,502.7,26.1,10.8,35,-178.5,199.56,-378.06,EOD,2025-12
20251210,2025-12-10 11:19:00+05:30,2025-12-10 11:22:00+05:30,3,+1 (sell CE / buy PE),59600,492.55,673.85,476.15,702.85,25.5,2.9,35,1589.0,192.93,1396.07,Revert,2025-12
20251210,2025-12-10 11:39:00+05:30,2025-12-10 11:59:00+05:30,20,+1 (sell CE / buy PE),59600,442.85,756.4,451.2,743.0,25.45,3.4,35,-761.25,193.2,-954.45,Revert,2025-12
20251210,2025-12-10 12:04:00+05:30,2025-12-10 12:07:00+05:30,3,+1 (sell CE / buy PE),59600,449.1,750.2,461.95,720.85,26.3,3.1,35,-1477.0,192.2,-1669.2,Revert,2025-12
20251210,2025-12-10 12:31:00+05:30,2025-12-10 12:48:00+05:30,17,+1 (sell CE / buy PE),59600,417.3,806.1,426.9,797.85,25.2,3.25,35,-624.75,195.57,-820.32,Revert,2025-12
20251210,2025-12-10 13:07:00+05:30,2025-12-10 13:12:00+05:30,5,+1 (sell CE / buy PE),59600,441.7,757.0,442.4,759.65,25.1,0.75,35,68.25,194.11,-125.86,Revert,2025-12
20251210,2025-12-10 13:17:00+05:30,2025-12-10 13:21:00+05:30,4,+1 (sell CE / buy PE),59600,437.35,771.45,454.35,734.45,30.9,2.3,35,-1890.0,192.54,-2082.54,Revert,2025-12
20251210,2025-12-10 14:29:00+05:30,2025-12-10 14:32:00+05:30,3,+1 (sell CE / buy PE),59600,413.15,809.85,423.1,781.3,25.5,4.8,35,-1347.5,194.18,-1541.68,Revert,2025-12
20251210,2025-12-10 14:39:00+05:30,2025-12-10 15:02:00+05:30,23,+1 (sell CE / buy PE),59600,429.9,765.05,448.65,737.45,26.85,3.4,35,-1622.25,192.05,-1814.3,Revert,2025-12
20251210,2025-12-10 15:07:00+05:30,2025-12-10 15:24:00+05:30,17,+1 (sell CE / buy PE),59600,437.5,755.5,426.55,794.55,27.4,22.4,35,1750.0,195.9,1554.1,EOD,2025-12
20251211,2025-12-11 09:37:00+05:30,2025-12-11 09:42:00+05:30,5,+1 (sell CE / buy PE),59400,513.95,635.75,465.5,694.9,27.0,2.8,35,3766.0,193.07,3572.93,Revert,2025-12
20251212,2025-12-12 10:30:00+05:30,2025-12-12 10:31:00+05:30,1,+1 (sell CE / buy PE),59700,464.0,568.0,467.65,564.6,25.0,-2.95,35,-246.75,179.91,-426.66,Revert,2025-12
20251219,2025-12-19 10:10:00+05:30,2025-12-19 10:13:00+05:30,3,+1 (sell CE / buy PE),59300,364.65,430.8,351.8,446.95,27.85,3.85,35,1015.0,161.33,853.67,Revert,2025-12
20260105,2026-01-05 11:15:00+05:30,2026-01-05 11:19:00+05:30,4,-1 (buy CE / sell PE),60400,635.25,567.1,624.05,574.2,-28.25,-2.15,30,-549.0,179.42,-728.42,Revert,2026-01
20260116,2026-01-16 13:49:00+05:30,2026-01-16 14:19:00+05:30,30,-1 (buy CE / sell PE),59900,608.35,364.05,595.7,364.3,-26.1,-9.2,30,-387.0,162.87,-549.87,MaxHold,2026-01
20260116,2026-01-16 14:38:00+05:30,2026-01-16 15:05:00+05:30,27,-1 (buy CE / sell PE),59900,590.05,357.25,608.95,356.95,-34.0,-5.0,30,576.0,162.9,413.1,Revert,2026-01
20260122,2026-01-22 12:07:00+05:30,2026-01-22 12:09:00+05:30,2,+1 (sell CE / buy PE),59600,172.95,685.6,174.95,674.3,26.55,-3.35,30,-399.0,154.87,-553.87,Revert,2026-01
20260123,2026-01-23 11:41:00+05:30,2026-01-23 11:43:00+05:30,2,+1 (sell CE / buy PE),59300,197.6,406.25,205.45,390.85,26.35,-0.4,30,-697.5,136.59,-834.09,Revert,2026-01
20260127,2026-01-27 10:11:00+05:30,2026-01-27 10:12:00+05:30,1,+1 (sell CE / buy PE),58200,495.25,76.95,499.95,76.55,27.7,-3.0,30,-153.0,135.16,-288.16,Revert,2026-01
20260127,2026-01-27 10:53:00+05:30,2026-01-27 10:54:00+05:30,1,-1 (buy CE / sell PE),58200,309.1,124.15,335.95,109.15,-53.65,-0.4,30,1255.5,126.58,1128.92,Revert,2026-01
20260127,2026-01-27 12:16:00+05:30,2026-01-27 12:17:00+05:30,1,-1 (buy CE / sell PE),58200,519.0,27.7,538.15,27.4,-28.3,-4.05,30,583.5,134.41,449.09,Revert,2026-01
20260127,2026-01-27 13:34:00+05:30,2026-01-27 13:36:00+05:30,2,-1 (buy CE / sell PE),58200,565.25,11.15,518.65,14.15,-25.9,1.1,30,-1488.0,132.77,-1620.77,Revert,2026-01
20260127,2026-01-27 14:59:00+05:30,2026-01-27 15:03:00+05:30,4,-1 (buy CE / sell PE),58200,843.45,1.35,866.5,0.85,-32.9,-4.35,30,706.5,155.84,550.66,Revert,2026-01
20260129,2026-01-29 10:41:00+05:30,2026-01-29 10:55:00+05:30,14,-1 (buy CE / sell PE),59700,947.3,848.65,1016.05,800.65,-28.75,-0.0,30,3502.5,225.52,3276.98,Revert,2026-01
20260129,2026-01-29 13:28:00+05:30,2026-01-29 13:30:00+05:30,2,-1 (buy CE / sell PE),59700,1073.35,698.95,1082.35,690.0,-25.8,2.95,30,538.5,220.92,317.58,Revert,2026-01
20260129,2026-01-29 14:35:00+05:30,2026-01-29 14:41:00+05:30,6,-1 (buy CE / sell PE),59700,1138.85,660.8,1170.0,657.2,-26.15,-2.8,30,1042.5,224.22,818.28,Revert,2026-01
20260129,2026-01-29 14:42:00+05:30,2026-01-29 14:59:00+05:30,17,-1 (buy CE / sell PE),59700,1171.25,658.55,1150.0,653.65,-26.5,1.35,30,-490.5,223.33,-713.83,Revert,2026-01
20260129,2026-01-29 15:05:00+05:30,2026-01-29 15:14:00+05:30,9,-1 (buy CE / sell PE),59700,1135.15,661.0,1131.75,671.0,-25.65,0.75,30,-402.0,222.16,-624.16,Revert,2026-01
20260129,2026-01-29 15:17:00+05:30,2026-01-29 15:24:00+05:30,7,-1 (buy CE / sell PE),59700,1157.2,657.3,1172.6,653.0,-25.5,-17.6,30,591.0,224.36,366.64,EOD,2026-01
20260130,2026-01-30 09:31:00+05:30,2026-01-30 09:33:00+05:30,2,-1 (buy CE / sell PE),59900,864.9,899.1,867.55,898.65,-28.6,-1.1,30,93.0,220.08,-127.08,Revert,2026-01
20260130,2026-01-30 09:40:00+05:30,2026-01-30 09:58:00+05:30,18,-1 (buy CE / sell PE),59900,896.0,880.2,974.8,802.85,-25.2,-1.05,30,4684.5,224.3,4460.2,Revert,2026-01
20260130,2026-01-30 10:33:00+05:30,2026-01-30 10:41:00+05:30,8,-1 (buy CE / sell PE),59900,970.85,827.8,996.0,802.5,-25.55,-0.7,30,1513.5,223.51,1289.99,Revert,2026-01
20260130,2026-01-30 12:12:00+05:30,2026-01-30 12:14:00+05:30,2,-1 (buy CE / sell PE),59900,960.0,856.5,974.0,841.6,-25.9,-3.4,30,867.0,224.28,642.72,Revert,2026-01
20260130,2026-01-30 12:48:00+05:30,2026-01-30 13:07:00+05:30,19,-1 (buy CE / sell PE),59900,957.85,846.0,905.8,902.1,-26.15,-4.3,30,-3244.5,220.53,-3465.03,Revert,2026-01
20260130,2026-01-30 14:17:00+05:30,2026-01-30 14:45:00+05:30,28,-1 (buy CE / sell PE),59900,943.1,824.7,877.0,873.3,-27.4,0.7,30,-3441.0,217.05,-3658.05,Revert,2026-01
20260201,2026-02-01 12:19:00+05:30,2026-02-01 12:20:00+05:30,1,+1 (sell CE / buy PE),59900,627.2,1106.15,588.55,1198.05,25.85,1.7,30,3916.5,222.53,3693.97,Revert,2026-02
20260201,2026-02-01 12:23:00+05:30,2026-02-01 12:24:00+05:30,1,+1 (sell CE / buy PE),59900,534.1,1261.2,521.15,1310.7,39.7,4.65,30,1873.5,224.84,1648.66,Revert,2026-02
20260201,2026-02-01 12:31:00+05:30,2026-02-01 12:34:00+05:30,3,-1 (buy CE / sell PE),59900,346.25,2000.4,452.15,1649.65,-36.15,-3.9,30,13699.5,262.76,13436.74,Revert,2026-02
20260201,2026-02-01 12:35:00+05:30,2026-02-01 12:41:00+05:30,6,+1 (sell CE / buy PE),59900,476.25,1470.0,542.15,1333.75,45.25,3.4,30,-6064.5,225.94,-6290.44,Revert,2026-02
20260201,2026-02-01 12:48:00+05:30,2026-02-01 12:50:00+05:30,2,+1 (sell CE / buy PE),59900,518.35,1273.65,527.4,1345.6,54.7,3.4,30,1887.0,226.2,1660.8,Revert,2026-02
20260201,2026-02-01 12:51:00+05:30,2026-02-01 12:55:00+05:30,4,-1 (buy CE / sell PE),59900,530.0,1371.8,534.3,1302.0,-32.8,-2.7,30,2223.0,229.04,1993.96,Revert,2026-02
20260201,2026-02-01 12:56:00+05:30,2026-02-01 12:59:00+05:30,3,-1 (buy CE / sell PE),59900,543.8,1302.0,569.8,1218.95,-28.2,-4.15,30,3271.5,226.13,3045.37,Revert,2026-02
20260201,2026-02-01 13:04:00+05:30,2026-02-01 13:06:00+05:30,2,-1 (buy CE / sell PE),59900,553.65,1236.6,546.8,1261.55,-27.35,3.05,30,-954.0,221.75,-1175.75,Revert,2026-02
20260201,2026-02-01 13:25:00+05:30,2026-02-01 13:31:00+05:30,6,+1 (sell CE / buy PE),59900,553.65,1237.15,540.3,1300.7,26.1,3.4,30,2307.0,225.32,2081.68,Revert,2026-02
20260201,2026-02-01 13:32:00+05:30,2026-02-01 14:01:00+05:30,29,+1 (sell CE / buy PE),59900,528.0,1265.0,539.2,1298.25,44.4,1.55,30,661.5,224.07,437.43,Revert,2026-02
20260201,2026-02-01 14:04:00+05:30,2026-02-01 14:24:00+05:30,20,+1 (sell CE / buy PE),59900,521.25,1298.1,538.55,1307.1,29.15,2.45,30,-249.0,224.63,-473.63,Revert,2026-02
20260201,2026-02-01 14:30:00+05:30,2026-02-01 14:31:00+05:30,1,+1 (sell CE / buy PE),59900,527.55,1299.4,538.45,1299.15,28.15,-2.9,30,-334.5,224.55,-559.05,Revert,2026-02
20260201,2026-02-01 14:32:00+05:30,2026-02-01 14:36:00+05:30,4,+1 (sell CE / buy PE),59900,536.75,1266.1,550.15,1254.35,44.25,1.0,30,-754.5,222.2,-976.7,Revert,2026-02
20260201,2026-02-01 14:40:00+05:30,2026-02-01 14:48:00+05:30,8,+1 (sell CE / buy PE),59900,530.05,1286.3,503.25,1370.0,39.75,4.05,30,3315.0,228.12,3086.88,Revert,2026-02
20260201,2026-02-01 14:49:00+05:30,2026-02-01 15:17:00+05:30,28,+1 (sell CE / buy PE),59900,493.45,1387.4,398.0,1637.55,26.85,3.25,30,10368.0,241.38,10126.62,Revert,2026-02
20260201,2026-02-01 15:18:00+05:30,2026-02-01 15:24:00+05:30,6,+1 (sell CE / buy PE),59900,397.0,1644.25,385.0,1660.0,25.55,25.0,30,832.5,240.41,592.09,EOD,2026-02
20260203,2026-02-03 10:16:00+05:30,2026-02-03 10:26:00+05:30,10,-1 (buy CE / sell PE),60300,720.1,931.1,774.55,874.05,-26.6,-0.7,30,3345.0,214.27,3130.73,Revert,2026-02
20260203,2026-02-03 11:19:00+05:30,2026-02-03 11:33:00+05:30,14,-1 (buy CE / sell PE),60300,787.45,815.1,838.9,749.3,-27.45,-1.0,30,3517.5,210.52,3306.98,Revert,2026-02
20260203,2026-02-03 12:16:00+05:30,2026-02-03 12:21:00+05:30,5,-1 (buy CE / sell PE),60300,800.2,783.85,802.0,778.2,-25.85,-2.2,30,223.5,207.16,16.34,Revert,2026-02
20260204,2026-02-04 09:57:00+05:30,2026-02-04 10:25:00+05:30,28,-1 (buy CE / sell PE),60300,747.6,682.7,742.4,675.75,-25.1,-1.35,30,52.5,195.79,-143.29,Revert,2026-02
20260204,2026-02-04 10:27:00+05:30,2026-02-04 10:35:00+05:30,8,-1 (buy CE / sell PE),60300,737.0,681.7,716.7,691.3,-25.9,-4.8,30,-897.0,194.32,-1091.32,Revert,2026-02
20260204,2026-02-04 12:16:00+05:30,2026-02-04 12:24:00+05:30,8,-1 (buy CE / sell PE),60300,721.9,648.75,706.65,655.35,-26.65,-1.7,30,-655.5,191.15,-846.65,Revert,2026-02
20260204,2026-02-04 12:44:00+05:30,2026-02-04 12:51:00+05:30,7,-1 (buy CE / sell PE),60300,695.0,656.6,668.0,682.7,-31.6,-2.3,30,-1593.0,189.38,-1782.38,Revert,2026-02
20260209,2026-02-09 11:48:00+05:30,2026-02-09 11:55:00+05:30,7,-1 (buy CE / sell PE),60800,493.4,576.55,474.45,587.0,-25.15,-2.55,30,-882.0,169.59,-1051.59,Revert,2026-02
20260209,2026-02-09 12:16:00+05:30,2026-02-09 12:17:00+05:30,1,-1 (buy CE / sell PE),60800,491.75,566.6,495.55,561.0,-28.25,-4.85,30,282.0,169.86,112.14,Revert,2026-02
20260209,2026-02-09 14:12:00+05:30,2026-02-09 14:19:00+05:30,7,-1 (buy CE / sell PE),60800,468.45,580.2,485.0,560.2,-28.35,0.8,30,1096.5,169.71,926.79,Revert,2026-02
20260209,2026-02-09 14:37:00+05:30,2026-02-09 15:07:00+05:30,30,-1 (buy CE / sell PE),60800,476.45,573.35,481.4,580.0,-26.1,-5.8,30,-51.0,169.48,-220.48,MaxHold,2026-02
20260210,2026-02-10 15:02:00+05:30,2026-02-10 15:07:00+05:30,5,-1 (buy CE / sell PE),60800,444.35,516.45,434.45,527.4,-26.9,-2.95,30,-625.5,162.35,-787.85,Revert,2026-02
20260211,2026-02-11 13:57:00+05:30,2026-02-11 14:17:00+05:30,20,-1 (buy CE / sell PE),60700,482.5,410.95,509.8,392.7,-27.45,-2.9,30,1366.5,159.31,1207.19,Revert,2026-02
20260216,2026-02-16 15:14:00+05:30,2026-02-16 15:15:00+05:30,1,-1 (buy CE / sell PE),60400,793.1,244.65,791.7,245.15,-27.75,-4.45,30,-57.0,168.18,-225.18,Revert,2026-02
20260220,2026-02-20 14:05:00+05:30,2026-02-20 14:07:00+05:30,2,+1 (sell CE / buy PE),60900,547.3,205.15,574.1,195.0,32.75,0.5,30,-1108.5,147.73,-1256.23,Revert,2026-02
20260223,2026-02-23 12:29:00+05:30,2026-02-23 12:30:00+05:30,1,-1 (buy CE / sell PE),61400,128.4,453.75,121.3,473.75,-25.35,2.35,30,-813.0,135.69,-948.69,Revert,2026-02
20260223,2026-02-23 12:46:00+05:30,2026-02-23 12:49:00+05:30,3,-1 (buy CE / sell PE),61400,156.45,383.8,145.25,402.1,-31.55,-0.25,30,-885.0,132.45,-1017.45,Revert,2026-02
20260224,2026-02-24 14:22:00+05:30,2026-02-24 14:24:00+05:30,2,-1 (buy CE / sell PE),61200,57.2,126.1,23.8,189.2,-28.9,3.8,30,-2895.0,106.37,-3001.37,Revert,2026-02
20260226,2026-02-26 10:55:00+05:30,2026-02-26 10:56:00+05:30,1,-1 (buy CE / sell PE),61500,768.65,870.1,763.6,880.0,-31.45,-2.4,30,-448.5,210.86,-659.36,Revert,2026-02
20260302,2026-03-02 11:08:00+05:30,2026-03-02 11:12:00+05:30,4,+1 (sell CE / buy PE),60600,733.6,1051.2,713.55,1071.8,28.8,3.35,30,1219.5,222.33,997.17,Revert,2026-03
20260302,2026-03-02 11:51:00+05:30,2026-03-02 11:53:00+05:30,2,+1 (sell CE / buy PE),60600,711.0,1076.2,705.7,1098.15,27.8,3.15,30,817.5,222.78,594.72,Revert,2026-03
20260302,2026-03-02 12:08:00+05:30,2026-03-02 12:09:00+05:30,1,+1 (sell CE / buy PE),60600,700.25,1112.75,695.85,1122.75,25.5,4.5,30,432.0,223.94,208.06,Revert,2026-03
20260302,2026-03-02 12:47:00+05:30,2026-03-02 12:50:00+05:30,3,+1 (sell CE / buy PE),60600,685.7,1184.05,681.9,1210.0,30.45,0.1,30,892.5,228.9,663.6,Revert,2026-03
20260302,2026-03-02 13:02:00+05:30,2026-03-02 13:32:00+05:30,30,+1 (sell CE / buy PE),60600,695.9,1190.0,639.6,1275.05,25.3,14.55,30,4240.5,232.75,4007.75,MaxHold,2026-03
20260302,2026-03-02 13:39:00+05:30,2026-03-02 14:05:00+05:30,26,+1 (sell CE / buy PE),60600,651.95,1261.8,664.35,1231.85,29.55,4.5,30,-1270.5,229.03,-1499.53,Revert,2026-03
20260302,2026-03-02 14:08:00+05:30,2026-03-02 14:12:00+05:30,4,+1 (sell CE / buy PE),60600,681.9,1191.3,710.45,1186.0,42.6,3.25,30,-1015.5,227.79,-1243.29,Revert,2026-03
20260302,2026-03-02 14:31:00+05:30,2026-03-02 14:35:00+05:30,4,+1 (sell CE / buy PE),60600,696.75,1219.0,728.05,1149.4,30.95,-1.35,30,-3027.0,227.15,-3254.15,Revert,2026-03
20260302,2026-03-02 14:49:00+05:30,2026-03-02 14:50:00+05:30,1,+1 (sell CE / buy PE),60600,744.15,1088.95,743.3,1090.55,25.8,0.55,30,73.5,224.93,-151.43,Revert,2026-03
20260302,2026-03-02 14:57:00+05:30,2026-03-02 15:04:00+05:30,7,+1 (sell CE / buy PE),60600,724.8,1109.25,709.65,1122.15,35.55,4.7,30,841.5,225.46,616.04,Revert,2026-03
20260302,2026-03-02 15:23:00+05:30,2026-03-02 15:24:00+05:30,1,+1 (sell CE / buy PE),60600,739.2,1103.0,736.95,1104.45,27.6,17.7,30,111.0,225.55,-114.55,EOD,2026-03
20260304,2026-03-04 09:32:00+05:30,2026-03-04 09:35:00+05:30,3,+1 (sell CE / buy PE),59200,1084.8,1127.55,1054.35,1179.8,25.85,1.95,30,2481.0,254.44,2226.56,Revert,2026-03
20260304,2026-03-04 09:46:00+05:30,2026-03-04 10:16:00+05:30,30,+1 (sell CE / buy PE),59200,1048.35,1179.0,1026.75,1171.2,29.35,12.15,30,414.0,252.17,161.83,MaxHold,2026-03
20260304,2026-03-04 10:17:00+05:30,2026-03-04 10:20:00+05:30,3,+1 (sell CE / buy PE),59200,1012.55,1184.7,1031.45,1167.65,34.05,3.4,30,-1078.5,250.04,-1328.54,Revert,2026-03
20260304,2026-03-04 10:25:00+05:30,2026-03-04 10:31:00+05:30,6,+1 (sell CE / buy PE),59200,1022.7,1169.4,1018.0,1168.55,25.1,1.45,30,115.5,250.29,-134.79,Revert,2026-03
20260304,2026-03-04 10:32:00+05:30,2026-03-04 11:02:00+05:30,30,+1 (sell CE / buy PE),59200,1015.95,1173.0,1006.55,1189.1,26.75,25.85,30,765.0,250.98,514.02,MaxHold,2026-03
20260304,2026-03-04 11:02:00+05:30,2026-03-04 11:10:00+05:30,8,+1 (sell CE / buy PE),59200,1006.55,1189.1,1028.8,1171.0,25.85,0.4,30,-1210.5,249.91,-1460.41,Revert,2026-03
20260304,2026-03-04 11:16:00+05:30,2026-03-04 11:35:00+05:30,19,+1 (sell CE / buy PE),59200,1009.9,1209.45,987.05,1264.55,26.05,-0.3,30,2338.5,255.21,2083.29,Revert,2026-03
20260304,2026-03-04 11:36:00+05:30,2026-03-04 11:39:00+05:30,3,+1 (sell CE / buy PE),59200,987.0,1243.2,986.35,1261.7,27.2,-3.15,30,574.5,254.17,320.33,Revert,2026-03
20260304,2026-03-04 11:44:00+05:30,2026-03-04 12:04:00+05:30,20,+1 (sell CE / buy PE),59200,988.05,1274.0,991.35,1270.55,34.05,1.6,30,-202.5,255.22,-457.72,Revert,2026-03
20260304,2026-03-04 12:12:00+05:30,2026-03-04 12:30:00+05:30,18,+1 (sell CE / buy PE),59200,984.7,1267.9,976.7,1291.05,28.4,-3.35,30,934.5,255.93,678.57,Revert,2026-03
20260304,2026-03-04 12:37:00+05:30,2026-03-04 12:39:00+05:30,2,+1 (sell CE / buy PE),59200,992.4,1257.8,984.95,1274.35,31.0,4.8,30,720.0,255.39,464.61,Revert,2026-03
20260304,2026-03-04 12:41:00+05:30,2026-03-04 12:42:00+05:30,1,+1 (sell CE / buy PE),59200,982.8,1274.35,973.95,1290.85,28.25,3.1,30,760.5,255.86,504.64,Revert,2026-03
20260304,2026-03-04 13:00:00+05:30,2026-03-04 13:09:00+05:30,9,+1 (sell CE / buy PE),59200,1008.75,1212.0,1021.75,1212.15,29.35,-3.8,30,-385.5,252.62,-638.12,Revert,2026-03
20260304,2026-03-04 13:17:00+05:30,2026-03-04 13:19:00+05:30,2,+1 (sell CE / buy PE),59200,1032.2,1182.95,1022.0,1192.85,27.85,1.75,30,603.0,252.47,350.53,Revert,2026-03
20260304,2026-03-04 13:22:00+05:30,2026-03-04 13:29:00+05:30,7,+1 (sell CE / buy PE),59200,1022.7,1178.25,1030.4,1192.35,25.65,0.05,30,192.0,251.95,-59.95,Revert,2026-03
20260304,2026-03-04 13:36:00+05:30,2026-03-04 14:04:00+05:30,28,+1 (sell CE / buy PE),59200,1036.2,1187.45,1050.2,1181.5,27.55,3.7,30,-598.5,252.49,-850.99,Revert,2026-03
20260304,2026-03-04 14:08:00+05:30,2026-03-04 14:38:00+05:30,30,+1 (sell CE / buy PE),59200,1072.3,1160.35,1156.15,1116.25,25.15,11.9,30,-3838.5,251.88,-4090.38,MaxHold,2026-03
20260304,2026-03-04 14:42:00+05:30,2026-03-04 14:51:00+05:30,9,+1 (sell CE / buy PE),59200,1187.25,1095.15,1235.85,1072.15,25.3,3.3,30,-2148.0,256.16,-2404.16,Revert,2026-03
20260304,2026-03-04 14:58:00+05:30,2026-03-04 15:24:00+05:30,26,+1 (sell CE / buy PE),59200,1216.45,1090.25,1073.1,1162.65,35.2,27.45,30,6472.5,260.79,6211.71,EOD,2026-03
20260305,2026-03-05 09:33:00+05:30,2026-03-05 09:43:00+05:30,10,+1 (sell CE / buy PE),59200,1064.0,984.05,1074.75,980.0,28.55,4.95,30,-444.0,240.06,-684.06,Revert,2026-03
20260305,2026-03-05 10:00:00+05:30,2026-03-05 10:01:00+05:30,1,+1 (sell CE / buy PE),59200,1067.6,995.6,1037.25,1005.55,25.4,0.5,30,1209.0,241.39,967.61,Revert,2026-03
20260305,2026-03-05 10:06:00+05:30,2026-03-05 10:11:00+05:30,5,+1 (sell CE / buy PE),59200,1075.0,982.05,1063.35,986.15,27.95,2.0,30,472.5,240.87,231.63,Revert,2026-03
20260305,2026-03-05 10:12:00+05:30,2026-03-05 10:13:00+05:30,1,+1 (sell CE / buy PE),59200,1069.95,980.5,1061.55,990.0,29.45,1.35,30,537.0,240.75,296.25,Revert,2026-03
20260305,2026-03-05 10:17:00+05:30,2026-03-05 10:19:00+05:30,2,+1 (sell CE / buy PE),59200,1080.0,972.0,1054.3,998.15,28.0,-0.05,30,1555.5,241.59,1313.91,Revert,2026-03
20260305,2026-03-05 10:56:00+05:30,2026-03-05 10:57:00+05:30,1,+1 (sell CE / buy PE),59200,1063.75,976.0,1056.0,985.3,26.75,4.3,30,511.5,239.99,271.51,Revert,2026-03
20260305,2026-03-05 11:14:00+05:30,2026-03-05 11:28:00+05:30,14,+1 (sell CE / buy PE),59200,1120.0,916.0,1053.05,969.85,25.6,3.8,30,3624.0,241.49,3382.51,Revert,2026-03
20260305,2026-03-05 12:01:00+05:30,2026-03-05 12:21:00+05:30,20,+1 (sell CE / buy PE),59200,949.3,1093.25,981.15,1036.35,25.25,-0.0,30,-2662.5,236.91,-2899.41,Revert,2026-03
20260305,2026-03-05 12:46:00+05:30,2026-03-05 12:48:00+05:30,2,+1 (sell CE / buy PE),59200,947.95,1058.0,945.7,1057.8,28.75,2.5,30,61.5,237.11,-175.61,Revert,2026-03
20260305,2026-03-05 13:24:00+05:30,2026-03-05 13:25:00+05:30,1,+1 (sell CE / buy PE),59200,979.1,1014.8,983.5,1014.0,30.3,3.5,30,-156.0,236.31,-392.31,Revert,2026-03
20260305,2026-03-05 13:43:00+05:30,2026-03-05 13:44:00+05:30,1,+1 (sell CE / buy PE),59200,919.6,1082.8,914.0,1095.7,26.8,3.3,30,555.0,237.57,317.43,Revert,2026-03
20260305,2026-03-05 14:09:00+05:30,2026-03-05 14:11:00+05:30,2,+1 (sell CE / buy PE),59200,870.0,1155.8,870.0,1173.2,33.6,-0.6,30,522.0,239.57,282.43,Revert,2026-03
20260305,2026-03-05 14:12:00+05:30,2026-03-05 14:14:00+05:30,2,+1 (sell CE / buy PE),59200,876.5,1177.2,868.6,1179.3,28.3,-1.5,30,300.0,240.57,59.43,Revert,2026-03
20260305,2026-03-05 14:28:00+05:30,2026-03-05 14:38:00+05:30,10,+1 (sell CE / buy PE),59200,923.25,1038.7,934.45,1002.2,25.55,-0.15,30,-1431.0,232.07,-1663.07,Revert,2026-03
20260305,2026-03-05 14:46:00+05:30,2026-03-05 14:50:00+05:30,4,+1 (sell CE / buy PE),59200,1018.6,910.8,1050.0,865.2,26.6,3.4,30,-2310.0,229.5,-2539.5,Revert,2026-03
20260305,2026-03-05 14:55:00+05:30,2026-03-05 15:08:00+05:30,13,+1 (sell CE / buy PE),59200,1159.8,758.6,1091.2,837.7,28.2,2.3,30,4431.0,234.55,4196.45,Revert,2026-03
20260305,2026-03-05 15:17:00+05:30,2026-03-05 15:18:00+05:30,1,+1 (sell CE / buy PE),59200,1058.25,910.0,1034.05,938.25,26.45,-4.2,30,1573.5,235.77,1337.73,Revert,2026-03
20260305,2026-03-05 15:19:00+05:30,2026-03-05 15:24:00+05:30,5,+1 (sell CE / buy PE),59200,1032.95,939.7,986.35,967.3,25.25,12.85,30,2226.0,235.74,1990.26,EOD,2026-03
20260306,2026-03-06 10:38:00+05:30,2026-03-06 10:41:00+05:30,3,+1 (sell CE / buy PE),58900,966.5,1125.9,966.15,1132.0,27.6,-0.65,30,193.5,243.65,-50.15,Revert,2026-03
20260306,2026-03-06 11:22:00+05:30,2026-03-06 11:24:00+05:30,2,+1 (sell CE / buy PE),58900,954.3,1138.8,944.65,1158.75,30.3,2.7,30,888.0,244.37,643.63,Revert,2026-03
20260306,2026-03-06 12:07:00+05:30,2026-03-06 12:10:00+05:30,3,+1 (sell CE / buy PE),58900,954.15,1136.1,952.0,1124.25,25.45,2.95,30,-291.0,242.44,-533.44,Revert,2026-03
20260306,2026-03-06 12:11:00+05:30,2026-03-06 12:29:00+05:30,18,+1 (sell CE / buy PE),58900,955.25,1123.85,903.3,1231.0,26.4,2.3,30,4773.0,247.83,4525.17,Revert,2026-03
20260306,2026-03-06 12:51:00+05:30,2026-03-06 12:52:00+05:30,1,+1 (sell CE / buy PE),58900,937.95,1148.95,935.0,1162.15,29.0,-1.15,30,484.5,243.63,240.87,Revert,2026-03
