date,entry_bar,exit_bar,hold_bars,direction,atm_strike,entry_ce,entry_pe,exit_ce,exit_pe,entry_spread,exit_spread,lot_size,gross_pnl,charges,net_pnl,exit_reason,month
20260306,2026-03-06 13:04:00+05:30,2026-03-06 13:28:00+05:30,24,+1 (sell CE / buy PE),58900,921.8,1184.0,920.35,1189.35,25.6,-0.2,30,204.0,244.55,-40.55,Revert,2026-03
20260306,2026-03-06 13:33:00+05:30,2026-03-06 14:01:00+05:30,28,+1 (sell CE / buy PE),58900,918.85,1203.05,918.45,1246.1,25.8,3.35,30,1303.5,247.88,1055.62,Revert,2026-03
20260306,2026-03-06 14:03:00+05:30,2026-03-06 14:07:00+05:30,4,+1 (sell CE / buy PE),58900,915.6,1230.35,906.95,1257.4,33.05,-0.85,30,1071.0,248.56,822.44,Revert,2026-03
20260306,2026-03-06 14:18:00+05:30,2026-03-06 14:26:00+05:30,8,+1 (sell CE / buy PE),58900,925.0,1198.1,922.2,1204.7,25.9,4.1,30,282.0,245.83,36.17,Revert,2026-03
20260306,2026-03-06 14:35:00+05:30,2026-03-06 15:05:00+05:30,30,+1 (sell CE / buy PE),58900,897.4,1241.25,761.8,1496.1,31.15,35.9,30,11713.5,259.45,11454.05,MaxHold,2026-03
20260306,2026-03-06 15:05:00+05:30,2026-03-06 15:24:00+05:30,19,+1 (sell CE / buy PE),58900,761.8,1496.1,729.85,1529.6,35.9,58.65,30,1963.5,256.58,1706.92,EOD,2026-03
20260309,2026-03-09 09:31:00+05:30,2026-03-09 09:41:00+05:30,10,+1 (sell CE / buy PE),55900,1472.9,1401.5,1431.6,1537.2,31.0,4.8,30,5310.0,306.22,5003.78,Revert,2026-03
20260309,2026-03-09 09:45:00+05:30,2026-03-09 09:55:00+05:30,10,+1 (sell CE / buy PE),55900,1358.45,1671.35,1412.25,1572.45,31.7,-0.4,30,-4581.0,305.04,-4886.04,Revert,2026-03
20260309,2026-03-09 10:19:00+05:30,2026-03-09 10:35:00+05:30,16,+1 (sell CE / buy PE),55900,1396.1,1579.1,1338.85,1638.0,35.0,0.85,30,3484.5,308.75,3175.75,Revert,2026-03
20260309,2026-03-09 10:37:00+05:30,2026-03-09 10:42:00+05:30,5,+1 (sell CE / buy PE),55900,1389.85,1586.5,1363.4,1615.0,45.15,-1.0,30,1648.5,307.5,1341.0,Revert,2026-03
20260309,2026-03-09 10:50:00+05:30,2026-03-09 11:06:00+05:30,16,+1 (sell CE / buy PE),55900,1423.95,1557.5,1539.5,1374.95,26.45,4.55,30,-8943.0,297.62,-9240.62,Revert,2026-03
20260309,2026-03-09 12:18:00+05:30,2026-03-09 12:21:00+05:30,3,+1 (sell CE / buy PE),55900,1525.05,1405.05,1505.15,1428.55,26.0,4.2,30,1302.0,304.01,997.99,Revert,2026-03
20260309,2026-03-09 13:26:00+05:30,2026-03-09 13:33:00+05:30,7,+1 (sell CE / buy PE),55900,1595.3,1384.85,1656.35,1325.25,28.45,2.7,30,-3619.5,303.87,-3923.37,Revert,2026-03
20260309,2026-03-09 13:35:00+05:30,2026-03-09 13:36:00+05:30,1,+1 (sell CE / buy PE),55900,1632.0,1345.1,1612.5,1377.65,29.1,3.45,30,1561.5,307.88,1253.62,Revert,2026-03
20260309,2026-03-09 13:37:00+05:30,2026-03-09 14:01:00+05:30,24,+1 (sell CE / buy PE),55900,1626.0,1360.0,1535.0,1448.5,26.0,3.9,30,5385.0,310.77,5074.23,Revert,2026-03
20260309,2026-03-09 14:02:00+05:30,2026-03-09 14:09:00+05:30,7,+1 (sell CE / buy PE),55900,1520.3,1460.8,1540.05,1442.8,25.9,-0.95,30,-1132.5,305.78,-1438.28,Revert,2026-03
20260309,2026-03-09 14:10:00+05:30,2026-03-09 14:11:00+05:30,1,+1 (sell CE / buy PE),55900,1547.35,1417.85,1535.8,1449.5,27.5,4.5,30,1296.0,307.09,988.91,Revert,2026-03
20260309,2026-03-09 14:23:00+05:30,2026-03-09 14:26:00+05:30,3,+1 (sell CE / buy PE),55900,1525.1,1433.0,1551.05,1402.0,27.7,-0.95,30,-1708.5,303.48,-2011.98,Revert,2026-03
20260309,2026-03-09 14:27:00+05:30,2026-03-09 14:43:00+05:30,16,+1 (sell CE / buy PE),55900,1546.05,1390.75,1571.0,1346.5,25.3,-2.7,30,-2076.0,301.18,-2377.18,Revert,2026-03
20260309,2026-03-09 14:47:00+05:30,2026-03-09 14:57:00+05:30,10,+1 (sell CE / buy PE),55900,1642.45,1281.55,1617.05,1266.5,26.5,3.15,30,310.5,301.27,9.23,Revert,2026-03
20260309,2026-03-09 14:59:00+05:30,2026-03-09 15:00:00+05:30,1,+1 (sell CE / buy PE),55900,1630.0,1262.5,1592.85,1292.45,27.5,5.0,30,2013.0,301.47,1711.53,Revert,2026-03
20260309,2026-03-09 15:02:00+05:30,2026-03-09 15:07:00+05:30,5,+1 (sell CE / buy PE),55900,1631.7,1245.55,1630.1,1232.35,32.15,-2.25,30,-348.0,298.38,-646.38,Revert,2026-03
20260309,2026-03-09 15:09:00+05:30,2026-03-09 15:17:00+05:30,8,+1 (sell CE / buy PE),55900,1658.65,1230.1,1667.1,1230.25,25.55,-2.75,30,-249.0,300.1,-549.1,Revert,2026-03
20260310,2026-03-10 09:36:00+05:30,2026-03-10 09:43:00+05:30,7,+1 (sell CE / buy PE),56800,1116.4,1206.6,1142.15,1172.15,30.6,0.2,30,-1806.0,258.08,-2064.08,Revert,2026-03
20260310,2026-03-10 09:54:00+05:30,2026-03-10 09:57:00+05:30,3,+1 (sell CE / buy PE),56800,1178.05,1127.8,1155.8,1174.6,25.25,4.2,30,2071.5,260.89,1810.61,Revert,2026-03
20260310,2026-03-10 10:06:00+05:30,2026-03-10 10:12:00+05:30,6,+1 (sell CE / buy PE),56800,1184.2,1145.05,1206.4,1118.75,26.75,0.65,30,-1455.0,258.95,-1713.95,Revert,2026-03
20260310,2026-03-10 10:28:00+05:30,2026-03-10 10:42:00+05:30,14,+1 (sell CE / buy PE),56800,1286.35,1022.85,1309.1,984.0,32.5,4.1,30,-1848.0,256.8,-2104.8,Revert,2026-03
20260310,2026-03-10 10:56:00+05:30,2026-03-10 10:59:00+05:30,3,+1 (sell CE / buy PE),56800,1257.65,1005.3,1275.4,1000.55,26.95,-0.15,30,-675.0,255.41,-930.41,Revert,2026-03
20260310,2026-03-10 11:05:00+05:30,2026-03-10 11:09:00+05:30,4,+1 (sell CE / buy PE),56800,1279.75,995.45,1295.45,979.95,26.1,-4.1,30,-936.0,255.63,-1191.63,Revert,2026-03
20260310,2026-03-10 11:13:00+05:30,2026-03-10 11:16:00+05:30,3,+1 (sell CE / buy PE),56800,1300.3,967.7,1304.95,959.55,28.8,0.6,30,-384.0,255.39,-639.39,Revert,2026-03
20260310,2026-03-10 12:45:00+05:30,2026-03-10 12:47:00+05:30,2,+1 (sell CE / buy PE),56800,1205.0,1022.5,1222.55,1003.35,30.9,3.2,30,-1101.0,252.05,-1353.05,Revert,2026-03
20260310,2026-03-10 13:01:00+05:30,2026-03-10 13:02:00+05:30,1,+1 (sell CE / buy PE),56800,1303.0,926.05,1305.75,925.35,26.55,-3.0,30,-103.5,253.03,-356.53,Revert,2026-03
20260310,2026-03-10 13:03:00+05:30,2026-03-10 13:06:00+05:30,3,+1 (sell CE / buy PE),56800,1334.15,914.15,1284.35,958.75,26.0,0.2,30,2832.0,256.3,2575.7,Revert,2026-03
20260310,2026-03-10 13:30:00+05:30,2026-03-10 13:31:00+05:30,1,+1 (sell CE / buy PE),56800,1320.0,925.45,1303.1,935.7,44.55,-1.8,30,814.5,254.56,559.94,Revert,2026-03
20260310,2026-03-10 13:43:00+05:30,2026-03-10 13:45:00+05:30,2,+1 (sell CE / buy PE),56800,1320.0,925.0,1292.0,939.15,25.2,2.85,30,1264.5,254.6,1009.9,Revert,2026-03
20260310,2026-03-10 14:06:00+05:30,2026-03-10 14:09:00+05:30,3,+1 (sell CE / buy PE),56800,1319.2,922.95,1380.25,901.8,27.05,-0.15,30,-2466.0,253.57,-2719.57,Revert,2026-03
20260310,2026-03-10 14:21:00+05:30,2026-03-10 14:25:00+05:30,4,+1 (sell CE / buy PE),56800,1345.0,900.1,1338.8,899.0,34.7,3.8,30,153.0,254.02,-101.02,Revert,2026-03
20260311,2026-03-11 10:20:00+05:30,2026-03-11 10:21:00+05:30,1,+1 (sell CE / buy PE),56900,1042.7,1115.55,1029.0,1135.0,28.75,3.8,30,994.5,248.93,745.57,Revert,2026-03
20260311,2026-03-11 12:07:00+05:30,2026-03-11 12:09:00+05:30,2,+1 (sell CE / buy PE),56900,875.7,1411.0,880.0,1410.0,28.7,4.8,30,-159.0,257.13,-416.13,Revert,2026-03
20260311,2026-03-11 12:14:00+05:30,2026-03-11 12:17:00+05:30,3,-1 (buy CE / sell PE),56900,877.55,1410.0,888.8,1385.05,-26.45,-2.25,30,1086.0,257.5,828.5,Revert,2026-03
20260311,2026-03-11 12:54:00+05:30,2026-03-11 12:58:00+05:30,4,+1 (sell CE / buy PE),56900,884.95,1389.0,876.4,1434.1,25.75,2.3,30,1609.5,258.71,1350.79,Revert,2026-03
20260311,2026-03-11 13:15:00+05:30,2026-03-11 13:21:00+05:30,6,+1 (sell CE / buy PE),56900,835.35,1534.2,843.05,1539.5,44.55,0.95,30,-72.0,263.44,-335.44,Revert,2026-03
20260311,2026-03-11 13:31:00+05:30,2026-03-11 13:35:00+05:30,4,+1 (sell CE / buy PE),56900,879.95,1446.0,857.3,1499.35,33.95,0.95,30,2280.0,262.69,2017.31,Revert,2026-03
20260311,2026-03-11 13:36:00+05:30,2026-03-11 13:38:00+05:30,2,+1 (sell CE / buy PE),56900,857.3,1478.9,845.7,1531.25,28.4,4.45,30,1918.5,263.52,1654.98,Revert,2026-03
20260311,2026-03-11 13:44:00+05:30,2026-03-11 13:46:00+05:30,2,+1 (sell CE / buy PE),56900,853.75,1506.0,834.95,1551.25,32.35,2.7,30,1921.5,264.68,1656.82,Revert,2026-03
20260311,2026-03-11 13:55:00+05:30,2026-03-11 13:56:00+05:30,1,+1 (sell CE / buy PE),56900,859.3,1475.55,858.4,1502.7,30.35,1.1,30,841.5,262.11,579.39,Revert,2026-03
20260311,2026-03-11 14:26:00+05:30,2026-03-11 14:35:00+05:30,9,+1 (sell CE / buy PE),56900,783.65,1587.75,796.0,1559.05,25.9,0.75,30,-1231.5,261.67,-1493.17,Revert,2026-03
20260311,2026-03-11 14:39:00+05:30,2026-03-11 14:42:00+05:30,3,+1 (sell CE / buy PE),56900,812.6,1506.35,803.2,1523.4,25.25,-0.2,30,793.5,260.28,533.22,Revert,2026-03
20260311,2026-03-11 14:47:00+05:30,2026-03-11 14:59:00+05:30,12,+1 (sell CE / buy PE),56900,798.3,1509.9,771.15,1642.0,36.2,-0.65,30,4777.5,265.91,4511.59,Revert,2026-03
20260311,2026-03-11 15:02:00+05:30,2026-03-11 15:03:00+05:30,1,+1 (sell CE / buy PE),56900,774.0,1583.9,776.3,1586.45,28.5,-0.55,30,7.5,262.38,-254.88,Revert,2026-03
20260311,2026-03-11 15:16:00+05:30,2026-03-11 15:24:00+05:30,8,+1 (sell CE / buy PE),56900,715.45,1640.0,710.0,1672.25,40.25,17.75,30,1131.0,263.81,867.19,EOD,2026-03
20260312,2026-03-12 11:07:00+05:30,2026-03-12 11:11:00+05:30,4,+1 (sell CE / buy PE),55200,1402.85,1049.7,1400.0,1051.65,27.35,-0.85,30,144.0,269.01,-125.01,Revert,2026-03
20260312,2026-03-12 11:45:00+05:30,2026-03-12 11:46:00+05:30,1,+1 (sell CE / buy PE),55200,1320.0,1107.9,1312.9,1120.25,27.5,1.65,30,583.5,267.8,315.7,Revert,2026-03
20260312,2026-03-12 12:09:00+05:30,2026-03-12 12:11:00+05:30,2,+1 (sell CE / buy PE),55200,1303.5,1077.5,1277.0,1107.15,26.0,-3.15,30,1684.5,265.19,1419.31,Revert,2026-03
20260312,2026-03-12 12:14:00+05:30,2026-03-12 12:15:00+05:30,1,+1 (sell CE / buy PE),55200,1349.95,1045.3,1337.65,1051.45,31.05,-3.6,30,553.5,265.05,288.45,Revert,2026-03
20260312,2026-03-12 13:33:00+05:30,2026-03-12 13:36:00+05:30,3,+1 (sell CE / buy PE),55200,1500.7,890.0,1490.6,899.05,30.7,3.15,30,574.5,264.92,309.58,Revert,2026-03
20260313,2026-03-13 10:28:00+05:30,2026-03-13 10:33:00+05:30,5,-1 (buy CE / sell PE),54700,1033.95,1393.7,1010.75,1412.35,-27.55,3.4,30,-1255.5,266.08,-1521.58,Revert,2026-03
20260313,2026-03-13 13:18:00+05:30,2026-03-13 13:22:00+05:30,4,+1 (sell CE / buy PE),54700,906.15,1550.55,912.25,1566.35,33.8,1.9,30,291.0,270.22,20.78,Revert,2026-03
20260313,2026-03-13 13:26:00+05:30,2026-03-13 13:50:00+05:30,24,+1 (sell CE / buy PE),54700,904.05,1596.2,880.95,1624.25,25.85,3.5,30,1534.5,273.63,1260.87,Revert,2026-03
20260313,2026-03-13 13:54:00+05:30,2026-03-13 14:02:00+05:30,8,+1 (sell CE / buy PE),54700,888.3,1651.75,886.4,1635.6,30.55,4.0,30,-427.5,274.21,-701.71,Revert,2026-03
20260313,2026-03-13 14:15:00+05:30,2026-03-13 14:16:00+05:30,1,+1 (sell CE / buy PE),54700,925.3,1549.85,915.2,1555.55,25.25,-0.35,30,474.0,270.74,203.26,Revert,2026-03
20260313,2026-03-13 14:17:00+05:30,2026-03-13 14:31:00+05:30,14,+1 (sell CE / buy PE),54700,919.15,1540.85,967.75,1450.0,30.3,-2.25,30,-4183.5,264.89,-4448.39,Revert,2026-03
20260313,2026-03-13 14:38:00+05:30,2026-03-13 14:58:00+05:30,20,+1 (sell CE / buy PE),54700,956.85,1420.6,912.05,1585.95,49.05,3.5,30,6304.5,272.51,6031.99,Revert,2026-03
20260313,2026-03-13 15:02:00+05:30,2026-03-13 15:17:00+05:30,15,+1 (sell CE / buy PE),54700,917.8,1573.45,878.7,1625.15,25.15,3.75,30,2724.0,274.14,2449.86,Revert,2026-03
20260316,2026-03-16 09:49:00+05:30,2026-03-16 10:19:00+05:30,30,+1 (sell CE / buy PE),54100,1253.35,1043.5,1087.25,1233.9,25.65,5.35,30,10695.0,266.58,10428.42,MaxHold,2026-03
20260316,2026-03-16 10:23:00+05:30,2026-03-16 10:32:00+05:30,9,+1 (sell CE / buy PE),54100,1046.15,1287.75,1045.7,1300.0,25.8,2.7,30,381.0,261.19,119.81,Revert,2026-03
20260316,2026-03-16 10:59:00+05:30,2026-03-16 11:01:00+05:30,2,+1 (sell CE / buy PE),54100,948.95,1404.9,943.6,1409.2,25.05,2.6,30,289.5,262.09,27.41,Revert,2026-03
20260316,2026-03-16 11:47:00+05:30,2026-03-16 11:48:00+05:30,1,+1 (sell CE / buy PE),54100,1096.2,1232.9,1108.0,1222.05,30.1,-0.85,30,-679.5,259.68,-939.18,Revert,2026-03
20260316,2026-03-16 11:55:00+05:30,2026-03-16 11:56:00+05:30,1,+1 (sell CE / buy PE),54100,1076.5,1257.95,1078.6,1238.55,28.95,1.05,30,-645.0,259.44,-904.44,Revert,2026-03
20260316,2026-03-16 12:11:00+05:30,2026-03-16 12:13:00+05:30,2,+1 (sell CE / buy PE),54100,1077.05,1233.5,1078.7,1219.65,26.55,-2.15,30,-465.0,258.05,-723.05,Revert,2026-03
20260316,2026-03-16 12:29:00+05:30,2026-03-16 12:37:00+05:30,8,+1 (sell CE / buy PE),54100,1101.6,1197.7,1031.0,1254.15,25.3,1.05,30,3811.5,260.33,3551.17,Revert,2026-03
20260316,2026-03-16 12:49:00+05:30,2026-03-16 12:51:00+05:30,2,+1 (sell CE / buy PE),54100,989.95,1331.7,972.65,1348.85,29.65,3.6,30,1033.5,260.37,773.13,Revert,2026-03
20260316,2026-03-16 12:56:00+05:30,2026-03-16 13:02:00+05:30,6,+1 (sell CE / buy PE),54100,1010.0,1295.1,1055.95,1248.95,30.9,-2.0,30,-2763.0,256.4,-3019.4,Revert,2026-03
20260316,2026-03-16 13:04:00+05:30,2026-03-16 13:08:00+05:30,4,+1 (sell CE / buy PE),54100,1022.0,1287.35,1010.6,1300.45,31.65,2.15,30,735.0,259.35,475.65,Revert,2026-03
20260316,2026-03-16 13:10:00+05:30,2026-03-16 13:19:00+05:30,9,+1 (sell CE / buy PE),54100,1013.95,1310.3,1028.85,1276.05,36.05,3.0,30,-1474.5,258.03,-1732.53,Revert,2026-03
20260316,2026-03-16 13:20:00+05:30,2026-03-16 13:25:00+05:30,5,+1 (sell CE / buy PE),54100,1041.65,1263.05,1047.85,1253.75,27.4,-0.7,30,-465.0,257.96,-722.96,Revert,2026-03
20260316,2026-03-16 13:31:00+05:30,2026-03-16 13:33:00+05:30,2,+1 (sell CE / buy PE),54100,1026.15,1245.05,1026.4,1273.75,37.3,2.65,30,853.5,257.69,595.81,Revert,2026-03
20260316,2026-03-16 13:43:00+05:30,2026-03-16 13:47:00+05:30,4,+1 (sell CE / buy PE),54100,1044.25,1237.45,1020.4,1283.4,27.6,2.0,30,2094.0,259.1,1834.9,Revert,2026-03
20260316,2026-03-16 13:56:00+05:30,2026-03-16 14:15:00+05:30,19,+1 (sell CE / buy PE),54100,1026.6,1253.45,1033.55,1230.1,25.75,3.45,30,-909.0,255.41,-1164.41,Revert,2026-03
20260316,2026-03-16 14:17:00+05:30,2026-03-16 14:25:00+05:30,8,+1 (sell CE / buy PE),54100,1042.3,1224.1,1229.9,1046.05,25.4,-0.95,30,-10969.5,247.97,-11217.47,Revert,2026-03
20260316,2026-03-16 14:41:00+05:30,2026-03-16 14:42:00+05:30,1,+1 (sell CE / buy PE),54100,1343.75,947.15,1348.65,936.2,25.4,2.45,30,-475.5,256.87,-732.37,Revert,2026-03
20260316,2026-03-16 14:54:00+05:30,2026-03-16 14:57:00+05:30,3,+1 (sell CE / buy PE),54100,1454.4,878.0,1425.3,900.1,25.8,-1.2,30,1536.0,261.26,1274.74,Revert,2026-03
20260316,2026-03-16 15:22:00+05:30,2026-03-16 15:23:00+05:30,1,+1 (sell CE / buy PE),54100,1370.8,940.45,1345.9,956.5,28.35,4.4,30,1228.5,259.47,969.03,Revert,2026-03
20260317,2026-03-17 09:44:00+05:30,2026-03-17 09:49:00+05:30,5,+1 (sell CE / buy PE),54300,1118.75,943.2,1152.7,914.55,26.15,2.35,30,-1878.0,239.95,-2117.95,Revert,2026-03
20260317,2026-03-17 10:44:00+05:30,2026-03-17 10:49:00+05:30,5,+1 (sell CE / buy PE),54300,1140.85,904.65,1193.6,834.7,30.2,1.5,30,-3681.0,236.65,-3917.65,Revert,2026-03
20260317,2026-03-17 11:00:00+05:30,2026-03-17 11:10:00+05:30,10,+1 (sell CE / buy PE),54300,1190.0,838.8,1147.6,874.05,26.2,-2.45,30,2329.5,240.24,2089.26,Revert,2026-03
20260317,2026-03-17 11:29:00+05:30,2026-03-17 11:33:00+05:30,4,+1 (sell CE / buy PE),54300,1054.0,979.95,1044.4,988.9,25.85,0.5,30,556.5,239.53,316.97,Revert,2026-03
20260317,2026-03-17 12:21:00+05:30,2026-03-17 12:22:00+05:30,1,+1 (sell CE / buy PE),54300,1075.0,936.45,1076.9,928.8,26.35,1.1,30,-286.5,237.13,-523.63,Revert,2026-03
20260317,2026-03-17 13:38:00+05:30,2026-03-17 13:46:00+05:30,8,+1 (sell CE / buy PE),54300,1224.2,786.8,1205.45,801.15,36.2,1.7,30,993.0,238.09,754.91,Revert,2026-03
20260317,2026-03-17 13:54:00+05:30,2026-03-17 13:58:00+05:30,4,+1 (sell CE / buy PE),54300,1215.85,784.1,1187.4,807.0,31.75,3.2,30,1540.5,237.66,1302.84,Revert,2026-03
20260317,2026-03-17 14:20:00+05:30,2026-03-17 14:26:00+05:30,6,+1 (sell CE / buy PE),54300,1241.5,750.8,1177.3,803.3,30.7,3.2,30,3501.0,238.34,3262.66,Revert,2026-03
20260317,2026-03-17 14:37:00+05:30,2026-03-17 14:51:00+05:30,14,+1 (sell CE / buy PE),54300,1244.3,743.95,1269.95,715.0,29.15,-0.85,30,-1638.0,234.57,-1872.57,Revert,2026-03
20260318,2026-03-18 12:28:00+05:30,2026-03-18 12:33:00+05:30,5,+1 (sell CE / buy PE),55100,909.9,752.85,943.05,734.6,27.25,-0.35,30,-1542.0,212.13,-1754.13,Revert,2026-03
20260318,2026-03-18 15:01:00+05:30,2026-03-18 15:02:00+05:30,1,+1 (sell CE / buy PE),55100,996.25,655.0,996.5,654.0,25.45,0.5,30,-37.5,211.86,-249.36,Revert,2026-03
20260320,2026-03-20 12:47:00+05:30,2026-03-20 12:51:00+05:30,4,-1 (buy CE / sell PE),54400,743.75,1193.6,724.55,1201.25,-38.85,-0.9,30,-805.5,231.27,-1036.77,Revert,2026-03
20260320,2026-03-20 13:34:00+05:30,2026-03-20 13:35:00+05:30,1,+1 (sell CE / buy PE),54400,748.85,1114.15,743.75,1130.75,32.1,3.0,30,651.0,227.87,423.13,Revert,2026-03
20260320,2026-03-20 13:48:00+05:30,2026-03-20 13:49:00+05:30,1,+1 (sell CE / buy PE),54400,685.0,1188.7,681.7,1214.05,36.3,-4.55,30,859.5,229.16,630.34,Revert,2026-03
20260320,2026-03-20 14:06:00+05:30,2026-03-20 14:07:00+05:30,1,+1 (sell CE / buy PE),54400,717.0,1158.55,705.45,1185.3,29.25,-0.85,30,1149.0,229.26,919.74,Revert,2026-03
20260320,2026-03-20 14:12:00+05:30,2026-03-20 14:20:00+05:30,8,+1 (sell CE / buy PE),54400,690.65,1170.0,671.0,1226.45,47.25,-2.85,30,2283.0,229.8,2053.2,Revert,2026-03
20260320,2026-03-20 14:51:00+05:30,2026-03-20 14:54:00+05:30,3,+1 (sell CE / buy PE),54400,562.75,1400.2,561.15,1429.6,35.35,-4.85,30,930.0,235.77,694.23,Revert,2026-03
20260320,2026-03-20 15:08:00+05:30,2026-03-20 15:09:00+05:30,1,+1 (sell CE / buy PE),54400,574.6,1321.75,565.75,1349.75,30.85,-1.8,30,1105.5,230.85,874.65,Revert,2026-03
20260320,2026-03-20 15:10:00+05:30,2026-03-20 15:14:00+05:30,4,+1 (sell CE / buy PE),54400,528.35,1349.0,536.65,1405.8,79.35,-0.55,30,1455.0,231.39,1223.61,Revert,2026-03
20260320,2026-03-20 15:16:00+05:30,2026-03-20 15:18:00+05:30,2,+1 (sell CE / buy PE),54400,513.35,1429.5,511.5,1469.0,29.85,1.9,30,1240.5,234.91,1005.59,Revert,2026-03
20260320,2026-03-20 15:21:00+05:30,2026-03-20 15:23:00+05:30,2,-1 (buy CE / sell PE),54400,545.6,1400.0,527.45,1413.25,-26.4,-3.6,30,-942.0,231.99,-1173.99,Revert,2026-03
20260323,2026-03-23 11:29:00+05:30,2026-03-23 11:30:00+05:30,1,-1 (buy CE / sell PE),52300,857.25,1325.0,853.5,1273.7,-38.95,-0.0,30,1426.5,248.79,1177.71,Revert,2026-03
20260323,2026-03-23 12:38:00+05:30,2026-03-23 12:42:00+05:30,4,+1 (sell CE / buy PE),52300,873.8,1315.75,863.85,1353.35,27.65,2.7,30,1426.5,252.25,1174.25,Revert,2026-03
20260323,2026-03-23 12:53:00+05:30,2026-03-23 12:58:00+05:30,5,+1 (sell CE / buy PE),52300,850.45,1376.75,835.85,1423.0,25.3,-3.15,30,1825.5,255.37,1570.13,Revert,2026-03
20260323,2026-03-23 13:04:00+05:30,2026-03-23 13:06:00+05:30,2,+1 (sell CE / buy PE),52300,842.35,1419.85,845.5,1420.2,27.3,3.1,30,-84.0,255.45,-339.45,Revert,2026-03
20260323,2026-03-23 13:12:00+05:30,2026-03-23 13:18:00+05:30,6,+1 (sell CE / buy PE),52300,829.3,1444.6,838.25,1412.2,26.9,-1.55,30,-1240.5,254.48,-1494.98,Revert,2026-03
20260323,2026-03-23 13:29:00+05:30,2026-03-23 13:31:00+05:30,2,+1 (sell CE / buy PE),52300,859.95,1375.75,884.5,1346.45,29.4,0.85,30,-1615.5,252.15,-1867.65,Revert,2026-03
20260323,2026-03-23 13:34:00+05:30,2026-03-23 13:35:00+05:30,1,+1 (sell CE / buy PE),52300,892.3,1334.75,891.6,1335.5,32.55,3.3,30,43.5,252.92,-209.42,Revert,2026-03
20260323,2026-03-23 13:36:00+05:30,2026-03-23 13:38:00+05:30,2,+1 (sell CE / buy PE),52300,907.45,1315.0,891.0,1331.9,25.25,0.7,30,1000.5,253.31,747.19,Revert,2026-03
20260323,2026-03-23 14:10:00+05:30,2026-03-23 14:13:00+05:30,3,+1 (sell CE / buy PE),52300,954.9,1197.9,940.0,1220.0,41.4,4.0,30,1110.0,248.68,861.32,Revert,2026-03
20260323,2026-03-23 14:24:00+05:30,2026-03-23 14:33:00+05:30,9,+1 (sell CE / buy PE),52300,920.0,1224.2,763.65,1443.9,26.8,3.75,30,11281.5,257.54,11023.96,Revert,2026-03
20260323,2026-03-23 14:37:00+05:30,2026-03-23 14:41:00+05:30,4,+1 (sell CE / buy PE),52300,829.65,1300.4,796.7,1352.5,29.25,4.2,30,2551.5,248.54,2302.96,Revert,2026-03
20260323,2026-03-23 14:45:00+05:30,2026-03-23 14:46:00+05:30,1,+1 (sell CE / buy PE),52300,834.65,1309.25,828.75,1328.6,39.2,4.35,30,757.5,248.01,509.49,Revert,2026-03
20260323,2026-03-23 14:50:00+05:30,2026-03-23 14:52:00+05:30,2,+1 (sell CE / buy PE),52300,862.55,1260.75,855.45,1265.05,25.8,-4.4,30,342.0,245.66,96.34,Revert,2026-03
20260323,2026-03-23 15:11:00+05:30,2026-03-23 15:13:00+05:30,2,+1 (sell CE / buy PE),52300,751.5,1394.4,718.95,1469.65,28.7,-0.3,30,3234.0,251.01,2982.99,Revert,2026-03
20260324,2026-03-24 09:43:00+05:30,2026-03-24 09:59:00+05:30,16,+1 (sell CE / buy PE),52600,760.0,1097.6,765.5,1067.95,26.8,3.55,30,-1054.5,224.96,-1279.46,Revert,2026-03
20260324,2026-03-24 10:24:00+05:30,2026-03-24 10:35:00+05:30,11,+1 (sell CE / buy PE),52600,748.0,1050.75,627.5,1213.0,29.45,3.5,30,8482.5,230.13,8252.37,Revert,2026-03
20260324,2026-03-24 10:39:00+05:30,2026-03-24 10:40:00+05:30,1,+1 (sell CE / buy PE),52600,602.1,1265.15,602.15,1281.9,30.75,1.25,30,501.0,228.25,272.75,Revert,2026-03
20260324,2026-03-24 10:41:00+05:30,2026-03-24 10:46:00+05:30,5,+1 (sell CE / buy PE),52600,620.65,1229.55,623.7,1228.55,32.5,-2.05,30,-121.5,226.05,-347.55,Revert,2026-03
20260324,2026-03-24 10:51:00+05:30,2026-03-24 10:53:00+05:30,2,-1 (buy CE / sell PE),52600,632.85,1203.7,618.1,1232.0,-49.85,-1.9,30,-1291.5,224.63,-1516.13,Revert,2026-03
20260324,2026-03-24 10:56:00+05:30,2026-03-24 11:00:00+05:30,4,+1 (sell CE / buy PE),52600,613.15,1231.0,595.0,1259.75,30.75,3.25,30,1407.0,227.05,1179.95,Revert,2026-03
20260324,2026-03-24 11:10:00+05:30,2026-03-24 11:24:00+05:30,14,+1 (sell CE / buy PE),52600,619.8,1183.45,615.5,1211.7,26.35,3.8,30,976.5,224.3,752.2,Revert,2026-03
20260324,2026-03-24 11:25:00+05:30,2026-03-24 11:35:00+05:30,10,-1 (buy CE / sell PE),52600,639.9,1225.55,664.6,1110.0,-47.65,1.8,30,4207.5,227.01,3980.49,Revert,2026-03
