date,opt_type,strike,direction,entry_time,exit_time,opt_entry,opt_exit,lot_size,gross_pnl,charges,pnl,exit_reason,month
20260309,PE,55900,SHORT,2026-03-09 13:22:00.277000+05:30,2026-03-09 13:27:00.716000+05:30,1432.5,1384.85,30,1429.5,148.5,1281.0,Flip,2026-03
20260309,PE,55900,LONG,2026-03-09 13:27:00.716000+05:30,2026-03-09 13:37:00.890000+05:30,1384.85,1377.65,30,-216.0,145.34,-361.34,Flip,2026-03
20260309,PE,55900,SHORT,2026-03-09 13:37:00.890000+05:30,2026-03-09 13:53:00.353000+05:30,1377.65,1381.95,30,-129.0,145.3,-274.3,Flip,2026-03
20260309,PE,55900,LONG,2026-03-09 13:53:00.353000+05:30,2026-03-09 13:59:00.567000+05:30,1381.95,1414.45,30,975.0,147.42,827.58,Flip,2026-03
20260310,CE,56600,LONG,2026-03-10 09:37:00.178000+05:30,2026-03-10 09:44:00.401000+05:30,1233.0,1261.75,30,862.5,136.6,725.9,Flip,2026-03
20260310,CE,56600,SHORT,2026-03-10 09:44:00.401000+05:30,2026-03-10 09:52:00.795000+05:30,1261.75,1276.75,30,-450.0,137.2,-587.2,Flip,2026-03
20260310,CE,56600,LONG,2026-03-10 09:52:00.795000+05:30,2026-03-10 09:54:00.101000+05:30,1276.75,1305.1,30,850.5,139.69,710.81,Flip,2026-03
20260311,CE,56700,LONG,2026-03-11 09:31:01.163000+05:30,2026-03-11 09:36:00.629000+05:30,1180.35,1208.65,30,849.0,132.83,716.17,Flip,2026-03
20260311,CE,56700,SHORT,2026-03-11 09:36:00.629000+05:30,2026-03-11 09:54:00.836000+05:30,1208.65,1185.85,30,684.0,132.9,551.1,Flip,2026-03
20260312,CE,54900,LONG,2026-03-12 09:31:00.028000+05:30,2026-03-12 09:34:01.105000+05:30,1431.95,1475.0,30,1291.5,151.59,1139.91,Flip,2026-03
20260313,CE,54600,LONG,2026-03-13 09:43:00.007000+05:30,2026-03-13 10:03:00.190000+05:30,1237.75,1125.05,30,-3381.0,128.79,-3509.79,Flip,2026-03
20260313,CE,54600,SHORT,2026-03-13 10:03:00.190000+05:30,2026-03-13 10:07:00.537000+05:30,1125.05,1104.75,30,609.0,126.99,482.01,Flip,2026-03
20260313,CE,54600,LONG,2026-03-13 10:07:00.537000+05:30,2026-03-13 10:16:00.370000+05:30,1104.75,1125.0,30,607.5,126.99,480.51,Flip,2026-03
20260313,CE,54600,SHORT,2026-03-13 10:16:00.370000+05:30,2026-03-13 10:18:00.404000+05:30,1125.0,1098.1,30,807.0,126.9,680.1,Flip,2026-03
20260313,CE,54600,LONG,2026-03-13 10:18:00.404000+05:30,2026-03-13 10:28:00.218000+05:30,1098.1,1080.1,30,-540.0,124.31,-664.31,Flip,2026-03
20260313,CE,54600,SHORT,2026-03-13 10:28:00.218000+05:30,2026-03-13 10:34:00.607000+05:30,1080.1,1062.95,30,514.5,123.83,390.67,Flip,2026-03
