date,pair,width,o1,o2,atm_strike,k1_strike,k2_strike,entry_bar,exit_bar,hold_bars,lot_size,entry_ce_k1,entry_ce_k2,entry_pe_k1,entry_pe_k2,exit_ce_k1,exit_ce_k2,exit_pe_k1,exit_pe_k2,entry_box,exit_box,entry_msp,exit_msp,gross_pnl,charges,net_pnl,exit_reason
20260220,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-02-20 15:21:00+05:30,2026-02-20 15:22:00+05:30,1,120,396.0,284.05,20.35,31.15,372.45,284.05,19.7,30.2,122.75,98.9,22.75,-1.1,2862.0,395.57,2466.43,Revert
20260224,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-02-24 10:17:00+05:30,2026-02-24 10:30:00+05:30,13,120,332.5,207.55,1.05,2.8,311.65,214.15,0.75,1.75,126.7,98.5,26.7,-1.5,3384.0,343.89,3040.11,Revert
20260224,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-02-24 10:32:00+05:30,2026-02-24 10:37:00+05:30,5,120,311.65,234.85,0.7,1.55,341.2,241.35,0.65,1.4,77.65,100.6,-22.35,0.6,2754.0,352.13,2401.87,Revert
20260224,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-02-24 11:48:00+05:30,2026-02-24 11:51:00+05:30,3,120,310.0,242.0,0.5,1.1,310.0,212.0,0.45,1.2,68.6,98.75,-31.4,-1.25,3618.0,344.78,3273.22,Revert
20260224,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-02-24 11:56:00+05:30,2026-02-24 12:01:00+05:30,5,120,310.0,183.6,0.55,1.3,273.5,174.7,0.55,1.7,127.15,99.95,27.15,-0.05,3264.0,325.83,2938.17,Revert
20260224,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-02-24 12:22:00+05:30,2026-02-24 12:28:00+05:30,6,120,273.5,155.0,0.5,2.0,258.4,159.0,0.7,1.65,120.0,100.35,20.0,0.35,2358.0,311.62,2046.38,Revert
20260224,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-02-24 12:38:00+05:30,2026-02-24 12:42:00+05:30,4,120,258.4,181.0,0.7,1.2,259.15,159.95,0.75,1.9,77.9,100.35,-22.1,0.35,2694.0,313.62,2380.38,Revert
20260224,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-02-24 13:32:00+05:30,2026-02-24 13:39:00+05:30,7,120,248.25,121.8,0.6,1.9,235.3,138.1,0.65,1.65,127.75,98.2,27.75,-1.8,3546.0,297.9,3248.1,Revert
20260224,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-02-24 13:59:00+05:30,2026-02-24 14:03:00+05:30,4,120,269.85,206.45,0.55,1.05,269.85,170.9,0.55,1.3,63.9,99.7,-36.1,-0.3,4296.0,322.97,3973.03,Revert
20260224,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-02-24 14:11:00+05:30,2026-02-24 14:15:00+05:30,4,120,269.85,193.25,0.4,0.75,313.05,210.75,0.4,0.6,76.95,102.5,-23.05,2.5,3066.0,331.82,2734.18,Revert
