date,entry_bar,exit_bar,hold_bars,direction,atm_strike,entry_ce,entry_pe,entry_fut,exit_ce,exit_pe,exit_fut,entry_spread,exit_spread,lot_size,gross_pnl,charges,net_pnl,exit_reason,month
20260224,2026-02-24 14:22:00+05:30,2026-02-24 14:24:00+05:30,2,-1 (long synth),61200,57.2,126.1,61160.0,23.8,189.2,61030.8,-28.9,3.8,30,981.0,1194.68,-213.68,Revert,2026-02
20260226,2026-02-26 10:55:00+05:30,2026-02-26 10:56:00+05:30,1,-1 (long synth),61500,768.65,870.1,61430.0,763.6,880.0,61386.0,-31.45,-2.4,30,871.5,1302.85,-431.35,Revert,2026-02
20260302,2026-03-02 11:08:00+05:30,2026-03-02 11:12:00+05:30,4,+1 (short synth),60600,733.6,1051.2,60253.6,713.55,1071.8,60238.4,28.8,3.35,30,763.5,1293.24,-529.74,Revert,2026-03
20260302,2026-03-02 11:51:00+05:30,2026-03-02 11:53:00+05:30,2,+1 (short synth),60600,711.0,1076.2,60207.0,705.7,1098.15,60204.4,27.8,3.15,30,739.5,1292.62,-553.12,Revert,2026-03
20260302,2026-03-02 12:08:00+05:30,2026-03-02 12:09:00+05:30,1,+1 (short synth),60600,700.25,1112.75,60162.0,695.85,1122.75,60168.6,25.5,4.5,30,630.0,1293.69,-663.69,Revert,2026-03
20260302,2026-03-02 12:47:00+05:30,2026-03-02 12:50:00+05:30,3,+1 (short synth),60600,685.7,1184.05,60071.2,681.9,1210.0,60071.8,30.45,0.1,30,910.5,1296.18,-385.68,Revert,2026-03
20260302,2026-03-02 13:02:00+05:30,2026-03-02 13:32:00+05:30,30,+1 (short synth),60600,695.9,1190.0,60080.6,639.6,1275.05,59950.0,25.3,14.55,30,322.5,1297.49,-974.99,MaxHold,2026-03
20260302,2026-03-02 13:39:00+05:30,2026-03-02 14:05:00+05:30,26,+1 (short synth),60600,651.95,1261.8,59960.6,664.35,1231.85,60028.0,29.55,4.5,30,751.5,1297.43,-545.93,Revert,2026-03
20260302,2026-03-02 14:08:00+05:30,2026-03-02 14:12:00+05:30,4,+1 (short synth),60600,681.9,1191.3,60048.0,710.45,1186.0,60121.2,42.6,3.25,30,1180.5,1296.03,-115.53,Revert,2026-03
20260302,2026-03-02 14:31:00+05:30,2026-03-02 14:35:00+05:30,4,+1 (short synth),60600,696.75,1219.0,60046.8,728.05,1149.4,60180.0,30.95,-1.35,30,969.0,1299.04,-330.04,Revert,2026-03
20260302,2026-03-02 14:49:00+05:30,2026-03-02 14:50:00+05:30,1,+1 (short synth),60600,744.15,1088.95,60229.4,743.3,1090.55,60252.2,25.8,0.55,30,757.5,1296.27,-538.77,Revert,2026-03
20260302,2026-03-02 14:57:00+05:30,2026-03-02 15:04:00+05:30,7,+1 (short synth),60600,724.8,1109.25,60180.0,709.65,1122.15,60182.8,35.55,4.7,30,925.5,1295.49,-369.99,Revert,2026-03
20260302,2026-03-02 15:23:00+05:30,2026-03-02 15:24:00+05:30,1,+1 (short synth),60600,739.2,1103.0,60208.6,736.95,1104.45,60214.8,27.6,17.7,30,297.0,1296.56,-999.56,EOD,2026-03
20260304,2026-03-04 09:32:00+05:30,2026-03-04 09:35:00+05:30,3,+1 (short synth),59200,1084.8,1127.55,59131.4,1054.35,1179.8,59072.6,25.85,1.95,30,717.0,1304.58,-587.58,Revert,2026-03
20260304,2026-03-04 09:46:00+05:30,2026-03-04 10:16:00+05:30,30,+1 (short synth),59200,1048.35,1179.0,59040.0,1026.75,1171.2,59043.4,29.35,12.15,30,516.0,1304.1,-788.1,MaxHold,2026-03
20260304,2026-03-04 10:17:00+05:30,2026-03-04 10:20:00+05:30,3,+1 (short synth),59200,1012.55,1184.7,58993.8,1031.45,1167.65,59060.4,34.05,3.4,30,919.5,1301.17,-381.67,Revert,2026-03
20260304,2026-03-04 10:25:00+05:30,2026-03-04 10:31:00+05:30,6,+1 (short synth),59200,1022.7,1169.4,59028.2,1018.0,1168.55,59048.0,25.1,1.45,30,709.5,1301.39,-591.89,Revert,2026-03
20260304,2026-03-04 10:32:00+05:30,2026-03-04 11:02:00+05:30,30,+1 (short synth),59200,1015.95,1173.0,59016.2,1006.55,1189.1,58991.6,26.75,25.85,30,27.0,1300.96,-1273.96,MaxHold,2026-03
20260304,2026-03-04 11:02:00+05:30,2026-03-04 11:10:00+05:30,8,+1 (short synth),59200,1006.55,1189.1,58991.6,1028.8,1171.0,59057.4,25.85,0.4,30,763.5,1301.02,-537.52,Revert,2026-03
20260304,2026-03-04 11:16:00+05:30,2026-03-04 11:35:00+05:30,19,+1 (short synth),59200,1009.9,1209.45,58974.4,987.05,1264.55,58922.8,26.05,-0.3,30,790.5,1302.41,-511.91,Revert,2026-03
20260304,2026-03-04 11:36:00+05:30,2026-03-04 11:39:00+05:30,3,+1 (short synth),59200,987.0,1243.2,58916.6,986.35,1261.7,58927.8,27.2,-3.15,30,910.5,1302.2,-391.7,Revert,2026-03
20260304,2026-03-04 11:44:00+05:30,2026-03-04 12:04:00+05:30,20,+1 (short synth),59200,988.05,1274.0,58880.0,991.35,1270.55,58919.2,34.05,1.6,30,973.5,1303.84,-330.34,Revert,2026-03
20260304,2026-03-04 12:12:00+05:30,2026-03-04 12:30:00+05:30,18,+1 (short synth),59200,984.7,1267.9,58888.4,976.7,1291.05,58889.0,28.4,-3.35,30,952.5,1303.31,-350.81,Revert,2026-03
20260304,2026-03-04 12:37:00+05:30,2026-03-04 12:39:00+05:30,2,+1 (short synth),59200,992.4,1257.8,58903.6,984.95,1274.35,58905.8,31.0,4.8,30,786.0,1303.4,-517.4,Revert,2026-03
20260304,2026-03-04 12:41:00+05:30,2026-03-04 12:42:00+05:30,1,+1 (short synth),59200,982.8,1274.35,58880.2,973.95,1290.85,58880.0,28.25,3.1,30,754.5,1303.5,-549.0,Revert,2026-03
20260304,2026-03-04 13:00:00+05:30,2026-03-04 13:09:00+05:30,9,+1 (short synth),59200,1008.75,1212.0,58967.4,1021.75,1212.15,59013.4,29.35,-3.8,30,994.5,1302.39,-307.89,Revert,2026-03
20260304,2026-03-04 13:17:00+05:30,2026-03-04 13:19:00+05:30,2,+1 (short synth),59200,1032.2,1182.95,59021.4,1022.0,1192.85,59027.4,27.85,1.75,30,783.0,1302.91,-519.91,Revert,2026-03
20260304,2026-03-04 13:22:00+05:30,2026-03-04 13:29:00+05:30,7,+1 (short synth),59200,1022.7,1178.25,59018.8,1030.4,1192.35,59038.0,25.65,0.05,30,768.0,1301.86,-533.86,Revert,2026-03
20260304,2026-03-04 13:36:00+05:30,2026-03-04 14:04:00+05:30,28,+1 (short synth),59200,1036.2,1187.45,59021.2,1050.2,1181.5,59065.0,27.55,3.7,30,715.5,1303.51,-588.01,Revert,2026-03
20260304,2026-03-04 14:08:00+05:30,2026-03-04 14:38:00+05:30,30,+1 (short synth),59200,1072.3,1160.35,59086.8,1156.15,1116.25,59228.0,25.15,11.9,30,397.5,1305.27,-907.77,MaxHold,2026-03
20260304,2026-03-04 14:42:00+05:30,2026-03-04 14:51:00+05:30,9,+1 (short synth),59200,1187.25,1095.15,59266.8,1235.85,1072.15,59360.4,25.3,3.3,30,660.0,1311.87,-651.87,Revert,2026-03
20260304,2026-03-04 14:58:00+05:30,2026-03-04 15:24:00+05:30,26,+1 (short synth),59200,1216.45,1090.25,59291.0,1073.1,1162.65,59083.0,35.2,27.45,30,232.5,1314.01,-1081.51,EOD,2026-03
20260305,2026-03-05 09:33:00+05:30,2026-03-05 09:43:00+05:30,10,+1 (short synth),59200,1064.0,984.05,59251.4,1074.75,980.0,59289.8,28.55,4.95,30,708.0,1294.93,-586.93,Revert,2026-03
20260305,2026-03-05 10:00:00+05:30,2026-03-05 10:01:00+05:30,1,+1 (short synth),59200,1067.6,995.6,59246.6,1037.25,1005.55,59231.2,25.4,0.5,30,747.0,1295.93,-548.93,Revert,2026-03
20260305,2026-03-05 10:06:00+05:30,2026-03-05 10:11:00+05:30,5,+1 (short synth),59200,1075.0,982.05,59265.0,1063.35,986.15,59275.2,27.95,2.0,30,778.5,1295.8,-517.3,Revert,2026-03
20260305,2026-03-05 10:12:00+05:30,2026-03-05 10:13:00+05:30,1,+1 (short synth),59200,1069.95,980.5,59260.0,1061.55,990.0,59270.2,29.45,1.35,30,843.0,1295.25,-452.25,Revert,2026-03
20260305,2026-03-05 10:17:00+05:30,2026-03-05 10:19:00+05:30,2,+1 (short synth),59200,1080.0,972.0,59280.0,1054.3,998.15,59256.2,28.0,-0.05,30,841.5,1295.7,-454.2,Revert,2026-03
20260305,2026-03-05 10:56:00+05:30,2026-03-05 10:57:00+05:30,1,+1 (short synth),59200,1063.75,976.0,59261.0,1056.0,985.3,59266.4,26.75,4.3,30,673.5,1294.5,-621.0,Revert,2026-03
20260305,2026-03-05 11:14:00+05:30,2026-03-05 11:28:00+05:30,14,+1 (short synth),59200,1120.0,916.0,59378.4,1053.05,969.85,59279.4,25.6,3.8,30,654.0,1296.23,-642.23,Revert,2026-03
20260305,2026-03-05 12:01:00+05:30,2026-03-05 12:21:00+05:30,20,+1 (short synth),59200,949.3,1093.25,59030.8,981.15,1036.35,59144.8,25.25,-0.0,30,757.5,1290.79,-533.29,Revert,2026-03
20260305,2026-03-05 12:46:00+05:30,2026-03-05 12:48:00+05:30,2,+1 (short synth),59200,947.95,1058.0,59061.2,945.7,1057.8,59085.4,28.75,2.5,30,787.5,1288.7,-501.2,Revert,2026-03
20260305,2026-03-05 13:24:00+05:30,2026-03-05 13:25:00+05:30,1,+1 (short synth),59200,979.1,1014.8,59134.0,983.5,1014.0,59166.0,30.3,3.5,30,804.0,1289.08,-485.08,Revert,2026-03
20260305,2026-03-05 13:43:00+05:30,2026-03-05 13:44:00+05:30,1,+1 (short synth),59200,919.6,1082.8,59010.0,914.0,1095.7,59015.0,26.8,3.3,30,705.0,1287.58,-582.58,Revert,2026-03
20260305,2026-03-05 14:09:00+05:30,2026-03-05 14:11:00+05:30,2,+1 (short synth),59200,870.0,1155.8,58880.6,870.0,1173.2,58897.4,33.6,-0.6,30,1026.0,1287.04,-261.04,Revert,2026-03
20260305,2026-03-05 14:12:00+05:30,2026-03-05 14:14:00+05:30,2,+1 (short synth),59200,876.5,1177.2,58871.0,868.6,1179.3,58890.8,28.3,-1.5,30,894.0,1288.86,-394.86,Revert,2026-03
20260305,2026-03-05 14:28:00+05:30,2026-03-05 14:38:00+05:30,10,+1 (short synth),59200,923.25,1038.7,59059.0,934.45,1002.2,59132.4,25.55,-0.15,30,771.0,1285.53,-514.53,Revert,2026-03
20260305,2026-03-05 14:46:00+05:30,2026-03-05 14:50:00+05:30,4,+1 (short synth),59200,1018.6,910.8,59281.2,1050.0,865.2,59381.4,26.6,3.4,30,696.0,1286.99,-590.99,Revert,2026-03
20260305,2026-03-05 14:55:00+05:30,2026-03-05 15:08:00+05:30,13,+1 (short synth),59200,1159.8,758.6,59573.0,1091.2,837.7,59451.2,28.2,2.3,30,777.0,1291.17,-514.17,Revert,2026-03
20260305,2026-03-05 15:17:00+05:30,2026-03-05 15:18:00+05:30,1,+1 (short synth),59200,1058.25,910.0,59321.8,1034.05,938.25,59300.0,26.45,-4.2,30,919.5,1290.45,-370.95,Revert,2026-03
20260305,2026-03-05 15:19:00+05:30,2026-03-05 15:24:00+05:30,5,+1 (short synth),59200,1032.95,939.7,59268.0,986.35,967.3,59206.2,25.25,12.85,30,372.0,1289.85,-917.85,EOD,2026-03
20260306,2026-03-06 10:38:00+05:30,2026-03-06 10:41:00+05:30,3,+1 (short synth),58900,966.5,1125.9,58713.0,966.15,1132.0,58734.8,27.6,-0.65,30,847.5,1288.93,-441.43,Revert,2026-03
20260306,2026-03-06 11:22:00+05:30,2026-03-06 11:24:00+05:30,2,+1 (short synth),58900,954.3,1138.8,58685.2,944.65,1158.75,58683.2,30.3,2.7,30,828.0,1288.51,-460.51,Revert,2026-03
20260306,2026-03-06 12:07:00+05:30,2026-03-06 12:10:00+05:30,3,+1 (short synth),58900,954.15,1136.1,58692.6,952.0,1124.25,58724.8,25.45,2.95,30,675.0,1288.43,-613.43,Revert,2026-03
20260306,2026-03-06 12:11:00+05:30,2026-03-06 12:29:00+05:30,18,+1 (short synth),58900,955.25,1123.85,58705.0,903.3,1231.0,58570.0,26.4,2.3,30,723.0,1287.85,-564.85,Revert,2026-03
20260306,2026-03-06 12:51:00+05:30,2026-03-06 12:52:00+05:30,1,+1 (short synth),58900,937.95,1148.95,58660.0,935.0,1162.15,58674.0,29.0,-1.15,30,904.5,1287.64,-383.14,Revert,2026-03
20260306,2026-03-06 13:04:00+05:30,2026-03-06 13:28:00+05:30,24,+1 (short synth),58900,921.8,1184.0,58612.2,920.35,1189.35,58631.2,25.6,-0.2,30,774.0,1288.17,-514.17,Revert,2026-03
20260306,2026-03-06 13:33:00+05:30,2026-03-06 14:01:00+05:30,28,+1 (short synth),58900,918.85,1203.05,58590.0,918.45,1246.1,58569.0,25.8,3.35,30,673.5,1288.94,-615.44,Revert,2026-03
20260306,2026-03-06 14:03:00+05:30,2026-03-06 14:07:00+05:30,4,+1 (short synth),58900,915.6,1230.35,58552.2,906.95,1257.4,58550.4,33.05,-0.85,30,1017.0,1290.01,-273.01,Revert,2026-03
20260306,2026-03-06 14:18:00+05:30,2026-03-06 14:26:00+05:30,8,+1 (short synth),58900,925.0,1198.1,58601.0,922.2,1204.7,58613.4,25.9,4.1,30,654.0,1289.21,-635.21,Revert,2026-03
20260306,2026-03-06 14:35:00+05:30,2026-03-06 15:05:00+05:30,30,+1 (short synth),58900,897.4,1241.25,58525.0,761.8,1496.1,58129.8,31.15,35.9,30,-142.5,1289.03,-1431.53,MaxHold,2026-03
20260306,2026-03-06 15:05:00+05:30,2026-03-06 15:24:00+05:30,19,+1 (short synth),58900,761.8,1496.1,58129.8,729.85,1529.6,58041.6,35.9,58.65,30,-682.5,1290.79,-1973.29,EOD,2026-03
20260309,2026-03-09 09:31:00+05:30,2026-03-09 09:41:00+05:30,10,+1 (short synth),55900,1472.9,1401.5,55940.4,1431.6,1537.2,55789.6,31.0,4.8,30,786.0,1297.43,-511.43,Revert,2026-03
20260309,2026-03-09 09:45:00+05:30,2026-03-09 09:55:00+05:30,10,+1 (short synth),55900,1358.45,1671.35,55555.4,1412.25,1572.45,55740.2,31.7,-0.4,30,963.0,1301.95,-338.95,Revert,2026-03
20260309,2026-03-09 10:19:00+05:30,2026-03-09 10:35:00+05:30,16,+1 (short synth),55900,1396.1,1579.1,55682.0,1338.85,1638.0,55600.0,35.0,0.85,30,1024.5,1300.21,-275.71,Revert,2026-03
20260309,2026-03-09 10:37:00+05:30,2026-03-09 10:42:00+05:30,5,+1 (short synth),55900,1389.85,1586.5,55658.2,1363.4,1615.0,55649.4,45.15,-1.0,30,1384.5,1299.89,84.61,Revert,2026-03
20260309,2026-03-09 10:50:00+05:30,2026-03-09 11:06:00+05:30,16,+1 (short synth),55900,1423.95,1557.5,55740.0,1539.5,1374.95,56060.0,26.45,4.55,30,657.0,1301.64,-644.64,Revert,2026-03
20260309,2026-03-09 12:18:00+05:30,2026-03-09 12:21:00+05:30,3,+1 (short synth),55900,1525.05,1405.05,55994.0,1505.15,1428.55,55972.4,26.0,4.2,30,654.0,1302.31,-648.31,Revert,2026-03
20260309,2026-03-09 13:26:00+05:30,2026-03-09 13:33:00+05:30,7,+1 (short synth),55900,1595.3,1384.85,56082.0,1656.35,1325.25,56228.4,28.45,2.7,30,772.5,1307.37,-534.87,Revert,2026-03
20260309,2026-03-09 13:35:00+05:30,2026-03-09 13:36:00+05:30,1,+1 (short synth),55900,1632.0,1345.1,56157.8,1612.5,1377.65,56131.4,29.1,3.45,30,769.5,1308.44,-538.94,Revert,2026-03
20260309,2026-03-09 13:37:00+05:30,2026-03-09 14:01:00+05:30,24,+1 (short synth),55900,1626.0,1360.0,56140.0,1535.0,1448.5,55982.6,26.0,3.9,30,663.0,1308.77,-645.77,Revert,2026-03
20260309,2026-03-09 14:02:00+05:30,2026-03-09 14:09:00+05:30,7,+1 (short synth),55900,1520.3,1460.8,55933.6,1540.05,1442.8,55998.2,25.9,-0.95,30,805.5,1304.91,-499.41,Revert,2026-03
20260309,2026-03-09 14:10:00+05:30,2026-03-09 14:11:00+05:30,1,+1 (short synth),55900,1547.35,1417.85,56002.0,1535.8,1449.5,55981.8,27.5,4.5,30,690.0,1304.94,-614.94,Revert,2026-03
20260309,2026-03-09 14:23:00+05:30,2026-03-09 14:26:00+05:30,3,+1 (short synth),55900,1525.1,1433.0,55964.4,1551.05,1402.0,56050.0,27.7,-0.95,30,859.5,1303.8,-444.3,Revert,2026-03
20260309,2026-03-09 14:27:00+05:30,2026-03-09 14:43:00+05:30,16,+1 (short synth),55900,1546.05,1390.75,56030.0,1571.0,1346.5,56127.2,25.3,-2.7,30,840.0,1303.4,-463.4,Revert,2026-03
20260309,2026-03-09 14:47:00+05:30,2026-03-09 14:57:00+05:30,10,+1 (short synth),55900,1642.45,1281.55,56234.4,1617.05,1266.5,56247.4,26.5,3.15,30,700.5,1305.96,-605.46,Revert,2026-03
20260309,2026-03-09 14:59:00+05:30,2026-03-09 15:00:00+05:30,1,+1 (short synth),55900,1630.0,1262.5,56240.0,1592.85,1292.45,56195.4,27.5,5.0,30,675.0,1303.82,-628.82,Revert,2026-03
20260309,2026-03-09 15:02:00+05:30,2026-03-09 15:07:00+05:30,5,+1 (short synth),55900,1631.7,1245.55,56254.0,1630.1,1232.35,56300.0,32.15,-2.25,30,1032.0,1302.97,-270.97,Revert,2026-03
20260309,2026-03-09 15:09:00+05:30,2026-03-09 15:17:00+05:30,8,+1 (short synth),55900,1658.65,1230.1,56303.0,1667.1,1230.25,56339.6,25.55,-2.75,30,849.0,1304.62,-455.62,Revert,2026-03
20260310,2026-03-10 09:36:00+05:30,2026-03-10 09:43:00+05:30,7,+1 (short synth),56800,1116.4,1206.6,56679.2,1142.15,1172.15,56769.8,30.6,0.2,30,912.0,1270.76,-358.76,Revert,2026-03
20260310,2026-03-10 09:54:00+05:30,2026-03-10 09:57:00+05:30,3,+1 (short synth),56800,1178.05,1127.8,56825.0,1155.8,1174.6,56777.0,25.25,4.2,30,631.5,1272.02,-640.52,Revert,2026-03
20260310,2026-03-10 10:06:00+05:30,2026-03-10 10:12:00+05:30,6,+1 (short synth),56800,1184.2,1145.05,56812.4,1206.4,1118.75,56887.0,26.75,0.65,30,783.0,1273.47,-490.47,Revert,2026-03
20260310,2026-03-10 10:28:00+05:30,2026-03-10 10:42:00+05:30,14,+1 (short synth),56800,1286.35,1022.85,57031.0,1309.1,984.0,57121.0,32.5,4.1,30,852.0,1275.76,-423.76,Revert,2026-03
20260310,2026-03-10 10:56:00+05:30,2026-03-10 10:59:00+05:30,3,+1 (short synth),56800,1257.65,1005.3,57025.4,1275.4,1000.55,57075.0,26.95,-0.15,30,813.0,1272.37,-459.37,Revert,2026-03
20260310,2026-03-10 11:05:00+05:30,2026-03-10 11:09:00+05:30,4,+1 (short synth),56800,1279.75,995.45,57058.2,1295.45,979.95,57119.6,26.1,-4.1,30,906.0,1273.8,-367.8,Revert,2026-03
20260310,2026-03-10 11:13:00+05:30,2026-03-10 11:16:00+05:30,3,+1 (short synth),56800,1300.3,967.7,57103.8,1304.95,959.55,57144.8,28.8,0.6,30,846.0,1274.06,-428.06,Revert,2026-03
20260310,2026-03-10 12:45:00+05:30,2026-03-10 12:47:00+05:30,2,+1 (short synth),56800,1205.0,1022.5,56951.6,1222.55,1003.35,57016.0,30.9,3.2,30,831.0,1268.59,-437.59,Revert,2026-03
20260310,2026-03-10 13:01:00+05:30,2026-03-10 13:02:00+05:30,1,+1 (short synth),56800,1303.0,926.05,57150.4,1305.75,925.35,57183.4,26.55,-3.0,30,886.5,1272.08,-385.58,Revert,2026-03
20260310,2026-03-10 13:03:00+05:30,2026-03-10 13:06:00+05:30,3,+1 (short synth),56800,1334.15,914.15,57194.0,1284.35,958.75,57125.4,26.0,0.2,30,774.0,1274.2,-500.2,Revert,2026-03
20260310,2026-03-10 13:30:00+05:30,2026-03-10 13:31:00+05:30,1,+1 (short synth),56800,1320.0,925.45,57150.0,1303.1,935.7,57169.2,44.55,-1.8,30,1390.5,1273.24,117.26,Revert,2026-03
20260310,2026-03-10 13:43:00+05:30,2026-03-10 13:45:00+05:30,2,+1 (short synth),56800,1320.0,925.0,57169.8,1292.0,939.15,57150.0,25.2,2.85,30,670.5,1273.55,-603.05,Revert,2026-03
20260310,2026-03-10 14:06:00+05:30,2026-03-10 14:09:00+05:30,3,+1 (short synth),56800,1319.2,922.95,57169.2,1380.25,901.8,57278.6,27.05,-0.15,30,816.0,1273.34,-457.34,Revert,2026-03
20260310,2026-03-10 14:21:00+05:30,2026-03-10 14:25:00+05:30,4,+1 (short synth),56800,1345.0,900.1,57210.2,1338.8,899.0,57236.0,34.7,3.8,30,927.0,1274.24,-347.24,Revert,2026-03
20260311,2026-03-11 10:20:00+05:30,2026-03-11 10:21:00+05:30,1,+1 (short synth),56900,1042.7,1115.55,56798.4,1029.0,1135.0,56790.2,28.75,3.8,30,748.5,1261.06,-512.56,Revert,2026-03
20260311,2026-03-11 12:07:00+05:30,2026-03-11 12:09:00+05:30,2,+1 (short synth),56900,875.7,1411.0,56336.0,880.0,1410.0,56365.2,28.7,4.8,30,717.0,1262.34,-545.34,Revert,2026-03
20260311,2026-03-11 12:14:00+05:30,2026-03-11 12:17:00+05:30,3,-1 (long synth),56900,877.55,1410.0,56394.0,888.8,1385.05,56406.0,-26.45,-2.25,30,726.0,1263.38,-537.38,Revert,2026-03
20260311,2026-03-11 12:54:00+05:30,2026-03-11 12:58:00+05:30,4,+1 (short synth),56900,884.95,1389.0,56370.2,876.4,1434.1,56340.0,25.75,2.3,30,703.5,1262.01,-558.51,Revert,2026-03
20260311,2026-03-11 13:15:00+05:30,2026-03-11 13:21:00+05:30,6,+1 (short synth),56900,835.35,1534.2,56156.6,843.05,1539.5,56202.6,44.55,0.95,30,1308.0,1265.18,42.82,Revert,2026-03
20260311,2026-03-11 13:31:00+05:30,2026-03-11 13:35:00+05:30,4,+1 (short synth),56900,879.95,1446.0,56300.0,857.3,1499.35,56257.0,33.95,0.95,30,990.0,1264.52,-274.52,Revert,2026-03
20260311,2026-03-11 13:36:00+05:30,2026-03-11 13:38:00+05:30,2,+1 (short synth),56900,857.3,1478.9,56250.0,845.7,1531.25,56210.0,28.4,4.45,30,718.5,1264.4,-545.9,Revert,2026-03
20260311,2026-03-11 13:44:00+05:30,2026-03-11 13:46:00+05:30,2,+1 (short synth),56900,853.75,1506.0,56215.4,834.95,1551.25,56181.0,32.35,2.7,30,889.5,1265.49,-375.99,Revert,2026-03
20260311,2026-03-11 13:55:00+05:30,2026-03-11 13:56:00+05:30,1,+1 (short synth),56900,859.3,1475.55,56253.4,858.4,1502.7,56254.6,30.35,1.1,30,877.5,1264.36,-386.86,Revert,2026-03
20260311,2026-03-11 14:26:00+05:30,2026-03-11 14:35:00+05:30,9,+1 (short synth),56900,783.65,1587.75,56070.0,796.0,1559.05,56136.2,25.9,0.75,30,754.5,1263.84,-509.34,Revert,2026-03
20260311,2026-03-11 14:39:00+05:30,2026-03-11 14:42:00+05:30,3,+1 (short synth),56900,812.6,1506.35,56181.0,803.2,1523.4,56180.0,25.25,-0.2,30,763.5,1262.0,-498.5,Revert,2026-03
20260311,2026-03-11 14:47:00+05:30,2026-03-11 14:59:00+05:30,12,+1 (short synth),56900,798.3,1509.9,56152.2,771.15,1642.0,56029.8,36.2,-0.65,30,1105.5,1260.74,-155.24,Revert,2026-03
20260311,2026-03-11 15:02:00+05:30,2026-03-11 15:03:00+05:30,1,+1 (short synth),56900,774.0,1583.9,56061.6,776.3,1586.45,56090.4,28.5,-0.55,30,871.5,1262.74,-391.24,Revert,2026-03
20260311,2026-03-11 15:16:00+05:30,2026-03-11 15:24:00+05:30,8,+1 (short synth),56900,715.45,1640.0,55935.2,710.0,1672.25,55920.0,40.25,17.75,30,675.0,1260.41,-585.41,EOD,2026-03
20260312,2026-03-12 11:07:00+05:30,2026-03-12 11:11:00+05:30,4,+1 (short synth),55200,1402.85,1049.7,55525.8,1400.0,1051.65,55549.2,27.35,-0.85,30,846.0,1260.36,-414.36,Revert,2026-03
20260312,2026-03-12 11:45:00+05:30,2026-03-12 11:46:00+05:30,1,+1 (short synth),55200,1320.0,1107.9,55384.6,1312.9,1120.25,55391.0,27.5,1.65,30,775.5,1256.21,-480.71,Revert,2026-03
20260312,2026-03-12 12:09:00+05:30,2026-03-12 12:11:00+05:30,2,+1 (short synth),55200,1303.5,1077.5,55400.0,1277.0,1107.15,55373.0,26.0,-3.15,30,874.5,1253.13,-378.63,Revert,2026-03
20260312,2026-03-12 12:14:00+05:30,2026-03-12 12:15:00+05:30,1,+1 (short synth),55200,1349.95,1045.3,55473.6,1337.65,1051.45,55489.8,31.05,-3.6,30,1039.5,1255.4,-215.9,Revert,2026-03
20260312,2026-03-12 13:33:00+05:30,2026-03-12 13:36:00+05:30,3,+1 (short synth),55200,1500.7,890.0,55780.0,1490.6,899.05,55788.4,30.7,3.15,30,826.5,1260.28,-433.78,Revert,2026-03
20260313,2026-03-13 10:28:00+05:30,2026-03-13 10:33:00+05:30,5,-1 (long synth),54700,1033.95,1393.7,54367.8,1010.75,1412.35,54295.0,-27.55,3.4,30,928.5,1238.9,-310.4,Revert,2026-03
20260313,2026-03-13 13:18:00+05:30,2026-03-13 13:22:00+05:30,4,+1 (short synth),54700,906.15,1550.55,54021.8,912.25,1566.35,54044.0,33.8,1.9,30,957.0,1235.08,-278.08,Revert,2026-03
20260313,2026-03-13 13:26:00+05:30,2026-03-13 13:50:00+05:30,24,+1 (short synth),54700,904.05,1596.2,53982.0,880.95,1624.25,53953.2,25.85,3.5,30,670.5,1237.5,-567.0,Revert,2026-03
20260313,2026-03-13 13:54:00+05:30,2026-03-13 14:02:00+05:30,8,+1 (short synth),54700,888.3,1651.75,53906.0,886.4,1635.6,53946.8,30.55,4.0,30,796.5,1239.04,-442.54,Revert,2026-03
20260313,2026-03-13 14:15:00+05:30,2026-03-13 14:16:00+05:30,1,+1 (short synth),54700,925.3,1549.85,54050.2,915.2,1555.55,54060.0,25.25,-0.35,30,768.0,1236.88,-468.88,Revert,2026-03
20260313,2026-03-13 14:17:00+05:30,2026-03-13 14:31:00+05:30,14,+1 (short synth),54700,919.15,1540.85,54048.0,967.75,1450.0,54220.0,30.3,-2.25,30,976.5,1235.76,-259.26,Revert,2026-03
20260313,2026-03-13 14:38:00+05:30,2026-03-13 14:58:00+05:30,20,+1 (short synth),54700,956.85,1420.6,54187.2,912.05,1585.95,54022.6,49.05,3.5,30,1366.5,1232.25,134.25,Revert,2026-03
20260313,2026-03-13 15:02:00+05:30,2026-03-13 15:17:00+05:30,15,+1 (short synth),54700,917.8,1573.45,54019.2,878.7,1625.15,53949.8,25.15,3.75,30,642.0,1237.5,-595.5,Revert,2026-03
20260316,2026-03-16 09:49:00+05:30,2026-03-16 10:19:00+05:30,30,+1 (short synth),54100,1253.35,1043.5,54284.2,1087.25,1233.9,53948.0,25.65,5.35,30,609.0,1228.17,-619.17,MaxHold,2026-03
20260316,2026-03-16 10:23:00+05:30,2026-03-16 10:32:00+05:30,9,+1 (short synth),54100,1046.15,1287.75,53832.6,1045.7,1300.0,53843.0,25.8,2.7,30,693.0,1223.13,-530.13,Revert,2026-03
20260316,2026-03-16 10:59:00+05:30,2026-03-16 11:01:00+05:30,2,+1 (short synth),54100,948.95,1404.9,53619.0,943.6,1409.2,53631.8,25.05,2.6,30,673.5,1220.91,-547.41,Revert,2026-03
