date,entry_bar,exit_bar,hold_bars,direction,atm_strike,entry_ce,entry_pe,entry_fut,exit_ce,exit_pe,exit_fut,entry_spread,exit_spread,lot_size,gross_pnl,charges,net_pnl,exit_reason,month
20260204,2026-02-04 10:27:00+05:30,2026-02-04 10:35:00+05:30,8,-1 (long synth),60300,737.0,681.7,60381.2,716.7,691.3,60330.2,-25.9,-4.8,30,633.0,1269.36,-636.36,Revert,2026-02
20260204,2026-02-04 12:16:00+05:30,2026-02-04 12:24:00+05:30,8,-1 (long synth),60300,721.9,648.75,60399.8,706.65,655.35,60353.0,-26.65,-1.7,30,748.5,1266.25,-517.75,Revert,2026-02
20260204,2026-02-04 12:44:00+05:30,2026-02-04 12:51:00+05:30,7,-1 (long synth),60300,695.0,656.6,60370.0,668.0,682.7,60287.6,-31.6,-2.3,30,879.0,1264.39,-385.39,Revert,2026-02
20260209,2026-02-09 11:48:00+05:30,2026-02-09 11:55:00+05:30,7,-1 (long synth),60800,493.4,576.55,60742.0,474.45,587.0,60690.0,-25.15,-2.55,30,678.0,1250.67,-572.67,Revert,2026-02
20260209,2026-02-09 12:16:00+05:30,2026-02-09 12:17:00+05:30,1,-1 (long synth),60800,491.75,566.6,60753.4,495.55,561.0,60739.4,-28.25,-4.85,30,702.0,1250.04,-548.04,Revert,2026-02
20260209,2026-02-09 14:12:00+05:30,2026-02-09 14:19:00+05:30,7,-1 (long synth),60800,468.45,580.2,60716.6,485.0,560.2,60724.0,-28.35,0.8,30,874.5,1248.72,-374.22,Revert,2026-02
20260209,2026-02-09 14:37:00+05:30,2026-02-09 15:07:00+05:30,30,-1 (long synth),60800,476.45,573.35,60729.2,481.4,580.0,60707.2,-26.1,-5.8,30,609.0,1249.02,-640.02,MaxHold,2026-02
20260210,2026-02-10 15:02:00+05:30,2026-02-10 15:07:00+05:30,5,-1 (long synth),60800,444.35,516.45,60754.8,434.45,527.4,60710.0,-26.9,-2.95,30,718.5,1243.12,-524.62,Revert,2026-02
20260211,2026-02-11 13:57:00+05:30,2026-02-11 14:17:00+05:30,20,-1 (long synth),60700,482.5,410.95,60799.0,509.8,392.7,60820.0,-27.45,-2.9,30,736.5,1239.08,-502.58,Revert,2026-02
20260216,2026-02-16 15:14:00+05:30,2026-02-16 15:15:00+05:30,1,-1 (long synth),60400,793.1,244.65,60976.2,791.7,245.15,60951.0,-27.75,-4.45,30,699.0,1252.36,-553.36,Revert,2026-02
20260220,2026-02-20 14:05:00+05:30,2026-02-20 14:07:00+05:30,2,+1 (short synth),60900,547.3,205.15,61209.4,574.1,195.0,61278.6,32.75,0.5,30,967.5,1236.03,-268.53,Revert,2026-02
20260223,2026-02-23 12:29:00+05:30,2026-02-23 12:30:00+05:30,1,-1 (long synth),61400,128.4,453.75,61100.0,121.3,473.75,61045.2,-25.35,2.35,30,831.0,1222.05,-391.05,Revert,2026-02
20260223,2026-02-23 12:46:00+05:30,2026-02-23 12:49:00+05:30,3,-1 (long synth),61400,156.45,383.8,61204.2,145.25,402.1,61143.4,-31.55,-0.25,30,939.0,1220.84,-281.84,Revert,2026-02
