date,opt_type,direction,strike,entry_time,exit_time,opt_entry,opt_exit,lot_size,gross_pnl,charges,pnl,exit_reason,month
20251114,PE,SHORT,25900,2025-11-14 11:34:00.314000+05:30,2025-11-14 15:01:00.468000+05:30,152.95,120.25,75,2452.5,73.31,2379.19,Flip,2025-11
20251114,PE,LONG,25900,2025-11-14 15:01:00.468000+05:30,2025-11-14 15:25:59.777000+05:30,120.25,86.4,75,-2538.75,63.72,-2602.47,EOD,2025-11
20251117,CE,LONG,25900,2025-11-17 10:41:00.668000+05:30,2025-11-17 11:57:00.366000+05:30,106.55,132.7,75,1961.25,69.92,1891.33,Flip,2025-11
20251117,CE,SHORT,25900,2025-11-17 11:57:00.366000+05:30,2025-11-17 14:45:00.226000+05:30,132.7,122.6,75,757.5,70.47,687.03,Flip,2025-11
20251117,CE,LONG,25900,2025-11-17 14:45:00.226000+05:30,2025-11-17 15:25:59.541000+05:30,122.6,139.2,75,1245.0,71.4,1173.6,EOD,2025-11
20251118,PE,LONG,26000,2025-11-18 10:57:01.161000+05:30,2025-11-18 12:28:00.668000+05:30,84.8,69.9,75,-1117.5,60.14,-1177.64,Flip,2025-11
20251118,PE,SHORT,26000,2025-11-18 12:28:00.668000+05:30,2025-11-18 13:16:00.320000+05:30,69.9,49.6,75,1522.5,58.95,1463.55,Flip,2025-11
20251119,CE,LONG,25900,2025-11-19 11:11:00.901000+05:30,2025-11-19 11:42:00.684000+05:30,166.45,191.55,75,1882.5,80.43,1802.07,Flip,2025-11
20251119,CE,SHORT,25900,2025-11-19 11:42:00.684000+05:30,2025-11-19 15:25:58.950000+05:30,191.55,248.0,75,-4233.75,83.19,-4316.94,EOD,2025-11
20251119,PE,LONG,25900,2025-11-19 10:15:00.191000+05:30,2025-11-19 11:11:00.891000+05:30,105.7,118.75,75,978.75,67.89,910.86,Flip,2025-11
20251119,PE,SHORT,25900,2025-11-19 11:11:00.891000+05:30,2025-11-19 11:39:00.239000+05:30,118.75,105.2,75,1016.25,67.87,948.38,Flip,2025-11
20251119,PE,LONG,25900,2025-11-19 11:39:00.239000+05:30,2025-11-19 15:25:58.941000+05:30,105.2,79.8,75,-1905.0,62.26,-1967.26,EOD,2025-11
20251120,CE,LONG,26050,2025-11-20 14:32:00.526000+05:30,2025-11-20 15:25:58.713000+05:30,238.7,235.4,75,-247.5,89.19,-336.69,EOD,2025-11
20251120,PE,LONG,26050,2025-11-20 10:41:00.358000+05:30,2025-11-20 14:33:00.442000+05:30,84.5,59.9,75,-1845.0,58.69,-1903.69,Flip,2025-11
20251120,PE,SHORT,26050,2025-11-20 14:33:00.442000+05:30,2025-11-20 15:25:58.660000+05:30,59.9,53.25,75,498.75,57.63,441.12,EOD,2025-11
20251121,CE,LONG,26200,2025-11-21 10:35:00.765000+05:30,2025-11-21 12:13:00.837000+05:30,59.85,76.65,75,1260.0,60.27,1199.73,Flip,2025-11
