date,pair,width,o1,o2,atm_strike,k1_strike,k2_strike,entry_bar,exit_bar,hold_bars,lot_size,entry_ce_k1,entry_ce_k2,entry_pe_k1,entry_pe_k2,exit_ce_k1,exit_ce_k2,exit_pe_k1,exit_pe_k2,entry_box,exit_box,entry_msp,exit_msp,gross_pnl,charges,net_pnl,exit_reason
20260217,"(-3,-2)  w=100",100,-3,-2,83100,82800,82900,2026-02-17 13:54:00+05:30,2026-02-17 13:55:00+05:30,1,20,824.95,719.3,113.7,132.0,785.85,706.2,116.8,136.75,123.95,99.6,23.95,-0.4,487.0,273.03,213.97,Revert
20260220,"(-3,-2)  w=100",100,-3,-2,82400,82100,82200,2026-02-20 11:21:00+05:30,2026-02-20 11:22:00+05:30,1,20,1140.4,1040.15,292.25,316.0,1094.95,1019.5,295.1,319.8,124.0,100.15,24.0,0.15,477.0,320.05,156.95,Revert
20260220,"(-3,-2)  w=100",100,-3,-2,82400,82100,82200,2026-02-20 11:42:00+05:30,2026-02-20 11:47:00+05:30,5,20,1167.5,1112.35,259.35,280.8,1199.15,1122.8,254.3,275.65,76.6,97.7,-23.4,-2.3,422.0,323.66,98.34,Revert
20260220,"(-3,-2)  w=100",100,-3,-2,82400,82100,82200,2026-02-20 11:57:00+05:30,2026-02-20 11:58:00+05:30,1,20,1150.6,1118.0,253.75,274.3,1205.15,1128.55,252.35,273.8,53.15,98.05,-46.85,-1.95,898.0,323.64,574.36,Revert
20260220,"(-3,-2)  w=100",100,-3,-2,82400,82100,82200,2026-02-20 14:04:00+05:30,2026-02-20 14:09:00+05:30,5,20,1162.25,1060.25,257.1,279.45,1162.4,1082.2,249.8,269.95,124.35,100.35,24.35,0.35,480.0,320.18,159.82,Revert
20260220,"(-3,-2)  w=100",100,-3,-2,82400,82100,82200,2026-02-20 14:27:00+05:30,2026-02-20 14:28:00+05:30,1,20,1188.0,1086.75,251.55,273.5,1160.6,1080.6,255.55,275.55,123.2,100.0,23.2,0.0,464.0,321.32,142.68,Revert
20260220,"(-3,-2)  w=100",100,-3,-2,82400,82100,82200,2026-02-20 14:30:00+05:30,2026-02-20 14:34:00+05:30,4,20,1149.55,1092.6,258.35,278.3,1179.75,1099.6,252.2,271.85,76.9,99.8,-23.1,-0.2,458.0,321.56,136.44,Revert
20260220,"(-3,-2)  w=100",100,-3,-2,82400,82100,82200,2026-02-20 14:43:00+05:30,2026-02-20 14:52:00+05:30,9,20,1215.4,1155.45,239.5,257.6,1278.45,1195.4,238.55,257.7,78.05,102.2,-21.95,2.2,483.0,327.64,155.36,Revert
20260220,"(-3,-2)  w=100",100,-3,-2,82400,82100,82200,2026-02-20 14:53:00+05:30,2026-02-20 14:54:00+05:30,1,20,1270.95,1165.55,245.85,263.15,1263.45,1184.05,239.45,257.95,122.7,97.9,22.7,-2.1,496.0,328.89,167.11,Revert
20260304,"(-3,-2)  w=100",100,-3,-2,78600,78300,78400,2026-03-04 13:03:00+05:30,2026-03-04 13:08:00+05:30,5,20,940.85,890.0,331.75,356.8,975.35,899.7,316.7,341.75,75.9,100.7,-24.1,0.7,496.0,309.03,186.97,Revert
