date,pair,width,o1,o2,atm_strike,k1_strike,k2_strike,entry_bar,exit_bar,hold_bars,lot_size,entry_ce_k1,entry_ce_k2,entry_pe_k1,entry_pe_k2,exit_ce_k1,exit_ce_k2,exit_pe_k1,exit_pe_k2,entry_box,exit_box,entry_msp,exit_msp,gross_pnl,charges,net_pnl,exit_reason
20251217,"(-3,+2)  w=500",500,-3,2,27500,27200,27700,2025-12-17 09:32:00+05:30,2025-12-17 10:56:00+05:30,84,65,403.35,140.95,115.7,332.5,347.0,108.1,139.5,399.85,479.2,499.25,-20.8,-0.75,1303.25,342.94,960.31,Revert
20251217,"(-3,+2)  w=500",500,-3,2,27500,27200,27700,2025-12-17 12:00:00+05:30,2025-12-17 12:23:00+05:30,23,65,325.9,97.75,143.7,393.45,316.0,93.4,145.85,424.0,477.9,500.75,-22.1,0.75,1485.25,339.46,1145.79,Revert
20251217,"(-3,+2)  w=500",500,-3,2,27500,27200,27700,2025-12-17 12:55:00+05:30,2025-12-17 13:27:00+05:30,32,65,291.4,81.9,163.5,433.75,306.9,88.05,151.55,433.75,479.75,501.05,-20.25,1.05,1384.5,340.21,1044.29,Revert
20251217,"(-3,+2)  w=500",500,-3,2,27500,27200,27700,2025-12-17 13:35:00+05:30,2025-12-17 13:42:00+05:30,7,65,289.0,82.8,162.75,433.75,278.0,76.3,170.55,469.95,477.2,501.1,-22.8,1.1,1553.5,341.29,1212.21,Revert
20251217,"(-3,+2)  w=500",500,-3,2,27500,27200,27700,2025-12-17 14:00:00+05:30,2025-12-17 14:18:00+05:30,18,65,295.0,83.4,160.85,469.95,308.6,86.6,150.8,426.85,520.7,498.05,20.7,-1.95,1472.25,342.69,1129.56,Revert
20251219,"(-3,+2)  w=500",500,-3,2,27500,27200,27700,2025-12-19 11:45:00+05:30,2025-12-19 12:04:00+05:30,19,65,300.6,66.35,111.75,346.15,322.9,73.7,93.95,346.15,468.65,501.4,-31.35,1.4,2128.75,318.46,1810.29,Revert
20251219,"(-3,+2)  w=500",500,-3,2,27500,27200,27700,2025-12-19 12:17:00+05:30,2025-12-19 12:38:00+05:30,21,65,314.0,71.3,99.95,332.95,331.0,76.55,90.1,332.95,475.7,497.3,-24.3,-2.7,1404.0,316.95,1087.05,Revert
20251222,"(-3,+2)  w=500",500,-3,2,27600,27300,27800,2025-12-22 09:39:00+05:30,2025-12-22 09:48:00+05:30,9,65,330.0,70.0,79.4,299.0,345.6,75.55,70.8,299.0,479.6,498.25,-20.4,-1.75,1212.25,310.68,901.57,Revert
20251222,"(-3,+2)  w=500",500,-3,2,27600,27300,27800,2025-12-22 12:49:00+05:30,2025-12-22 13:01:00+05:30,12,65,325.6,67.35,80.8,302.05,324.65,66.0,78.25,316.65,479.5,497.05,-20.5,-2.95,1140.75,310.01,830.74,Revert
20251223,"(-3,+2)  w=500",500,-3,2,27600,27300,27800,2025-12-23 09:30:00+05:30,2025-12-23 11:01:00+05:30,91,65,358.6,68.15,61.75,308.3,370.0,73.0,47.6,250.5,537.0,499.9,37.0,-0.1,2411.5,309.14,2102.36,Revert
20251224,"(-3,+2)  w=500",500,-3,2,27700,27400,27900,2025-12-24 09:30:00+05:30,2025-12-24 09:49:00+05:30,19,65,341.95,50.05,30.15,308.9,356.35,51.05,24.5,218.15,570.65,498.95,70.65,-1.05,4660.5,298.7,4361.8,Revert
20251224,"(-3,+2)  w=500",500,-3,2,27700,27400,27900,2025-12-24 10:45:00+05:30,2025-12-24 10:55:00+05:30,10,65,372.6,45.1,21.3,214.85,355.05,45.65,22.0,213.85,521.05,501.25,21.05,1.25,1287.0,289.23,997.77,Revert
