date,pair,direction,entry_ts,exit_ts,hold_secs,entry_msp,exit_close_msp,entry_exec,exit_exec,lot_size,units,gross_pnl,exit_why,cum_pnl
20260201,"(-1,+0)",-1,2026-02-01 12:44:08+05:30,2026-02-01 12:44:09+05:30,1.0,8.7,-0.95,41.3,49.02,65,130,1004.25,Revert,216589.75
20260201,"(+0,+1)",1,2026-02-01 12:45:37+05:30,2026-02-01 12:45:38+05:30,1.0,8.72,-0.6,58.72,50.6,65,130,1056.25,Revert,217646.0
20260201,"(-1,+0)",1,2026-02-01 12:49:19+05:30,2026-02-01 12:49:20+05:30,1.0,8.95,5.1,58.95,44.92,65,130,1823.25,Revert,219469.25
20260201,"(-1,+1)",-1,2026-02-01 12:49:24+05:30,2026-02-01 12:49:25+05:30,1.0,10.88,4.85,89.12,104.85,65,130,2044.25,Revert,221513.5
20260201,"(-1,+1)",1,2026-02-01 12:57:05+05:30,2026-02-01 12:57:06+05:30,1.0,9.52,0.35,109.52,99.72,65,130,1274.0,Revert,222787.5
20260201,"(-1,+0)",-1,2026-02-01 12:59:38+05:30,2026-02-01 12:59:39+05:30,1.0,9.45,-0.8,40.55,49.18,65,130,1121.25,Revert,223908.75
20260201,"(-1,+0)",1,2026-02-01 13:14:08+05:30,2026-02-01 13:14:11+05:30,3.0,10.07,3.05,60.07,46.97,65,130,1703.0,Revert,225611.75
20260201,"(-1,+1)",1,2026-02-01 13:15:02+05:30,2026-02-01 13:15:03+05:30,1.0,10.72,-0.5,110.72,100.52,65,130,1326.0,Revert,226937.75
20260201,"(+0,+1)",1,2026-02-01 13:32:06+05:30,2026-02-01 13:32:07+05:30,1.0,9.65,0.75,59.65,49.25,65,130,1352.0,Revert,228289.75
20260201,"(-1,+0)",1,2026-02-01 13:32:09+05:30,2026-02-01 13:32:10+05:30,1.0,8.03,-0.85,58.03,50.9,65,130,926.25,Revert,229216.0
20260201,"(-1,+0)",-1,2026-02-01 14:36:31+05:30,2026-02-01 14:36:32+05:30,1.0,8.45,3.5,41.55,53.5,65,130,1553.5,Revert,230769.5
20260201,"(+0,+1)",-1,2026-02-01 14:58:06+05:30,2026-02-01 14:58:08+05:30,2.0,11.5,-0.3,38.5,49.7,65,130,1456.0,Revert,232225.5
20260201,"(-1,+0)",-1,2026-02-01 15:06:23+05:30,2026-02-01 15:06:27+05:30,4.0,8.6,0.45,41.4,50.45,65,130,1176.5,Revert,233402.0
20260202,"(-1,+1)",1,2026-02-02 09:20:43+05:30,2026-02-02 09:20:44+05:30,1.0,12.6,0.2,112.6,99.82,65,130,1660.75,Revert,235062.75
20260202,"(-1,+1)",1,2026-02-02 09:21:23+05:30,2026-02-02 09:21:24+05:30,1.0,8.85,-0.8,108.85,100.8,65,130,1046.5,Revert,236109.25
20260202,"(-1,+1)",-1,2026-02-02 09:25:55+05:30,2026-02-02 09:25:56+05:30,1.0,10.25,1.6,89.75,101.6,65,130,1540.5,Revert,237649.75
20260202,"(-1,+1)",-1,2026-02-02 10:01:44+05:30,2026-02-02 10:01:46+05:30,2.0,8.75,-0.35,91.25,99.65,65,130,1092.0,Revert,238741.75
20260202,"(-1,+0)",-1,2026-02-02 10:11:31+05:30,2026-02-02 10:11:32+05:30,1.0,8.43,0.75,41.57,50.75,65,130,1192.75,Revert,239934.5
20260202,"(+0,+1)",1,2026-02-02 12:14:36+05:30,2026-02-02 12:14:37+05:30,1.0,10.33,-0.95,60.32,50.95,65,130,1218.75,Revert,241153.25
20260202,"(-1,+1)",1,2026-02-02 14:31:02+05:30,2026-02-02 14:31:03+05:30,1.0,12.35,-0.05,112.35,100.05,65,130,1599.0,Revert,242752.25
20260203,"(-1,+1)",1,2026-02-03 09:26:44+05:30,2026-02-03 09:26:48+05:30,4.0,9.97,2.25,109.98,97.75,65,130,1589.25,Revert,244341.5
20260203,"(-1,+0)",1,2026-02-03 09:28:00+05:30,2026-02-03 09:28:01+05:30,1.0,10.95,-0.65,60.95,50.7,65,130,1332.5,Revert,245674.0
20260203,"(+0,+1)",1,2026-02-03 09:40:15+05:30,2026-02-03 09:40:19+05:30,4.0,10.2,1.1,60.2,48.9,65,130,1469.0,Revert,247143.0
20260203,"(-1,+1)",-1,2026-02-03 09:43:18+05:30,2026-02-03 09:43:19+05:30,1.0,8.58,-0.05,91.42,99.95,65,130,1108.25,Revert,248251.25
20260203,"(+0,+1)",-1,2026-02-03 09:56:02+05:30,2026-02-03 09:56:03+05:30,1.0,18.45,-0.9,31.55,49.1,65,130,2281.5,Revert,250532.75
20260203,"(+0,+1)",1,2026-02-03 10:29:55+05:30,2026-02-03 10:29:58+05:30,3.0,10.93,-0.4,60.93,50.42,65,130,1365.0,Revert,251897.75
20260203,"(-1,+0)",-1,2026-02-03 12:55:02+05:30,2026-02-03 12:55:04+05:30,2.0,12.75,0.45,37.25,50.45,65,130,1716.0,Revert,253613.75
20260203,"(+0,+1)",-1,2026-02-03 13:26:00+05:30,2026-02-03 13:26:03+05:30,3.0,11.05,0.85,38.95,50.85,65,130,1547.0,Revert,255160.75
20260203,"(-1,+1)",1,2026-02-03 14:30:06+05:30,2026-02-03 14:30:07+05:30,1.0,10.6,0.55,110.6,99.45,65,130,1449.5,Revert,256610.25
20260206,"(+0,+1)",-1,2026-02-06 09:39:28+05:30,2026-02-06 09:39:29+05:30,1.0,8.55,2.15,41.45,52.15,65,130,1391.0,Revert,258001.25
20260206,"(-1,+1)",-1,2026-02-06 13:52:43+05:30,2026-02-06 13:52:44+05:30,1.0,11.2,2.1,88.8,102.1,65,130,1729.0,Revert,259730.25
20260216,"(+0,+1)",1,2026-02-16 14:28:48+05:30,2026-02-16 14:28:49+05:30,1.0,9.2,-0.35,59.2,50.35,65,130,1150.5,Revert,260880.75
20260217,"(-1,+1)",1,2026-02-17 09:42:40+05:30,2026-02-17 09:42:41+05:30,1.0,8.2,0.15,108.2,99.85,65,130,1085.5,Revert,261966.25
20260302,"(-1,+1)",-1,2026-03-02 09:18:01+05:30,2026-03-02 09:18:02+05:30,1.0,8.8,-0.6,91.2,99.4,65,130,1066.0,Revert,263032.25
20260302,"(-1,+1)",-1,2026-03-02 09:18:59+05:30,2026-03-02 09:19:01+05:30,2.0,10.2,-0.7,89.8,99.25,65,130,1228.5,Revert,264260.75
20260302,"(+0,+1)",1,2026-03-02 09:19:42+05:30,2026-03-02 09:19:45+05:30,3.0,10.15,-0.65,60.15,50.65,65,130,1235.0,Revert,265495.75
20260302,"(+0,+1)",-1,2026-03-02 09:21:00+05:30,2026-03-02 09:21:01+05:30,1.0,10.03,0.65,39.97,50.65,65,130,1387.75,Revert,266883.5
20260302,"(-1,+1)",1,2026-03-02 09:23:50+05:30,2026-03-02 09:23:51+05:30,1.0,8.0,3.75,108.0,96.25,65,130,1527.5,Revert,268411.0
20260302,"(-1,+1)",1,2026-03-02 09:50:13+05:30,2026-03-02 09:50:14+05:30,1.0,9.33,-0.85,109.33,100.9,65,130,1095.25,Revert,269506.25
20260302,"(-1,+0)",1,2026-03-02 10:37:46+05:30,2026-03-02 10:37:47+05:30,1.0,8.35,3.0,58.35,47.0,65,130,1475.5,Revert,270981.75
20260302,"(+0,+1)",1,2026-03-02 10:37:47+05:30,2026-03-02 10:37:48+05:30,1.0,10.15,1.55,60.15,48.45,65,130,1521.0,Revert,272502.75
20260302,"(-1,+1)",-1,2026-03-02 12:15:03+05:30,2026-03-02 12:15:04+05:30,1.0,15.85,1.95,84.15,101.95,65,130,2314.0,Revert,274816.75
20260302,"(+0,+1)",-1,2026-03-02 14:03:49+05:30,2026-03-02 14:03:50+05:30,1.0,8.03,-0.3,41.97,49.67,65,130,1001.0,Revert,275817.75
20260302,"(+0,+1)",-1,2026-03-02 14:04:01+05:30,2026-03-02 14:04:02+05:30,1.0,9.68,0.1,40.32,50.05,65,130,1264.25,Revert,277082.0
20260302,"(-1,+0)",1,2026-03-02 14:04:06+05:30,2026-03-02 14:04:07+05:30,1.0,10.7,-0.25,60.7,50.25,65,130,1358.5,Revert,278440.5
20260302,"(-1,+1)",-1,2026-03-02 14:04:32+05:30,2026-03-02 14:04:33+05:30,1.0,8.85,0.2,91.15,100.18,65,130,1173.25,Revert,279613.75
20260302,"(-1,+1)",-1,2026-03-02 14:07:14+05:30,2026-03-02 14:07:19+05:30,5.0,8.33,-0.5,91.68,99.5,65,130,1017.25,Revert,280631.0
20260302,"(+0,+1)",-1,2026-03-02 14:08:08+05:30,2026-03-02 14:08:11+05:30,3.0,11.45,8.2,38.55,58.18,65,130,2551.25,Revert,283182.25
20260302,"(+0,+1)",1,2026-03-02 14:08:11+05:30,2026-03-02 14:08:12+05:30,1.0,8.18,4.15,58.18,45.85,65,130,1602.25,Revert,284784.5
20260302,"(-1,+0)",1,2026-03-02 14:08:25+05:30,2026-03-02 14:08:26+05:30,1.0,9.05,3.3,59.05,46.7,65,130,1605.5,Revert,286390.0
20260302,"(-1,+0)",-1,2026-03-02 14:11:32+05:30,2026-03-02 14:11:34+05:30,2.0,12.35,0.9,37.65,50.85,65,130,1716.0,Revert,288106.0
20260302,"(+0,+1)",-1,2026-03-02 14:35:48+05:30,2026-03-02 14:35:49+05:30,1.0,8.48,0.35,41.52,50.35,65,130,1147.25,Revert,289253.25
20260302,"(-1,+0)",1,2026-03-02 14:48:12+05:30,2026-03-02 14:48:13+05:30,1.0,11.35,-0.35,61.35,50.35,65,130,1430.0,Revert,290683.25
20260302,"(-1,+0)",1,2026-03-02 14:52:12+05:30,2026-03-02 14:52:13+05:30,1.0,8.0,-0.4,58.0,50.4,65,130,988.0,Revert,291671.25
20260302,"(-1,+1)",1,2026-03-02 14:53:01+05:30,2026-03-02 14:53:02+05:30,1.0,9.48,1.65,109.48,98.35,65,130,1446.25,Revert,293117.5
20260302,"(+0,+1)",-1,2026-03-02 14:55:59+05:30,2026-03-02 14:56:00+05:30,1.0,9.1,-0.65,40.9,49.32,65,130,1095.25,Revert,294212.75
20260302,"(+0,+1)",1,2026-03-02 14:56:49+05:30,2026-03-02 14:56:50+05:30,1.0,13.18,3.3,63.18,46.7,65,130,2141.75,Revert,296354.5
20260302,"(+0,+1)",1,2026-03-02 14:57:39+05:30,2026-03-02 14:57:41+05:30,2.0,9.1,-0.5,59.1,50.5,65,130,1118.0,Revert,297472.5
20260302,"(-1,+0)",-1,2026-03-02 15:00:11+05:30,2026-03-02 15:00:12+05:30,1.0,15.35,1.15,34.65,51.15,65,130,2145.0,Revert,299617.5
20260304,"(+0,+1)",1,2026-03-04 14:15:21+05:30,2026-03-04 14:15:23+05:30,2.0,13.15,-0.1,63.15,50.1,65,130,1696.5,Revert,301314.0
20260305,"(-1,+1)",-1,2026-03-05 09:21:06+05:30,2026-03-05 09:21:07+05:30,1.0,13.45,0.35,86.55,100.3,65,130,1787.5,Revert,303101.5
20260305,"(-1,+0)",1,2026-03-05 09:21:08+05:30,2026-03-05 09:21:09+05:30,1.0,8.72,0.4,58.72,49.78,65,130,1163.5,Revert,304265.0
20260305,"(+0,+1)",1,2026-03-05 14:24:51+05:30,2026-03-05 14:24:52+05:30,1.0,10.8,0.9,60.8,49.23,65,130,1504.75,Revert,305769.75
20260305,"(-1,+0)",1,2026-03-05 14:41:39+05:30,2026-03-05 14:41:40+05:30,1.0,8.72,5.9,58.72,44.2,65,130,1888.25,Revert,307658.0
20260306,"(-1,+0)",-1,2026-03-06 14:47:54+05:30,2026-03-06 14:47:55+05:30,1.0,8.35,-0.6,41.65,49.3,65,130,994.5,Revert,308652.5
20260306,"(-1,+0)",-1,2026-03-06 14:48:51+05:30,2026-03-06 14:48:52+05:30,1.0,8.95,0.35,41.05,50.05,65,130,1170.0,Revert,309822.5
20260306,"(+0,+1)",-1,2026-03-06 14:50:58+05:30,2026-03-06 14:50:59+05:30,1.0,9.7,-0.05,40.3,49.9,65,130,1248.0,Revert,311070.5
20260306,"(-1,+1)",-1,2026-03-06 15:00:47+05:30,2026-03-06 15:00:48+05:30,1.0,8.18,-0.45,91.82,99.53,65,130,1001.0,Revert,312071.5
20260306,"(-1,+1)",-1,2026-03-06 15:02:12+05:30,2026-03-06 15:02:17+05:30,5.0,8.8,2.55,91.2,102.45,65,130,1462.5,Revert,313534.0
20260309,"(-1,+0)",1,2026-03-09 09:19:54+05:30,2026-03-09 09:19:55+05:30,1.0,33.3,6.55,83.3,43.5,65,130,5174.0,Revert,318708.0
20260309,"(-1,+1)",1,2026-03-09 09:19:57+05:30,2026-03-09 09:19:58+05:30,1.0,9.85,1.55,109.85,98.5,65,130,1475.5,Revert,320183.5
20260309,"(-1,+1)",1,2026-03-09 09:20:10+05:30,2026-03-09 09:20:14+05:30,4.0,9.1,0.95,109.1,99.12,65,130,1296.75,Revert,321480.25
20260309,"(-1,+1)",1,2026-03-09 09:22:13+05:30,2026-03-09 09:22:16+05:30,3.0,9.1,3.6,109.1,96.4,65,130,1651.0,Revert,323131.25
20260309,"(+0,+1)",-1,2026-03-09 09:22:40+05:30,2026-03-09 09:22:42+05:30,2.0,17.25,1.65,32.75,51.6,65,130,2450.5,Revert,325581.75
20260309,"(-1,+0)",-1,2026-03-09 09:31:09+05:30,2026-03-09 09:31:13+05:30,4.0,9.67,1.0,40.33,51.0,65,130,1387.75,Revert,326969.5
20260309,"(-1,+1)",-1,2026-03-09 10:33:18+05:30,2026-03-09 10:33:20+05:30,2.0,10.4,-0.8,89.6,99.18,65,130,1244.75,Revert,328214.25
20260309,"(-1,+0)",-1,2026-03-09 10:36:43+05:30,2026-03-09 10:36:46+05:30,3.0,10.4,-0.85,39.6,49.1,65,130,1235.0,Revert,329449.25
20260309,"(-1,+1)",-1,2026-03-09 10:50:54+05:30,2026-03-09 10:50:56+05:30,2.0,26.5,-0.8,73.5,99.12,65,130,3331.25,Revert,332780.5
20260309,"(+0,+1)",1,2026-03-09 10:51:02+05:30,2026-03-09 10:51:04+05:30,2.0,9.38,0.05,59.38,49.98,65,130,1222.0,Revert,334002.5
20260309,"(-1,+1)",1,2026-03-09 10:51:13+05:30,2026-03-09 10:51:14+05:30,1.0,11.95,1.75,111.95,98.25,65,130,1781.0,Revert,335783.5
20260309,"(-1,+0)",-1,2026-03-09 10:51:54+05:30,2026-03-09 10:51:55+05:30,1.0,10.95,-0.85,39.05,49.1,65,130,1306.5,Revert,337090.0
20260309,"(-1,+0)",1,2026-03-09 10:51:58+05:30,2026-03-09 10:52:01+05:30,3.0,11.95,3.25,61.95,46.8,65,130,1969.5,Revert,339059.5
20260309,"(-1,+0)",1,2026-03-09 10:56:43+05:30,2026-03-09 10:56:50+05:30,7.0,8.7,0.55,58.7,49.58,65,130,1186.25,Revert,340245.75
20260309,"(-1,+0)",-1,2026-03-09 11:00:39+05:30,2026-03-09 11:00:40+05:30,1.0,8.78,2.0,41.22,51.97,65,130,1397.5,Revert,341643.25
20260309,"(+0,+1)",1,2026-03-09 11:00:41+05:30,2026-03-09 11:00:43+05:30,2.0,8.53,1.2,58.53,48.82,65,130,1261.0,Revert,342904.25
20260309,"(+0,+1)",1,2026-03-09 11:05:34+05:30,2026-03-09 11:05:37+05:30,3.0,9.45,0.9,59.45,49.1,65,130,1345.5,Revert,344249.75
20260309,"(+0,+1)",-1,2026-03-09 11:10:20+05:30,2026-03-09 11:10:22+05:30,2.0,10.03,-0.6,39.97,49.37,65,130,1222.0,Revert,345471.75
20260309,"(+0,+1)",1,2026-03-09 11:13:36+05:30,2026-03-09 11:13:38+05:30,2.0,12.35,-0.8,62.35,50.8,65,130,1501.5,Revert,346973.25
20260309,"(+0,+1)",-1,2026-03-09 11:39:33+05:30,2026-03-09 11:39:35+05:30,2.0,8.62,-0.45,41.38,49.55,65,130,1062.75,Revert,348036.0
20260309,"(-1,+0)",1,2026-03-09 11:40:21+05:30,2026-03-09 11:40:22+05:30,1.0,8.1,2.7,58.1,47.3,65,130,1404.0,Revert,349440.0
20260309,"(-1,+0)",-1,2026-03-09 14:43:00+05:30,2026-03-09 14:43:03+05:30,3.0,9.25,-0.05,40.75,49.88,65,130,1186.25,Revert,350626.25
20260309,"(-1,+1)",-1,2026-03-09 14:46:00+05:30,2026-03-09 14:46:02+05:30,2.0,9.5,3.45,90.5,103.45,65,130,1683.5,Revert,352309.75
20260309,"(-1,+1)",1,2026-03-09 14:46:03+05:30,2026-03-09 14:46:05+05:30,2.0,11.65,3.35,111.65,96.67,65,130,1946.75,Revert,354256.5
20260309,"(+0,+1)",-1,2026-03-09 14:49:03+05:30,2026-03-09 14:49:04+05:30,1.0,11.9,1.9,38.1,51.9,65,130,1794.0,Revert,356050.5
20260309,"(+0,+1)",-1,2026-03-09 14:52:58+05:30,2026-03-09 14:52:59+05:30,1.0,8.0,-0.85,42.0,49.08,65,130,919.75,Revert,356970.25
20260309,"(+0,+1)",1,2026-03-09 14:54:03+05:30,2026-03-09 14:54:06+05:30,3.0,9.35,-0.45,59.35,50.47,65,130,1153.75,Revert,358124.0
20260309,"(-1,+1)",-1,2026-03-09 15:01:03+05:30,2026-03-09 15:01:04+05:30,1.0,8.18,-0.4,91.82,99.6,65,130,1010.75,Revert,359134.75
20260309,"(-1,+1)",1,2026-03-09 15:02:00+05:30,2026-03-09 15:02:01+05:30,1.0,8.85,-0.2,108.85,100.23,65,130,1121.25,Revert,360256.0
20260309,"(+0,+1)",1,2026-03-09 15:02:02+05:30,2026-03-09 15:02:05+05:30,3.0,11.73,5.65,61.73,44.35,65,130,2258.75,Revert,362514.75
20260309,"(-1,+1)",-1,2026-03-09 15:02:49+05:30,2026-03-09 15:02:55+05:30,6.0,11.4,0.0,88.6,100.0,65,130,1482.0,Revert,363996.75
20260309,"(-1,+1)",1,2026-03-09 15:03:12+05:30,2026-03-09 15:03:13+05:30,1.0,8.68,4.85,108.68,95.15,65,130,1758.25,Revert,365755.0
20260309,"(-1,+1)",-1,2026-03-09 15:03:32+05:30,2026-03-09 15:03:34+05:30,2.0,10.0,-0.7,90.0,99.3,65,130,1209.0,Revert,366964.0
20260309,"(-1,+1)",1,2026-03-09 15:05:00+05:30,2026-03-09 15:05:04+05:30,4.0,9.0,-0.4,109.0,100.43,65,130,1114.75,Revert,368078.75
20260309,"(+0,+1)",1,2026-03-09 15:05:57+05:30,2026-03-09 15:05:59+05:30,2.0,9.6,-0.75,59.6,50.8,65,130,1144.0,Revert,369222.75
20260309,"(+0,+1)",1,2026-03-09 15:06:10+05:30,2026-03-09 15:06:11+05:30,1.0,8.25,1.05,58.25,48.98,65,130,1205.75,Revert,370428.5
20260309,"(-1,+1)",-1,2026-03-09 15:06:12+05:30,2026-03-09 15:06:13+05:30,1.0,9.63,7.6,90.37,107.57,65,130,2236.0,Revert,372664.5
20260309,"(-1,+1)",-1,2026-03-09 15:10:20+05:30,2026-03-09 15:10:23+05:30,3.0,9.25,-0.65,90.75,99.35,65,130,1118.0,Revert,373782.5
20260309,"(+0,+1)",-1,2026-03-09 15:16:01+05:30,2026-03-09 15:16:02+05:30,1.0,9.25,-1.0,40.75,49.0,65,130,1072.5,Revert,374855.0
20260310,"(-1,+0)",-1,2026-03-10 09:18:59+05:30,2026-03-10 09:19:00+05:30,1.0,11.57,3.85,38.43,53.85,65,130,2005.25,Revert,376860.25
20260310,"(-1,+0)",1,2026-03-10 10:14:43+05:30,2026-03-10 10:14:44+05:30,1.0,11.0,0.8,61.0,49.25,65,130,1527.5,Revert,378387.75
20260310,"(-1,+0)",1,2026-03-10 10:31:57+05:30,2026-03-10 10:31:58+05:30,1.0,9.1,1.05,59.1,48.95,65,130,1319.5,Revert,379707.25
20260310,"(+0,+1)",-1,2026-03-10 12:15:04+05:30,2026-03-10 12:15:05+05:30,1.0,10.48,3.9,39.52,53.9,65,130,1868.75,Revert,381576.0
20260310,"(+0,+1)",1,2026-03-10 13:30:59+05:30,2026-03-10 13:31:00+05:30,1.0,19.58,1.7,69.58,48.32,65,130,2762.5,Revert,384338.5
20260310,"(-1,+1)",1,2026-03-10 13:36:59+05:30,2026-03-10 13:37:00+05:30,1.0,10.78,0.65,110.78,99.38,65,130,1482.0,Revert,385820.5
20260310,"(+0,+1)",1,2026-03-10 13:38:55+05:30,2026-03-10 13:38:56+05:30,1.0,9.5,4.2,59.5,45.8,65,130,1781.0,Revert,387601.5
20260310,"(-1,+1)",-1,2026-03-10 13:38:56+05:30,2026-03-10 13:38:57+05:30,1.0,13.15,4.45,86.85,104.45,65,130,2288.0,Revert,389889.5
20260310,"(-1,+0)",-1,2026-03-10 14:08:57+05:30,2026-03-10 14:08:59+05:30,2.0,13.5,0.7,36.5,50.7,65,130,1846.0,Revert,391735.5
20260310,"(-1,+1)",-1,2026-03-10 14:09:44+05:30,2026-03-10 14:09:46+05:30,2.0,8.65,2.6,91.35,102.6,65,130,1462.5,Revert,393198.0
20260310,"(-1,+1)",-1,2026-03-10 14:49:56+05:30,2026-03-10 14:49:58+05:30,2.0,9.5,0.45,90.5,100.42,65,130,1290.25,Revert,394488.25
20260310,"(+0,+1)",-1,2026-03-10 14:52:55+05:30,2026-03-10 14:52:58+05:30,3.0,9.25,3.85,40.75,53.82,65,130,1699.75,Revert,396188.0
20260311,"(+0,+1)",1,2026-03-11 09:53:33+05:30,2026-03-11 09:53:35+05:30,2.0,9.5,-0.3,59.5,50.33,65,130,1192.75,Revert,397380.75
20260311,"(+0,+1)",-1,2026-03-11 12:34:45+05:30,2026-03-11 12:34:47+05:30,2.0,9.35,-0.75,40.65,49.25,65,130,1118.0,Revert,398498.75
20260311,"(-1,+1)",1,2026-03-11 13:11:39+05:30,2026-03-11 13:11:42+05:30,3.0,10.72,-0.5,110.72,100.7,65,130,1303.25,Revert,399802.0
20260311,"(-1,+0)",-1,2026-03-11 14:27:49+05:30,2026-03-11 14:27:50+05:30,1.0,9.15,-0.15,40.85,49.85,65,130,1170.0,Revert,400972.0
20260312,"(-1,+0)",1,2026-03-12 10:26:21+05:30,2026-03-12 10:26:22+05:30,1.0,9.15,-0.55,59.15,50.55,65,130,1118.0,Revert,402090.0
20260312,"(-1,+0)",1,2026-03-12 10:28:16+05:30,2026-03-12 10:28:17+05:30,1.0,10.0,0.9,60.0,49.1,65,130,1417.0,Revert,403507.0
20260312,"(-1,+1)",-1,2026-03-12 10:33:06+05:30,2026-03-12 10:33:07+05:30,1.0,10.95,0.65,89.05,100.65,65,130,1508.0,Revert,405015.0
20260312,"(+0,+1)",-1,2026-03-12 11:19:38+05:30,2026-03-12 11:19:39+05:30,1.0,8.6,-1.0,41.4,48.98,65,130,984.75,Revert,405999.75
20260312,"(-1,+1)",-1,2026-03-12 13:33:59+05:30,2026-03-12 13:34:01+05:30,2.0,9.2,2.5,90.8,102.48,65,130,1517.75,Revert,407517.5
20260312,"(-1,+1)",1,2026-03-12 13:41:02+05:30,2026-03-12 13:41:05+05:30,3.0,9.85,1.4,109.85,98.62,65,130,1459.25,Revert,408976.75
20260312,"(-1,+0)",1,2026-03-12 14:40:06+05:30,2026-03-12 14:40:07+05:30,1.0,10.25,1.15,60.25,48.88,65,130,1478.75,Revert,410455.5
20260312,"(+0,+1)",1,2026-03-12 14:40:09+05:30,2026-03-12 14:40:10+05:30,1.0,8.88,4.55,58.88,45.48,65,130,1742.0,Revert,412197.5
20260313,"(+0,+1)",-1,2026-03-13 11:43:50+05:30,2026-03-13 11:43:51+05:30,1.0,13.7,-0.9,36.3,49.1,65,130,1664.0,Revert,413861.5
20260313,"(-1,+0)",1,2026-03-13 13:24:28+05:30,2026-03-13 13:24:29+05:30,1.0,15.0,-0.55,65.0,50.55,65,130,1878.5,Revert,415740.0
20260313,"(-1,+0)",-1,2026-03-13 14:30:35+05:30,2026-03-13 14:30:39+05:30,4.0,8.18,-1.0,41.82,48.95,65,130,926.25,Revert,416666.25
20260316,"(-1,+0)",-1,2026-03-16 09:37:18+05:30,2026-03-16 09:37:19+05:30,1.0,15.15,-0.25,34.85,49.73,65,130,1933.75,Revert,418600.0
20260316,"(-1,+0)",-1,2026-03-16 10:20:08+05:30,2026-03-16 10:20:09+05:30,1.0,8.4,-0.1,41.6,49.9,65,130,1079.0,Revert,419679.0
20260316,"(-1,+0)",-1,2026-03-16 10:25:24+05:30,2026-03-16 10:25:26+05:30,2.0,8.55,-0.85,41.45,49.15,65,130,1001.0,Revert,420680.0
20260316,"(+0,+1)",-1,2026-03-16 10:55:40+05:30,2026-03-16 10:55:41+05:30,1.0,10.05,-0.8,39.95,49.2,65,130,1202.5,Revert,421882.5
20260316,"(-1,+0)",1,2026-03-16 11:15:50+05:30,2026-03-16 11:15:52+05:30,2.0,9.85,-1.0,59.85,51.03,65,130,1147.25,Revert,423029.75
20260316,"(+0,+1)",1,2026-03-16 11:24:28+05:30,2026-03-16 11:24:30+05:30,2.0,9.85,-0.5,59.85,50.52,65,130,1212.25,Revert,424242.0
20260316,"(-1,+1)",-1,2026-03-16 13:04:54+05:30,2026-03-16 13:04:56+05:30,2.0,13.17,0.85,86.83,100.8,65,130,1816.75,Revert,426058.75
20260316,"(+0,+1)",1,2026-03-16 13:05:04+05:30,2026-03-16 13:05:06+05:30,2.0,8.05,2.15,58.05,47.88,65,130,1322.75,Revert,427381.5
20260316,"(+0,+1)",-1,2026-03-16 14:53:02+05:30,2026-03-16 14:53:06+05:30,4.0,11.3,3.45,38.7,53.45,65,130,1917.5,Revert,429299.0
20260316,"(+0,+1)",1,2026-03-16 14:53:07+05:30,2026-03-16 14:53:08+05:30,1.0,8.55,0.3,58.55,49.7,65,130,1150.5,Revert,430449.5
20260316,"(+0,+1)",1,2026-03-16 14:53:37+05:30,2026-03-16 14:53:41+05:30,4.0,8.45,-0.65,58.45,50.85,65,130,988.0,Revert,431437.5
20260317,"(-1,+0)",-1,2026-03-17 09:29:03+05:30,2026-03-17 09:29:04+05:30,1.0,13.25,0.0,36.75,49.95,65,130,1716.0,Revert,433153.5
20260317,"(-1,+1)",1,2026-03-17 09:52:00+05:30,2026-03-17 09:52:04+05:30,4.0,11.62,-0.5,111.62,100.52,65,130,1443.0,Revert,434596.5
20260317,"(+0,+1)",1,2026-03-17 10:57:44+05:30,2026-03-17 10:57:45+05:30,1.0,9.45,0.45,59.45,49.55,65,130,1287.0,Revert,435883.5
20260317,"(-1,+0)",-1,2026-03-17 11:19:03+05:30,2026-03-17 11:19:04+05:30,1.0,8.35,0.25,41.65,50.25,65,130,1118.0,Revert,437001.5
20260317,"(-1,+0)",1,2026-03-17 11:26:06+05:30,2026-03-17 11:26:08+05:30,2.0,8.58,0.05,58.58,49.98,65,130,1118.0,Revert,438119.5
20260317,"(+0,+1)",-1,2026-03-17 13:02:58+05:30,2026-03-17 13:03:01+05:30,3.0,9.25,3.0,40.75,53.0,65,130,1592.5,Revert,439712.0
20260317,"(-1,+0)",1,2026-03-17 13:40:01+05:30,2026-03-17 13:40:02+05:30,1.0,9.2,0.25,59.2,49.75,65,130,1228.5,Revert,440940.5
20260317,"(-1,+0)",-1,2026-03-17 14:41:35+05:30,2026-03-17 14:41:37+05:30,2.0,8.8,0.5,41.2,50.47,65,130,1205.75,Revert,442146.25
20260317,"(-1,+1)",-1,2026-03-17 14:46:15+05:30,2026-03-17 14:46:17+05:30,2.0,9.75,1.1,90.25,101.1,65,130,1410.5,Revert,443556.75
20260320,"(+0,+1)",1,2026-03-20 11:50:56+05:30,2026-03-20 11:50:57+05:30,1.0,9.85,0.0,59.85,50.0,65,130,1280.5,Revert,444837.25
20260320,"(+0,+1)",-1,2026-03-20 12:18:35+05:30,2026-03-20 12:18:37+05:30,2.0,9.4,-0.5,40.6,49.5,65,130,1157.0,Revert,445994.25
20260320,"(+0,+1)",-1,2026-03-20 14:37:02+05:30,2026-03-20 14:37:03+05:30,1.0,12.6,-0.85,37.4,49.15,65,130,1527.5,Revert,447521.75
