date,pair,direction,entry_ts,exit_ts,hold_secs,entry_msp,exit_close_msp,entry_exec,exit_exec,lot_size,units,gross_pnl,exit_why,cum_pnl
20260121,"(-1,+0)",1,2026-01-21 12:45:08+05:30,2026-01-21 12:45:09+05:30,1.0,9.33,0.05,59.32,49.98,65,130,1215.5,Revert,27508.0
20260121,"(-1,+1)",-1,2026-01-21 13:18:47+05:30,2026-01-21 13:18:51+05:30,4.0,9.05,-0.15,90.95,99.85,65,130,1157.0,Revert,28665.0
20260121,"(-1,+0)",-1,2026-01-21 13:39:01+05:30,2026-01-21 13:39:04+05:30,3.0,13.45,-0.05,36.55,49.95,65,130,1742.0,Revert,30407.0
20260121,"(-1,+1)",1,2026-01-21 13:53:01+05:30,2026-01-21 13:53:03+05:30,2.0,10.25,0.3,110.25,99.7,65,130,1371.5,Revert,31778.5
20260121,"(-1,+1)",1,2026-01-21 14:14:19+05:30,2026-01-21 14:14:20+05:30,1.0,8.4,-0.75,108.4,100.78,65,130,991.25,Revert,32769.75
20260121,"(+0,+1)",1,2026-01-21 14:17:42+05:30,2026-01-21 14:17:43+05:30,1.0,14.65,2.25,64.65,47.78,65,130,2193.75,Revert,34963.5
20260121,"(-1,+0)",-1,2026-01-21 14:34:06+05:30,2026-01-21 14:34:08+05:30,2.0,8.6,1.05,41.4,51.0,65,130,1248.0,Revert,36211.5
20260121,"(-1,+0)",1,2026-01-21 14:44:01+05:30,2026-01-21 14:44:02+05:30,1.0,8.35,-0.75,58.35,50.78,65,130,984.75,Revert,37196.25
20260122,"(-1,+1)",1,2026-01-22 09:38:58+05:30,2026-01-22 09:38:59+05:30,1.0,10.95,-0.65,110.95,100.65,65,130,1339.0,Revert,38535.25
20260122,"(-1,+0)",1,2026-01-22 10:19:30+05:30,2026-01-22 10:19:31+05:30,1.0,10.45,-0.95,60.45,50.95,65,130,1235.0,Revert,39770.25
20260122,"(-1,+1)",-1,2026-01-22 10:28:02+05:30,2026-01-22 10:28:05+05:30,3.0,8.35,-0.9,91.65,99.1,65,130,968.5,Revert,40738.75
20260122,"(+0,+1)",1,2026-01-22 10:32:54+05:30,2026-01-22 10:32:56+05:30,2.0,8.6,0.95,58.6,49.05,65,130,1241.5,Revert,41980.25
20260122,"(+0,+1)",1,2026-01-22 11:42:15+05:30,2026-01-22 11:42:19+05:30,4.0,9.3,-0.45,59.3,50.45,65,130,1150.5,Revert,43130.75
20260122,"(+0,+1)",1,2026-01-22 11:47:40+05:30,2026-01-22 11:47:44+05:30,4.0,12.57,-0.6,62.57,50.62,65,130,1553.5,Revert,44684.25
20260122,"(-1,+0)",-1,2026-01-22 12:46:46+05:30,2026-01-22 12:46:48+05:30,2.0,8.75,-0.55,41.25,49.4,65,130,1059.5,Revert,45743.75
20260122,"(-1,+1)",1,2026-01-22 14:16:00+05:30,2026-01-22 14:16:01+05:30,1.0,12.55,0.75,112.55,99.25,65,130,1729.0,Revert,47472.75
20260122,"(-1,+1)",-1,2026-01-22 14:18:59+05:30,2026-01-22 14:19:01+05:30,2.0,10.0,-0.65,90.0,99.32,65,130,1212.25,Revert,48685.0
20260122,"(-1,+0)",1,2026-01-22 14:59:00+05:30,2026-01-22 14:59:01+05:30,1.0,11.75,2.8,61.75,47.2,65,130,1891.5,Revert,50576.5
20260122,"(+0,+1)",-1,2026-01-22 15:06:53+05:30,2026-01-22 15:06:55+05:30,2.0,9.95,-0.5,40.05,49.43,65,130,1218.75,Revert,51795.25
20260123,"(+0,+1)",1,2026-01-23 09:18:49+05:30,2026-01-23 09:18:50+05:30,1.0,11.95,3.35,61.95,46.7,65,130,1982.5,Revert,53777.75
20260123,"(+0,+1)",-1,2026-01-23 09:27:59+05:30,2026-01-23 09:28:00+05:30,1.0,8.65,-0.7,41.35,49.3,65,130,1033.5,Revert,54811.25
20260123,"(+0,+1)",-1,2026-01-23 09:35:50+05:30,2026-01-23 09:35:54+05:30,4.0,10.35,0.35,39.65,50.35,65,130,1391.0,Revert,56202.25
20260123,"(-1,+1)",1,2026-01-23 09:46:52+05:30,2026-01-23 09:46:53+05:30,1.0,9.15,-0.85,109.15,100.88,65,130,1075.75,Revert,57278.0
