date,opt_type,strike,entry_time,exit_time,opt_entry,opt_exit,lot_size,gross_pnl,charges,pnl,exit_reason,month
20260122,CE,25350,2026-01-22 14:32:00.097000+05:30,2026-01-22 14:42:20.057000+05:30,102.7,107.7,65,325.0,63.66,261.34,Flip,2026-01
20260123,CE,25300,2026-01-23 12:44:00.342000+05:30,2026-01-23 12:47:51.334000+05:30,88.8,80.7,65,-526.5,59.88,-586.38,Flip,2026-01
20260123,PE,25300,2026-01-23 13:17:00.018000+05:30,2026-01-23 14:09:30.185000+05:30,158.0,233.65,65,4917.25,81.01,4836.24,Flip,2026-01
20260127,CE,25100,2026-01-27 11:42:00.595000+05:30,2026-01-27 11:48:20.817000+05:30,82.0,95.0,65,845.0,61.47,783.53,Flip,2026-01
20260127,PE,25100,2026-01-27 10:42:00.031000+05:30,2026-01-27 11:04:42.844000+05:30,96.2,119.0,65,1482.0,64.88,1417.12,Flip,2026-01
20260127,PE,25100,2026-01-27 13:39:00.241000+05:30,2026-01-27 13:41:33.426000+05:30,74.5,65.8,65,-565.5,57.6,-623.1,Flip,2026-01
20260128,CE,25300,2026-01-28 11:05:00.736000+05:30,2026-01-28 11:37:05.995000+05:30,257.95,261.5,65,230.75,87.42,143.33,Flip,2026-01
20260128,CE,25300,2026-01-28 14:46:01.346000+05:30,2026-01-28 15:08:23.452000+05:30,208.0,236.85,65,1875.25,82.87,1792.38,Flip,2026-01
20260128,PE,25300,2026-01-28 12:25:00.567000+05:30,2026-01-28 12:44:24.427000+05:30,206.7,207.1,65,26.0,79.12,-53.12,Flip,2026-01
20260130,CE,25250,2026-01-30 12:24:00.647000+05:30,2026-01-30 12:27:06.662000+05:30,235.75,228.9,65,-445.25,82.7,-527.95,Flip,2026-01
20260130,CE,25250,2026-01-30 13:43:00.390000+05:30,2026-01-30 13:48:14.907000+05:30,231.95,229.3,65,-172.25,82.63,-254.88,Flip,2026-01
20260130,PE,25250,2026-01-30 14:44:00.551000+05:30,2026-01-30 14:47:15.660000+05:30,176.6,167.0,65,-624.0,73.23,-697.23,Flip,2026-01
20260201,PE,25300,2026-02-01 11:46:00.440000+05:30,2026-02-01 11:54:22.223000+05:30,188.15,167.65,65,-1332.5,73.65,-1406.15,Flip,2026-02
20260201,PE,25300,2026-02-01 14:50:00.430000+05:30,2026-02-01 15:05:54.069000+05:30,401.9,398.9,65,-195.0,108.79,-303.79,Flip,2026-02
20260202,CE,24750,2026-02-02 11:33:00.971000+05:30,2026-02-02 12:19:58.859000+05:30,140.95,205.85,65,4218.5,77.04,4141.46,Flip,2026-02
