date,opt_type,strike,entry_time,exit_time,opt_entry,opt_exit,sl_level,lot_size,gross_pnl,charges,pnl,exit_reason,month
20260409,PE,23850,2026-04-09 10:10:00+05:30,2026-04-09 12:46:17.189000+05:30,215.2,193.75,193.67,65,1394.25,79.75,1314.5,SL-Trail,2026-04
20260409,PE,23850,2026-04-09 13:10:00+05:30,2026-04-09 13:17:38.274000+05:30,201.6,219.9,219.85,65,-1189.5,78.82,-1268.32,SL-Trail,2026-04
20260409,PE,23850,2026-04-09 14:05:00+05:30,2026-04-09 14:16:01.803000+05:30,229.2,245.25,245.2,65,-1043.25,83.01,-1126.26,SL-Trail,2026-04
20260409,PE,23850,2026-04-09 14:45:00+05:30,2026-04-09 15:25:00+05:30,250.65,213.85,230.95,65,2392.0,84.77,2307.23,EOD,2026-04
20260410,CE,23900,2026-04-10 10:45:00+05:30,2026-04-10 10:59:50.971000+05:30,213.3,212.5,212.48,65,52.0,80.07,-28.07,SL-Trail,2026-04
20260410,CE,23900,2026-04-10 11:25:00+05:30,2026-04-10 11:50:58.098000+05:30,207.95,198.95,198.3,65,585.0,79.0,506.0,SL-Trail,2026-04
20260410,CE,23900,2026-04-10 13:20:00+05:30,2026-04-10 13:41:36.528000+05:30,205.4,217.45,217.21,65,-783.25,79.22,-862.47,SL-Trail,2026-04
20260410,CE,23900,2026-04-10 14:25:00+05:30,2026-04-10 15:05:47.117000+05:30,175.0,232.35,232.05,65,-3727.75,75.86,-3803.61,SL-Trail,2026-04
20260410,PE,23900,2026-04-10 09:50:00+05:30,2026-04-10 11:49:17.533000+05:30,124.7,124.0,123.57,65,45.5,66.41,-20.91,SL-Trail,2026-04
20260410,PE,23900,2026-04-10 12:00:00+05:30,2026-04-10 14:14:29.781000+05:30,107.9,96.4,96.39,65,747.5,63.5,684.0,SL-Trail,2026-04
20260410,PE,23900,2026-04-10 15:05:00+05:30,2026-04-10 15:25:00+05:30,86.75,82.7,108.14,65,263.25,60.46,202.79,EOD,2026-04
