date,opt_type,strike,entry_time,exit_time,opt_entry,opt_exit,sl_level,lot_size,gross_pnl,charges,pnl,exit_reason,month
20260309,PE,23900,2026-03-09 11:30:00+05:30,2026-03-09 12:10:07.537000+05:30,205.5,228.2,227.82,65,-1475.5,79.55,-1555.05,SL-Trail,2026-03
20260309,PE,23900,2026-03-09 13:00:00+05:30,2026-03-09 13:46:01.857000+05:30,202.65,208.8,208.64,65,-399.75,78.63,-478.38,SL-Trail,2026-03
20260309,PE,23900,2026-03-09 14:30:00+05:30,2026-03-09 15:00:29.024000+05:30,200.15,159.0,158.24,65,2674.75,76.85,2597.9,SL-Trail,2026-03
20260309,PE,23900,2026-03-09 15:05:00+05:30,2026-03-09 15:25:00+05:30,115.6,137.25,190.12,65,-1407.25,65.66,-1472.91,EOD,2026-03
20260310,CE,24200,2026-03-10 09:55:00+05:30,2026-03-10 10:02:28.317000+05:30,56.35,55.15,55.06,65,78.0,55.85,22.15,SL-Trail,2026-03
20260310,CE,24200,2026-03-10 10:30:00+05:30,2026-03-10 11:15:42.398000+05:30,61.85,97.75,97.31,65,-2333.5,57.79,-2391.29,SL-Trail,2026-03
20260310,CE,24200,2026-03-10 11:50:00+05:30,2026-03-10 12:35:41.046000+05:30,68.25,47.7,47.22,65,1335.75,57.12,1278.63,SL-Trail,2026-03
20260310,CE,24200,2026-03-10 13:25:00+05:30,2026-03-10 13:30:59.754000+05:30,57.4,77.9,71.44,65,-1332.5,56.65,-1389.15,SL-Trail,2026-03
20260310,CE,24200,2026-03-10 14:00:00+05:30,2026-03-10 14:05:22.210000+05:30,66.9,77.5,76.85,65,-689.0,57.83,-746.83,SL-Trail,2026-03
20260310,CE,24200,2026-03-10 14:25:00+05:30,2026-03-10 14:48:37.397000+05:30,63.05,67.35,66.03,65,-279.5,57.05,-336.55,SL-Trail,2026-03
20260310,CE,24200,2026-03-10 15:20:00+05:30,2026-03-10 15:25:00+05:30,61.35,61.5,87.06,65,-9.75,56.66,-66.41,EOD,2026-03
20260310,PE,24200,2026-03-10 10:10:00+05:30,2026-03-10 10:57:06.599000+05:30,111.8,80.2,79.99,65,2054.0,63.51,1990.49,SL-Trail,2026-03
20260310,PE,24200,2026-03-10 11:05:00+05:30,2026-03-10 11:19:31.941000+05:30,63.7,58.45,58.04,65,341.25,56.87,284.38,SL-Trail,2026-03
20260311,CE,24250,2026-03-11 09:55:00+05:30,2026-03-11 15:25:00+05:30,222.0,126.0,144.23,65,6240.0,78.62,6161.38,EOD,2026-03
20260311,PE,24250,2026-03-11 10:25:00+05:30,2026-03-11 10:34:13.802000+05:30,318.65,325.85,325.09,65,-468.0,96.54,-564.54,SL-Trail,2026-03
20260311,PE,24250,2026-03-11 11:05:00+05:30,2026-03-11 11:16:39.198000+05:30,332.05,373.85,372.34,65,-2717.0,99.62,-2816.62,SL-Trail,2026-03
20260311,PE,24250,2026-03-11 12:05:00+05:30,2026-03-11 12:39:45.315000+05:30,395.65,435.2,434.68,65,-2570.75,109.37,-2680.12,SL-Trail,2026-03
20260311,PE,24250,2026-03-11 13:30:00+05:30,2026-03-11 14:18:01.617000+05:30,431.0,468.8,468.67,65,-2457.0,114.76,-2571.76,SL-Trail,2026-03
20260311,PE,24250,2026-03-11 14:40:00+05:30,2026-03-11 14:58:52.474000+05:30,451.0,490.65,490.3,65,-2577.25,117.9,-2695.15,SL-Trail,2026-03
20260312,CE,23600,2026-03-12 10:10:00+05:30,2026-03-12 10:26:31.924000+05:30,313.05,329.6,327.41,65,-1075.75,95.95,-1171.7,SL-Trail,2026-03
20260312,CE,23600,2026-03-12 10:50:00+05:30,2026-03-12 10:53:54.357000+05:30,337.95,347.25,347.14,65,-604.5,99.58,-704.08,SL-Trail,2026-03
20260312,CE,23600,2026-03-12 11:15:00+05:30,2026-03-12 11:24:57.562000+05:30,363.85,339.3,338.66,65,1595.75,102.58,1493.17,SL-Trail,2026-03
20260312,CE,23600,2026-03-12 12:20:00+05:30,2026-03-12 12:22:23+05:30,342.15,361.0,360.23,65,-1225.25,100.51,-1325.76,SL-Trail,2026-03
20260312,CE,23600,2026-03-12 12:40:00+05:30,2026-03-12 13:13:58.289000+05:30,330.8,323.5,321.85,65,474.5,97.99,376.51,SL-Trail,2026-03
20260312,CE,23600,2026-03-12 13:20:00+05:30,2026-03-12 13:23:16.786000+05:30,320.5,334.1,333.88,65,-884.0,97.02,-981.02,SL-Trail,2026-03
20260312,CE,23600,2026-03-12 13:55:00+05:30,2026-03-12 15:09:57.025000+05:30,365.95,298.4,298.16,65,4390.75,101.65,4289.1,SL-Trail,2026-03
20260312,CE,23600,2026-03-12 15:15:00+05:30,2026-03-12 15:25:00+05:30,296.2,288.6,292.93,65,494.0,92.65,401.35,EOD,2026-03
20260312,PE,23600,2026-03-12 09:50:00+05:30,2026-03-12 10:08:49.322000+05:30,263.45,261.0,260.8,65,159.25,87.75,71.5,SL-Trail,2026-03
20260312,PE,23600,2026-03-12 10:35:00+05:30,2026-03-12 11:21:05.481000+05:30,227.2,226.4,226.29,65,52.0,82.21,-30.21,SL-Trail,2026-03
20260312,PE,23600,2026-03-12 12:00:00+05:30,2026-03-12 12:39:02.527000+05:30,195.0,200.8,200.74,65,-377.0,77.44,-454.44,SL-Trail,2026-03
20260312,PE,23600,2026-03-12 12:50:00+05:30,2026-03-12 13:01:59.695000+05:30,191.4,199.8,197.09,65,-546.0,76.96,-622.96,SL-Trail,2026-03
20260312,PE,23600,2026-03-12 13:15:00+05:30,2026-03-12 13:53:32.620000+05:30,188.45,168.9,168.7,65,1270.75,75.68,1195.07,SL-Trail,2026-03
20260312,PE,23600,2026-03-12 14:20:00+05:30,2026-03-12 14:40:10.010000+05:30,167.95,194.75,190.27,65,-1742.0,73.88,-1815.88,SL-Trail,2026-03
20260312,PE,23600,2026-03-12 15:10:00+05:30,2026-03-12 15:25:00+05:30,210.6,221.35,232.28,65,-698.75,79.99,-778.74,EOD,2026-03
20260313,CE,23450,2026-03-13 09:50:00+05:30,2026-03-13 11:33:23.411000+05:30,216.8,219.3,219.06,65,-162.5,80.7,-243.2,SL-Trail,2026-03
20260313,CE,23450,2026-03-13 11:55:00+05:30,2026-03-13 13:28:02.804000+05:30,210.0,136.7,136.58,65,4764.5,77.43,4687.07,SL-Trail,2026-03
20260313,CE,23450,2026-03-13 13:35:00+05:30,2026-03-13 14:05:48.369000+05:30,136.0,135.6,135.54,65,26.0,68.16,-42.16,SL-Trail,2026-03
20260313,CE,23450,2026-03-13 14:50:00+05:30,2026-03-13 15:21:17.296000+05:30,141.1,119.2,119.07,65,1423.5,68.31,1355.19,SL-Trail,2026-03
20260313,PE,23450,2026-03-13 10:40:00+05:30,2026-03-13 10:57:21.205000+05:30,288.4,277.5,277.25,65,708.5,91.35,617.15,SL-Trail,2026-03
20260313,PE,23450,2026-03-13 11:00:00+05:30,2026-03-13 11:15:52.044000+05:30,264.3,304.9,303.8,65,-2639.0,89.14,-2728.14,SL-Trail,2026-03
20260313,PE,23450,2026-03-13 11:30:00+05:30,2026-03-13 12:02:01.672000+05:30,265.25,280.7,280.27,65,-1004.25,88.55,-1092.8,SL-Trail,2026-03
20260313,PE,23450,2026-03-13 12:50:00+05:30,2026-03-13 13:09:31.260000+05:30,360.45,389.1,388.89,65,-1862.25,103.62,-1965.87,SL-Trail,2026-03
20260313,PE,23450,2026-03-13 14:10:00+05:30,2026-03-13 14:46:57.130000+05:30,404.9,387.35,387.15,65,1140.75,109.12,1031.63,SL-Trail,2026-03
20260316,CE,23150,2026-03-16 09:55:00+05:30,2026-03-16 10:59:11.168000+05:30,226.95,124.15,123.08,65,6682.0,79.18,6602.82,SL-Trail,2026-03
20260316,CE,23150,2026-03-16 11:30:00+05:30,2026-03-16 11:31:40.748000+05:30,207.15,219.9,217.6,65,-828.75,79.51,-908.26,SL-Trail,2026-03
20260316,CE,23150,2026-03-16 11:45:00+05:30,2026-03-16 13:02:16.867000+05:30,184.75,179.05,178.88,65,370.5,75.52,294.98,SL-Trail,2026-03
20260316,CE,23150,2026-03-16 13:05:00+05:30,2026-03-16 13:08:39.224000+05:30,158.25,161.9,161.85,65,-237.25,71.71,-308.96,SL-Trail,2026-03
20260316,CE,23150,2026-03-16 13:35:00+05:30,2026-03-16 14:11:21.221000+05:30,155.1,172.7,172.64,65,-1144.0,71.63,-1215.63,SL-Trail,2026-03
20260316,CE,23150,2026-03-16 15:05:00+05:30,2026-03-16 15:25:00+05:30,308.75,272.65,343.45,65,2346.5,93.75,2252.75,EOD,2026-03
20260316,PE,23150,2026-03-16 11:05:00+05:30,2026-03-16 11:56:00.407000+05:30,226.7,178.85,178.83,65,3110.25,80.75,3029.5,SL-Trail,2026-03
20260316,PE,23150,2026-03-16 12:10:00+05:30,2026-03-16 12:33:39.730000+05:30,163.45,161.0,160.63,65,159.25,72.33,86.92,SL-Trail,2026-03
20260316,PE,23150,2026-03-16 13:00:00+05:30,2026-03-16 13:04:55.305000+05:30,175.35,179.7,177.16,65,-282.75,74.36,-357.11,SL-Trail,2026-03
20260316,PE,23150,2026-03-16 13:10:00+05:30,2026-03-16 13:28:11.344000+05:30,179.2,180.65,180.2,65,-94.25,74.87,-169.12,SL-Trail,2026-03
20260316,PE,23150,2026-03-16 13:55:00+05:30,2026-03-16 14:16:54.955000+05:30,171.55,165.45,164.84,65,396.5,73.47,323.03,SL-Trail,2026-03
20260316,PE,23150,2026-03-16 14:20:00+05:30,2026-03-16 15:25:00+05:30,126.35,71.45,90.92,65,3568.5,65.07,3503.43,EOD,2026-03
20260317,CE,23400,2026-03-17 10:35:00+05:30,2026-03-17 12:13:10.977000+05:30,104.35,85.25,84.68,65,1241.5,62.73,1178.77,SL-Trail,2026-03
20260317,CE,23400,2026-03-17 13:40:00+05:30,2026-03-17 14:10:01.700000+05:30,119.55,184.15,179.28,65,-4199.0,67.53,-4266.53,SL-Trail,2026-03
20260317,CE,23400,2026-03-17 14:25:00+05:30,2026-03-17 14:31:58.043000+05:30,139.4,175.7,175.39,65,-2359.5,69.76,-2429.26,SL-Trail,2026-03
20260317,CE,23400,2026-03-17 15:10:00+05:30,2026-03-17 15:25:00+05:30,188.2,180.8,234.07,65,481.0,76.0,405.0,EOD,2026-03
20260317,PE,23400,2026-03-17 11:55:00+05:30,2026-03-17 12:19:04.668000+05:30,60.45,70.6,70.51,65,-659.75,56.82,-716.57,SL-Trail,2026-03
20260317,PE,23400,2026-03-17 12:35:00+05:30,2026-03-17 13:34:35.611000+05:30,53.4,9.65,9.63,65,2843.75,54.15,2789.6,SL-Trail,2026-03
20260318,CE,23650,2026-03-18 10:05:00+05:30,2026-03-18 10:32:47.066000+05:30,234.4,274.65,274.23,65,-2616.25,84.52,-2700.77,SL-Trail,2026-03
20260318,CE,23650,2026-03-18 12:05:00+05:30,2026-03-18 13:20:39.138000+05:30,314.25,319.35,318.34,65,-331.5,95.8,-427.3,SL-Trail,2026-03
20260318,CE,23650,2026-03-18 14:05:00+05:30,2026-03-18 14:18:18.150000+05:30,321.45,333.5,333.29,65,-783.25,97.12,-880.37,SL-Trail,2026-03
20260318,CE,23650,2026-03-18 14:35:00+05:30,2026-03-18 15:25:00+05:30,301.15,272.9,287.25,65,1836.25,92.81,1743.44,EOD,2026-03
20260318,PE,23650,2026-03-18 09:50:00+05:30,2026-03-18 09:56:23.621000+05:30,187.25,204.15,203.8,65,-1098.5,76.57,-1175.07,SL-Trail,2026-03
20260318,PE,23650,2026-03-18 10:20:00+05:30,2026-03-18 14:37:14.075000+05:30,201.55,163.4,163.37,65,2479.75,77.16,2402.59,SL-Trail,2026-03
20260318,PE,23650,2026-03-18 15:05:00+05:30,2026-03-18 15:15:52.091000+05:30,156.35,170.9,170.8,65,-945.75,71.73,-1017.48,SL-Trail,2026-03
20260320,CE,23250,2026-03-20 09:55:00+05:30,2026-03-20 10:36:51.181000+05:30,246.7,265.7,265.5,65,-1235.0,85.8,-1320.8,SL-Trail,2026-03
20260320,CE,23250,2026-03-20 11:05:00+05:30,2026-03-20 11:20:58.961000+05:30,254.5,273.4,273.27,65,-1228.5,87.0,-1315.5,SL-Trail,2026-03
20260320,CE,23250,2026-03-20 11:40:00+05:30,2026-03-20 12:35:02.190000+05:30,269.4,210.45,210.13,65,3831.75,87.01,3744.74,SL-Trail,2026-03
20260320,CE,23250,2026-03-20 13:35:00+05:30,2026-03-20 13:37:40.576000+05:30,240.5,252.8,252.62,65,-799.5,84.64,-884.14,SL-Trail,2026-03
20260320,CE,23250,2026-03-20 13:50:00+05:30,2026-03-20 15:01:43.876000+05:30,219.8,179.3,178.09,65,2632.5,79.9,2552.6,SL-Trail,2026-03
20260320,PE,23250,2026-03-20 10:30:00+05:30,2026-03-20 11:44:38.973000+05:30,236.5,216.6,216.21,65,1293.5,83.08,1210.42,SL-Trail,2026-03
20260320,PE,23250,2026-03-20 12:45:00+05:30,2026-03-20 13:50:01.455000+05:30,268.9,266.9,266.78,65,130.0,88.6,41.4,SL-Trail,2026-03
20260320,PE,23250,2026-03-20 15:05:00+05:30,2026-03-20 15:25:00+05:30,295.85,286.85,328.93,65,585.0,92.55,492.45,EOD,2026-03
20260323,CE,22700,2026-03-23 09:55:00+05:30,2026-03-23 13:49:27.148000+05:30,182.3,169.9,169.42,65,806.0,74.95,731.05,SL-Trail,2026-03
20260323,CE,22700,2026-03-23 14:30:00+05:30,2026-03-23 14:36:58.775000+05:30,153.65,131.05,130.92,65,1469.0,70.23,1398.77,SL-Trail,2026-03
20260323,CE,22700,2026-03-23 15:05:00+05:30,2026-03-23 15:25:00+05:30,110.25,107.15,152.78,65,201.5,64.11,137.39,EOD,2026-03
20260323,PE,22700,2026-03-23 11:00:00+05:30,2026-03-23 11:01:51.032000+05:30,316.4,337.5,337.45,65,-1371.5,96.6,-1468.1,SL-Trail,2026-03
20260323,PE,22700,2026-03-23 11:05:00+05:30,2026-03-23 11:15:26.155000+05:30,315.0,310.15,309.41,65,315.25,95.63,219.62,SL-Trail,2026-03
20260323,PE,22700,2026-03-23 11:30:00+05:30,2026-03-23 12:22:22.123000+05:30,299.5,335.95,335.35,65,-2369.25,94.45,-2463.7,SL-Trail,2026-03
20260323,PE,22700,2026-03-23 12:35:00+05:30,2026-03-23 12:54:33.268000+05:30,333.0,338.35,337.91,65,-347.75,98.7,-446.45,SL-Trail,2026-03
20260323,PE,22700,2026-03-23 13:25:00+05:30,2026-03-23 13:51:47.550000+05:30,334.1,274.2,273.76,65,3893.5,96.96,3796.54,SL-Trail,2026-03
20260323,PE,22700,2026-03-23 14:05:00+05:30,2026-03-23 15:06:37.345000+05:30,242.9,316.7,315.77,65,-4797.0,86.82,-4883.82,SL-Trail,2026-03
20260324,CE,22800,2026-03-24 10:05:00+05:30,2026-03-24 11:20:39.617000+05:30,56.65,55.4,55.2,65,81.25,55.9,25.35,SL-Trail,2026-03
20260324,CE,22800,2026-03-24 12:05:00+05:30,2026-03-24 12:22:22.134000+05:30,68.5,63.3,59.71,65,338.0,57.61,280.39,SL-Trail,2026-03
20260324,CE,22800,2026-03-24 13:05:00+05:30,2026-03-24 13:14:53.697000+05:30,165.75,209.5,209.32,65,-2843.75,74.04,-2917.79,SL-Trail,2026-03
20260324,CE,22800,2026-03-24 14:05:00+05:30,2026-03-24 14:16:41.336000+05:30,177.45,242.65,242.32,65,-4238.0,76.47,-4314.47,SL-Trail,2026-03
20260324,CE,22800,2026-03-24 14:25:00+05:30,2026-03-24 14:43:24.813000+05:30,159.55,134.65,126.97,65,1618.5,71.07,1547.43,SL-Trail,2026-03
20260324,CE,22800,2026-03-24 14:55:00+05:30,2026-03-24 15:02:18.078000+05:30,100.55,121.7,119.95,65,-1374.75,63.32,-1438.07,SL-Trail,2026-03
20260324,PE,22800,2026-03-24 10:20:00+05:30,2026-03-24 10:31:43.237000+05:30,130.3,144.8,144.39,65,-942.5,67.72,-1010.22,SL-Trail,2026-03
20260324,PE,22800,2026-03-24 10:50:00+05:30,2026-03-24 10:58:25.227000+05:30,154.35,195.35,194.46,65,-2665.0,72.2,-2737.2,SL-Trail,2026-03
20260324,PE,22800,2026-03-24 11:10:00+05:30,2026-03-24 11:25:16.443000+05:30,158.4,155.7,155.16,65,175.5,71.54,103.96,SL-Trail,2026-03
20260324,PE,22800,2026-03-24 11:30:00+05:30,2026-03-24 12:16:08.117000+05:30,125.95,98.8,98.37,65,1764.75,65.82,1698.93,SL-Trail,2026-03
20260325,CE,23200,2026-03-25 11:25:00+05:30,2026-03-25 11:49:16.840000+05:30,410.8,413.7,412.85,65,-188.5,110.63,-299.13,SL-Trail,2026-03
20260325,CE,23200,2026-03-25 12:55:00+05:30,2026-03-25 13:37:58.082000+05:30,396.9,425.4,424.94,65,-1852.5,109.23,-1961.73,SL-Trail,2026-03
20260325,CE,23200,2026-03-25 14:15:00+05:30,2026-03-25 14:42:44.083000+05:30,394.35,374.8,372.58,65,1270.75,107.43,1163.32,SL-Trail,2026-03
20260325,CE,23200,2026-03-25 15:05:00+05:30,2026-03-25 15:25:00+05:30,342.45,343.75,348.41,65,-84.5,100.04,-184.54,EOD,2026-03
20260325,PE,23200,2026-03-25 09:55:00+05:30,2026-03-25 14:22:05.164000+05:30,252.75,207.3,207.04,65,2954.25,84.84,2869.41,SL-Trail,2026-03
20260327,CE,23050,2026-03-27 09:55:00+05:30,2026-03-27 13:17:07.760000+05:30,237.6,193.1,192.44,65,2892.5,82.53,2809.97,SL-Trail,2026-03
20260327,CE,23050,2026-03-27 13:30:00+05:30,2026-03-27 15:25:00+05:30,170.25,106.4,121.18,65,4150.25,71.58,4078.67,EOD,2026-03
20260327,PE,23050,2026-03-27 10:40:00+05:30,2026-03-27 10:53:42.491000+05:30,252.45,281.65,280.94,65,-1898.0,86.98,-1984.98,SL-Trail,2026-03
20260327,PE,23050,2026-03-27 11:10:00+05:30,2026-03-27 11:25:26.931000+05:30,260.4,286.55,286.39,65,-1699.75,88.12,-1787.87,SL-Trail,2026-03
20260327,PE,23050,2026-03-27 11:40:00+05:30,2026-03-27 12:01:27.522000+05:30,280.05,292.0,291.86,65,-776.75,90.73,-867.48,SL-Trail,2026-03
20260327,PE,23050,2026-03-27 12:30:00+05:30,2026-03-27 13:29:39.882000+05:30,267.7,276.35,276.06,65,-562.25,88.73,-650.98,SL-Trail,2026-03
20260327,PE,23050,2026-03-27 14:55:00+05:30,2026-03-27 15:00:01.689000+05:30,329.85,345.45,342.11,65,-1014.0,98.52,-1112.52,SL-Trail,2026-03
20260330,CE,22500,2026-03-30 09:50:00+05:30,2026-03-30 10:03:51.367000+05:30,196.95,214.25,214.2,65,-1124.5,78.08,-1202.58,SL-Trail,2026-03
20260330,CE,22500,2026-03-30 10:10:00+05:30,2026-03-30 11:37:43.937000+05:30,158.35,99.5,99.21,65,3825.25,69.89,3755.36,SL-Trail,2026-03
20260330,CE,22500,2026-03-30 11:45:00+05:30,2026-03-30 12:01:27.990000+05:30,69.65,76.9,76.82,65,-471.25,58.15,-529.4,SL-Trail,2026-03
20260330,CE,22500,2026-03-30 12:25:00+05:30,2026-03-30 12:39:12.504000+05:30,89.45,113.75,112.71,65,-1579.5,61.7,-1641.2,SL-Trail,2026-03
20260330,CE,22500,2026-03-30 12:55:00+05:30,2026-03-30 14:03:16.436000+05:30,65.95,44.35,43.76,65,1404.0,56.74,1347.26,SL-Trail,2026-03
20260330,PE,22500,2026-03-30 12:00:00+05:30,2026-03-30 12:08:29.660000+05:30,87.15,57.05,57.02,65,1956.5,59.76,1896.74,SL-Trail,2026-03
20260330,PE,22500,2026-03-30 12:15:00+05:30,2026-03-30 13:26:41.757000+05:30,50.6,88.5,86.94,65,-2463.5,56.11,-2519.61,SL-Trail,2026-03
20260330,PE,22500,2026-03-30 13:35:00+05:30,2026-03-30 13:43:23.866000+05:30,62.8,76.65,75.99,65,-900.25,57.29,-957.54,SL-Trail,2026-03
20260330,PE,22500,2026-03-30 15:20:00+05:30,2026-03-30 15:25:00+05:30,173.9,168.35,202.14,65,360.75,73.85,286.9,EOD,2026-03
20260401,CE,22850,2026-04-01 10:15:00+05:30,2026-04-01 11:31:36.444000+05:30,329.6,303.0,302.76,65,1729.0,97.24,1631.76,SL-Trail,2026-04
20260401,CE,22850,2026-04-01 11:50:00+05:30,2026-04-01 12:02:28.316000+05:30,275.8,301.25,300.8,65,-1654.25,90.47,-1744.72,SL-Trail,2026-04
20260401,CE,22850,2026-04-01 12:25:00+05:30,2026-04-01 12:30:30.083000+05:30,313.05,323.85,323.79,65,-702.0,95.79,-797.79,SL-Trail,2026-04
20260401,CE,22850,2026-04-01 13:25:00+05:30,2026-04-01 15:25:00+05:30,291.0,256.0,258.67,65,2275.0,91.04,2183.96,EOD,2026-04
20260401,PE,22850,2026-04-01 09:50:00+05:30,2026-04-01 10:22:31.497000+05:30,275.8,290.65,290.32,65,-965.25,90.16,-1055.41,SL-Trail,2026-04
20260401,PE,22850,2026-04-01 10:40:00+05:30,2026-04-01 10:57:52.612000+05:30,313.95,332.6,332.51,65,-1212.25,96.15,-1308.4,SL-Trail,2026-04
20260401,PE,22850,2026-04-01 11:20:00+05:30,2026-04-01 11:45:13.093000+05:30,333.7,315.25,314.59,65,1199.25,98.11,1101.14,SL-Trail,2026-04
20260401,PE,22850,2026-04-01 12:05:00+05:30,2026-04-01 13:25:53.612000+05:30,287.8,301.1,301.04,65,-864.5,91.97,-956.47,SL-Trail,2026-04
20260401,PE,22850,2026-04-01 14:05:00+05:30,2026-04-01 14:38:35.434000+05:30,348.3,370.5,370.49,65,-1443.0,101.56,-1544.56,SL-Trail,2026-04
20260401,PE,22850,2026-04-01 15:10:00+05:30,2026-04-01 15:25:00+05:30,368.5,352.0,393.0,65,1072.5,103.54,968.96,EOD,2026-04
20260402,CE,22200,2026-04-02 09:55:00+05:30,2026-04-02 11:57:31.550000+05:30,327.85,333.75,329.03,65,-383.5,97.92,-481.42,SL-Trail,2026-04
20260402,CE,22200,2026-04-02 12:20:00+05:30,2026-04-02 12:26:46.834000+05:30,328.7,338.45,336.12,65,-633.75,98.17,-731.92,SL-Trail,2026-04
20260402,CE,22200,2026-04-02 14:45:00+05:30,2026-04-02 15:07:32.282000+05:30,530.7,614.3,613.72,65,-5434.0,131.48,-5565.48,SL-Trail,2026-04
20260402,PE,22200,2026-04-02 10:40:00+05:30,2026-04-02 11:17:46.041000+05:30,287.35,292.7,292.25,65,-347.75,91.66,-439.41,SL-Trail,2026-04
20260402,PE,22200,2026-04-02 11:40:00+05:30,2026-04-02 12:01:49.776000+05:30,278.1,260.35,260.2,65,1153.75,89.56,1064.19,SL-Trail,2026-04
20260402,PE,22200,2026-04-02 12:10:00+05:30,2026-04-02 13:06:30.719000+05:30,263.35,231.75,230.78,65,2054.0,86.88,1967.12,SL-Trail,2026-04
20260402,PE,22200,2026-04-02 13:20:00+05:30,2026-04-02 14:37:12.534000+05:30,213.0,135.5,134.87,65,5037.5,77.77,4959.73,SL-Trail,2026-04
20260402,PE,22200,2026-04-02 14:55:00+05:30,2026-04-02 15:20:12.418000+05:30,130.35,121.5,121.35,65,575.25,67.04,508.21,SL-Trail,2026-04
20260406,CE,22700,2026-04-06 09:50:00+05:30,2026-04-06 11:56:52.362000+05:30,158.8,200.0,199.46,65,-2678.0,72.89,-2750.89,SL-Trail,2026-04
20260406,CE,22700,2026-04-06 12:05:00+05:30,2026-04-06 12:20:25.209000+05:30,183.7,201.85,195.87,65,-1179.75,76.06,-1255.81,SL-Trail,2026-04
20260406,CE,22700,2026-04-06 12:35:00+05:30,2026-04-06 12:48:55.422000+05:30,173.1,220.0,219.85,65,-3048.5,75.27,-3123.77,SL-Trail,2026-04
20260406,CE,22700,2026-04-06 13:30:00+05:30,2026-04-06 13:52:23.136000+05:30,307.1,310.8,310.32,65,-240.5,94.66,-335.16,SL-Trail,2026-04
20260406,CE,22700,2026-04-06 14:00:00+05:30,2026-04-06 14:03:00.904000+05:30,301.6,323.6,322.56,65,-1430.0,94.35,-1524.35,SL-Trail,2026-04
20260406,CE,22700,2026-04-06 14:30:00+05:30,2026-04-06 14:37:15.654000+05:30,316.9,343.5,343.0,65,-1729.0,96.84,-1825.84,SL-Trail,2026-04
20260406,PE,22700,2026-04-06 10:10:00+05:30,2026-04-06 10:26:41.372000+05:30,248.55,246.9,245.15,65,107.25,85.48,21.77,SL-Trail,2026-04
20260406,PE,22700,2026-04-06 10:30:00+05:30,2026-04-06 11:05:11.071000+05:30,230.6,262.45,262.01,65,-2070.25,83.69,-2153.94,SL-Trail,2026-04
20260406,PE,22700,2026-04-06 11:25:00+05:30,2026-04-06 12:33:22.652000+05:30,241.7,207.9,207.02,65,2197.0,83.48,2113.52,SL-Trail,2026-04
20260406,PE,22700,2026-04-06 12:55:00+05:30,2026-04-06 15:25:00+05:30,160.9,87.4,106.66,65,4777.5,69.85,4707.65,EOD,2026-04
20260407,CE,22750,2026-04-07 10:55:00+05:30,2026-04-07 11:21:30.676000+05:30,166.8,178.35,177.11,65,-750.75,73.26,-824.01,SL-Trail,2026-04
20260407,CE,22750,2026-04-07 11:50:00+05:30,2026-04-07 11:56:03.683000+05:30,182.0,228.15,226.99,65,-2999.75,76.62,-3076.37,SL-Trail,2026-04
20260407,CE,22750,2026-04-07 12:20:00+05:30,2026-04-07 13:18:30.770000+05:30,192.35,222.7,222.28,65,-1972.75,77.75,-2050.5,SL-Trail,2026-04
20260407,CE,22750,2026-04-07 14:00:00+05:30,2026-04-07 14:48:22.939000+05:30,235.0,317.0,314.35,65,-5330.0,85.84,-5415.84,SL-Trail,2026-04
20260407,PE,22750,2026-04-07 09:55:00+05:30,2026-04-07 10:36:31.554000+05:30,60.65,34.6,32.94,65,1693.25,55.79,1637.46,SL-Trail,2026-04
20260408,CE,23850,2026-04-08 10:00:00+05:30,2026-04-08 10:44:03.858000+05:30,258.65,272.0,271.89,65,-867.75,87.47,-955.22,SL-Trail,2026-04
20260408,CE,23850,2026-04-08 11:15:00+05:30,2026-04-08 11:16:38.651000+05:30,299.45,308.0,307.47,65,-555.75,93.62,-649.37,SL-Trail,2026-04
20260408,CE,23850,2026-04-08 11:35:00+05:30,2026-04-08 11:43:16.718000+05:30,289.0,296.0,295.61,65,-455.0,91.97,-546.97,SL-Trail,2026-04
20260408,CE,23850,2026-04-08 11:55:00+05:30,2026-04-08 12:49:47.288000+05:30,276.4,276.95,276.71,65,-35.75,89.83,-125.58,SL-Trail,2026-04
20260408,CE,23850,2026-04-08 13:10:00+05:30,2026-04-08 13:18:24.073000+05:30,280.75,293.95,293.72,65,-858.0,90.88,-948.88,SL-Trail,2026-04
20260408,CE,23850,2026-04-08 13:55:00+05:30,2026-04-08 14:42:22.605000+05:30,287.75,307.6,307.38,65,-1290.25,92.15,-1382.4,SL-Trail,2026-04
20260408,PE,23850,2026-04-08 09:50:00+05:30,2026-04-08 12:31:37.021000+05:30,187.45,183.4,183.24,65,263.25,75.98,187.27,SL-Trail,2026-04
20260408,PE,23850,2026-04-08 12:50:00+05:30,2026-04-08 14:13:18.499000+05:30,162.8,168.05,167.31,65,-341.25,72.46,-413.71,SL-Trail,2026-04
20260408,PE,23850,2026-04-08 14:25:00+05:30,2026-04-08 14:50:28.540000+05:30,154.55,152.4,151.57,65,139.75,70.97,68.78,SL-Trail,2026-04
20260408,PE,23850,2026-04-08 15:00:00+05:30,2026-04-08 15:00:29.648000+05:30,145.65,156.1,156.1,65,-679.25,69.96,-749.21,SL-Trail,2026-04
20260409,CE,23850,2026-04-09 09:50:00+05:30,2026-04-09 15:25:00+05:30,197.1,175.25,187.87,65,1420.25,76.95,1343.3,EOD,2026-04
