date,opt_type,direction,strike,entry_time,exit_time,opt_entry,opt_exit,lot_size,gross_pnl,charges,pnl,exit_reason,month
20251204,CE,SHORT,26000,2025-12-04 11:24:00.763000+05:30,2025-12-04 14:11:00.147000+05:30,159.6,124.8,75,2610.0,74.42,2535.58,Flip,2025-12
20251204,CE,LONG,26000,2025-12-04 14:11:00.147000+05:30,2025-12-04 15:25:59.867000+05:30,124.8,141.3,75,1237.5,71.78,1165.72,EOD,2025-12
20251204,PE,SHORT,26000,2025-12-04 10:30:00.139000+05:30,2025-12-04 11:30:01.566000+05:30,66.75,73.15,75,-480.0,59.29,-539.29,Flip,2025-12
20251204,PE,LONG,26000,2025-12-04 11:30:01.566000+05:30,2025-12-04 14:30:01.790000+05:30,73.15,85.3,75,911.25,61.96,849.29,Flip,2025-12
20251204,PE,SHORT,26000,2025-12-04 14:30:01.790000+05:30,2025-12-04 15:25:59.857000+05:30,85.3,70.7,75,1095.0,61.88,1033.12,EOD,2025-12
20251205,CE,SHORT,26000,2025-12-05 10:30:01.052000+05:30,2025-12-05 11:12:00.611000+05:30,135.2,198.8,75,-4770.0,73.41,-4843.41,Flip,2025-12
20251205,CE,LONG,26000,2025-12-05 11:12:00.611000+05:30,2025-12-05 13:58:01.016000+05:30,198.8,221.35,75,1691.25,85.82,1605.43,Flip,2025-12
20251205,CE,SHORT,26000,2025-12-05 13:58:01.016000+05:30,2025-12-05 15:25:59.607000+05:30,221.35,223.95,75,-195.0,86.67,-281.67,EOD,2025-12
20251205,PE,LONG,26000,2025-12-05 10:30:01.042000+05:30,2025-12-05 11:03:01.370000+05:30,59.3,33.25,75,-1953.75,54.0,-2007.75,Flip,2025-12
20251209,PE,SHORT,25850,2025-12-09 10:17:00.600000+05:30,2025-12-09 11:04:00+05:30,70.1,57.15,75,971.25,59.23,912.02,EOD,2025-12
20251210,CE,SHORT,25850,2025-12-10 10:48:00.075000+05:30,2025-12-10 13:20:00.337000+05:30,170.9,128.55,75,3176.25,76.17,3100.08,Flip,2025-12
20251210,CE,LONG,25850,2025-12-10 13:20:00.337000+05:30,2025-12-10 13:59:00.280000+05:30,128.55,114.75,75,-1035.0,68.08,-1103.08,Flip,2025-12
20251210,CE,SHORT,25850,2025-12-10 13:59:00.280000+05:30,2025-12-10 15:25:58.585000+05:30,114.75,103.5,75,843.75,67.23,776.52,EOD,2025-12
20251210,PE,SHORT,25850,2025-12-10 13:20:00.337000+05:30,2025-12-10 13:57:00.991000+05:30,121.55,138.1,75,-1241.25,69.39,-1310.64,Flip,2025-12
20251210,PE,LONG,25850,2025-12-10 13:57:00.991000+05:30,2025-12-10 15:25:58.586000+05:30,138.1,156.7,75,1395.0,74.45,1320.55,EOD,2025-12
20251211,CE,SHORT,25750,2025-12-11 11:04:00.738000+05:30,2025-12-11 12:02:00.302000+05:30,158.3,201.75,75,-3258.75,76.83,-3335.58,Flip,2025-12
20251211,CE,LONG,25750,2025-12-11 12:02:00.302000+05:30,2025-12-11 13:10:00.923000+05:30,201.75,191.85,75,-742.5,81.67,-824.17,Flip,2025-12
20251211,CE,SHORT,25750,2025-12-11 13:10:00.923000+05:30,2025-12-11 14:30:01.422000+05:30,191.85,232.5,75,-3048.75,82.71,-3131.46,Flip,2025-12
20251211,CE,LONG,25750,2025-12-11 14:30:01.422000+05:30,2025-12-11 14:51:00.943000+05:30,232.5,189.55,75,-3221.25,82.38,-3303.63,Flip,2025-12
20251211,CE,SHORT,25750,2025-12-11 14:51:00.943000+05:30,2025-12-11 15:25:58.903000+05:30,189.55,215.4,75,-1938.75,81.8,-2020.55,EOD,2025-12
