date,pair,width,o1,o2,entry_bar,exit_bar,hold_bars,lot_size,lots,units,open_pairs,entry_ce_k1,entry_ce_k2,entry_pe_k1,entry_pe_k2,exit_ce_k1,exit_ce_k2,exit_pe_k1,exit_pe_k2,entry_box,exit_box,entry_msp,exit_msp,gross_pnl,charges,net_pnl,exit_reason
20260120,"(-3,+3)",300,-3,3,2026-01-20 09:53:00+05:30,2026-01-20 09:55:00+05:30,2,65,2,130,3,96.35,6.45,31.15,249.65,96.95,6.7,30.75,240.6,308.4,300.1,8.88,-0.38,1079.0,306.56,772.44,Revert
20260120,"(+2,+3)",50,2,3,2026-01-20 09:53:00+05:30,2026-01-20 09:55:00+05:30,2,65,2,130,2,10.55,6.45,195.9,249.65,10.6,6.7,194.85,240.6,57.85,49.65,8.38,-0.85,1066.0,330.71,735.29,Revert
20260120,"(+0,+3)",150,0,3,2026-01-20 09:53:00+05:30,2026-01-20 09:56:00+05:30,3,65,2,130,1,27.75,6.45,113.4,249.65,26.05,6.6,119.8,250.4,157.55,150.05,8.03,-0.43,975.0,312.88,662.12,Revert
20260121,"(-2,+0)",100,-2,0,2026-01-21 12:18:00+05:30,2026-01-21 12:20:00+05:30,2,65,2,130,2,254.65,193.5,97.5,128.8,262.75,196.3,96.1,130.05,92.45,100.4,-8.2,0.97,1033.5,399.2,634.3,Revert
20260121,"(-2,+1)",150,-2,1,2026-01-21 12:18:00+05:30,2026-01-21 12:20:00+05:30,2,65,2,130,1,254.65,164.6,97.5,150.0,262.75,167.7,96.1,150.55,142.55,149.5,-8.0,0.15,903.5,396.67,506.83,Revert
20260121,"(+1,+3)",100,1,3,2026-01-21 13:14:00+05:30,2026-01-21 13:22:00+05:30,8,65,2,130,6,213.4,149.15,129.2,176.35,195.8,139.45,141.725,186.85,111.4,101.475,11.93,0.85,1290.25,395.12,895.13,Revert
20260121,"(+0,+3)",150,0,3,2026-01-21 13:14:00+05:30,2026-01-21 13:22:00+05:30,8,65,2,130,5,246.4,149.15,112.6,176.35,227.525,139.45,124.0,186.85,161.0,150.925,11.52,0.27,1309.75,399.82,909.93,Revert
20260121,"(-2,+3)",250,-2,3,2026-01-21 13:14:00+05:30,2026-01-21 13:22:00+05:30,8,65,2,130,4,319.15,149.15,86.2,176.35,298.75,139.45,94.45,186.85,260.15,251.7,10.85,0.95,1098.5,413.24,685.26,Revert
20260121,"(-3,+3)",300,-3,3,2026-01-21 13:14:00+05:30,2026-01-21 13:22:00+05:30,8,65,2,130,3,357.95,149.15,75.7,176.35,336.9,139.45,82.8,186.85,309.45,301.5,10.17,0.67,1033.5,421.64,611.86,Revert
20260121,"(-1,+3)",200,-1,3,2026-01-21 13:14:00+05:30,2026-01-21 13:22:00+05:30,8,65,2,130,2,280.35,149.15,98.9,176.35,261.95,139.45,107.85,186.85,208.65,201.5,9.3,0.8,929.5,405.48,524.02,Revert
20260121,"(+2,+3)",50,2,3,2026-01-21 13:14:00+05:30,2026-01-21 13:23:00+05:30,9,65,2,130,1,181.9,149.15,149.25,176.35,171.3,144.325,159.75,183.4,59.85,50.625,10.32,0.0,1199.25,392.51,806.74,Revert
20260121,"(-2,+2)",200,-2,2,2026-01-21 14:17:00+05:30,2026-01-21 14:19:00+05:30,2,65,2,130,4,259.825,142.375,94.4,166.1,258.15,137.5,99.2,178.7,189.15,200.15,-11.62,0.82,1430.0,395.89,1034.11,Revert
20260121,"(-1,+2)",150,-1,2,2026-01-21 14:17:00+05:30,2026-01-21 14:19:00+05:30,2,65,2,130,3,226.2,142.375,110.45,166.1,223.45,137.5,115.45,178.7,139.475,149.2,-11.25,-0.25,1264.25,390.21,874.04,Revert
20260121,"(+2,+3)",50,2,3,2026-01-21 14:17:00+05:30,2026-01-21 14:23:00+05:30,6,65,2,130,2,142.375,114.8,166.1,199.15,118.7,98.45,201.8,231.2,60.625,49.65,11.28,-0.83,1426.75,386.07,1040.68,Revert
20260121,"(+1,+2)",50,1,2,2026-01-21 14:17:00+05:30,2026-01-21 14:23:00+05:30,6,65,2,130,1,164.5,142.375,147.875,166.1,142.35,118.7,175.55,201.8,40.35,49.9,-10.18,0.45,1241.5,383.88,857.62,Revert
20260122,"(-3,+2)",250,-3,2,2026-01-22 13:01:00+05:30,2026-01-22 13:03:00+05:30,2,65,2,130,2,151.55,56.5,129.0,275.6,158.95,57.5,121.0,268.65,241.65,249.1,-8.97,-0.32,968.5,377.43,591.07,Revert
20260122,"(+0,+2)",100,0,2,2026-01-22 13:01:00+05:30,2026-01-22 13:04:00+05:30,3,65,2,130,1,84.35,56.5,211.0,275.6,90.8,59.275,194.3,261.75,92.45,98.975,-8.12,-0.4,848.25,379.63,468.62,Revert
20260122,"(-1,+3)",200,-1,3,2026-01-22 14:18:00+05:30,2026-01-22 14:20:00+05:30,2,65,2,130,8,91.0,38.6,183.75,318.95,101.2,41.0,161.45,300.55,187.6,199.3,-13.1,-0.15,1521.0,380.57,1140.43,Revert
20260122,"(+0,+3)",150,0,3,2026-01-22 14:18:00+05:30,2026-01-22 14:20:00+05:30,2,65,2,130,7,73.3,38.6,215.6,318.95,81.95,41.0,191.45,300.55,138.05,150.05,-12.73,0.67,1560.0,384.44,1175.56,Revert
20260122,"(-1,+2)",150,-1,2,2026-01-22 14:18:00+05:30,2026-01-22 14:20:00+05:30,2,65,2,130,6,91.0,48.5,183.75,279.575,101.2,51.8,161.45,261.4,138.325,149.35,-12.32,-0.1,1433.25,371.59,1061.66,Revert
20260122,"(+0,+2)",100,0,2,2026-01-22 14:18:00+05:30,2026-01-22 14:20:00+05:30,2,65,2,130,5,73.3,48.5,215.6,279.575,81.95,51.8,191.45,261.4,88.775,100.1,-11.95,0.73,1472.25,375.46,1096.79,Revert
20260122,"(-1,+1)",100,-1,1,2026-01-22 14:18:00+05:30,2026-01-22 14:20:00+05:30,2,65,2,130,4,91.0,60.65,183.75,243.4,101.2,65.15,161.45,225.5,90.0,100.1,-10.55,0.55,1313.0,364.32,948.68,Revert
20260122,"(+0,+1)",50,0,1,2026-01-22 14:18:00+05:30,2026-01-22 14:21:00+05:30,3,65,2,130,3,73.3,60.65,215.6,243.4,81.1,64.75,191.65,224.4,40.45,49.1,-10.17,-0.35,1124.5,367.69,756.81,Revert
20260122,"(-3,-1)",100,-3,-1,2026-01-22 14:18:00+05:30,2026-01-22 14:21:00+05:30,3,65,2,130,2,141.45,91.0,124.85,183.75,151.3,101.05,112.025,161.5,109.35,99.725,9.85,-0.72,1251.25,354.23,897.02,Revert
20260122,"(-3,+0)",150,-3,0,2026-01-22 14:18:00+05:30,2026-01-22 14:21:00+05:30,3,65,2,130,1,141.45,73.3,124.85,215.6,151.3,81.1,112.025,191.65,158.9,149.825,9.47,-0.67,1179.75,357.93,821.82,Revert
20260127,"(-3,-2)",50,-3,-2,2026-01-27 09:38:00+05:30,2026-01-27 09:40:00+05:30,2,65,2,130,6,190.5,148.45,35.95,52.6,189.175,151.85,34.15,47.7,58.7,50.875,9.25,0.4,1017.25,320.67,696.58,Revert
20260127,"(-2,+0)",100,-2,0,2026-01-27 09:38:00+05:30,2026-01-27 09:40:00+05:30,2,65,2,130,5,148.45,93.05,52.6,89.05,151.85,90.3,47.7,85.6,91.85,99.45,-8.55,-0.1,988.0,306.5,681.5,Revert
20260127,"(-2,+2)",200,-2,2,2026-01-27 09:38:00+05:30,2026-01-27 09:40:00+05:30,2,65,2,130,4,148.45,49.45,52.6,145.7,151.85,47.25,47.7,141.95,192.1,198.85,-8.4,-0.68,877.5,310.48,567.02,Revert
20260127,"(-2,-1)",50,-2,-1,2026-01-27 09:38:00+05:30,2026-01-27 09:40:00+05:30,2,65,2,130,3,148.45,120.55,52.6,67.05,151.85,119.1,47.7,64.4,42.35,49.45,-8.13,-0.2,923.0,308.47,614.53,Revert
20260127,"(-2,+3)",250,-2,3,2026-01-27 09:38:00+05:30,2026-01-27 09:41:00+05:30,3,65,2,130,2,148.45,34.55,52.6,180.75,140.35,28.15,54.6,192.2,242.05,249.8,-8.43,0.32,1007.5,317.77,689.73,Revert
20260127,"(-3,+1)",200,-3,1,2026-01-27 09:38:00+05:30,2026-01-27 09:43:00+05:30,5,65,2,130,1,190.5,66.05,35.95,119.7,239.175,94.8,23.6,80.375,208.2,201.15,8.68,0.58,916.5,320.56,595.94,Revert
20260201,"(+1,+2)",50,1,2,2026-02-01 12:19:00+05:30,2026-02-01 12:21:00+05:30,2,65,2,130,4,86.525,75.075,343.3,372.6,86.0,74.35,381.375,419.45,40.75,49.725,-10.72,0.95,1166.75,473.16,693.59,Revert
20260201,"(-1,+2)",150,-1,2,2026-02-01 12:19:00+05:30,2026-02-01 12:22:00+05:30,3,65,2,130,3,117.625,75.075,274.3,372.6,118.7,77.9,308.0,415.65,140.85,148.45,-10.47,-0.53,988.0,460.88,527.12,Revert
20260201,"(+0,+1)",50,0,1,2026-02-01 12:19:00+05:30,2026-02-01 12:22:00+05:30,3,65,2,130,2,102.15,86.525,301.05,343.3,103.35,89.625,343.425,379.9,57.875,50.2,9.57,-0.8,997.75,459.26,538.49,Revert
20260201,"(-1,+0)",50,-1,0,2026-02-01 12:19:00+05:30,2026-02-01 12:23:00+05:30,4,65,2,130,1,117.625,102.15,274.3,301.05,119.4,103.9,301.85,335.8,42.225,49.45,-9.32,0.27,939.25,444.84,494.41,Revert
20260201,"(+0,+3)",150,0,3,2026-02-01 12:31:00+05:30,2026-02-01 12:33:00+05:30,2,65,2,130,4,47.0,31.4,636.8,769.8,65.3,43.3,566.8,691.075,148.6,146.275,-8.58,-0.85,-302.25,628.25,-930.5,Revert
20260201,"(-3,+3)",300,-3,3,2026-02-01 12:31:00+05:30,2026-02-01 12:35:00+05:30,4,65,2,130,6,72.35,31.4,513.425,769.8,114.65,50.6,394.1,628.175,297.325,298.125,-9.25,0.42,104.0,585.84,-481.84,Revert
20260201,"(-2,+3)",250,-2,3,2026-02-01 12:33:00+05:30,2026-02-01 12:37:00+05:30,4,65,2,130,5,86.75,43.3,478.15,691.075,117.6,57.65,354.75,546.675,256.375,251.875,8.95,0.03,585.0,555.58,29.42,Revert
20260201,"(-2,+1)",150,-2,1,2026-02-01 12:32:00+05:30,2026-02-01 12:38:00+05:30,6,65,2,130,4,91.3,61.65,462.2,577.15,118.5,77.55,363.8,471.55,144.6,148.7,-8.5,0.45,533.0,532.06,0.94,Revert
20260201,"(-3,-2)",50,-3,-2,2026-02-01 12:33:00+05:30,2026-02-01 12:38:00+05:30,5,65,2,130,3,97.35,86.75,447.35,478.15,135.55,118.7,330.5,362.65,41.4,49.0,-10.45,0.25,988.0,506.7,481.3,Revert
20260201,"(-2,+0)",100,-2,0,2026-02-01 12:27:00+05:30,2026-02-01 12:40:00+05:30,13,65,2,130,2,103.775,77.6,312.85,379.525,123.3,93.55,337.3,406.05,92.85,98.5,-8.3,-0.27,734.5,472.12,262.38,Revert
20260201,"(-2,+2)",200,-2,2,2026-02-01 12:33:00+05:30,2026-02-01 12:43:00+05:30,10,65,2,130,1,86.75,49.75,478.15,647.75,129.8,72.15,306.15,448.95,206.6,200.45,8.6,-0.32,799.5,531.61,267.89,Revert
20260201,"(-1,+3)",200,-1,3,2026-02-01 12:50:00+05:30,2026-02-01 12:52:00+05:30,2,65,2,130,4,99.425,51.75,321.35,480.125,96.85,50.35,336.75,492.0,206.45,201.75,8.55,0.23,611.0,486.62,124.38,Revert
20260201,"(-3,+3)",300,-3,3,2026-02-01 12:50:00+05:30,2026-02-01 12:55:00+05:30,5,65,2,130,3,134.3,51.75,255.7,480.125,137.1,51.95,247.2,462.9,306.975,300.85,8.88,-0.12,796.25,470.17,326.08,Revert
