date,entry_bar,exit_bar,hold_bars,direction,atm_strike,box_strike,dte,fair_box,entry_ce_k1,entry_ce_k2,entry_pe_k1,entry_pe_k2,exit_ce_k1,exit_ce_k2,exit_pe_k1,exit_pe_k2,entry_box,exit_box,entry_misprice,exit_misprice,lot_size,gross_pnl,charges,net_pnl,exit_reason,month
20260406,2026-04-06 14:23:00+05:30,2026-04-06 14:26:00+05:30,3,+1 (sell box),51600,51700,22,99.61,2262.0,2172.55,1144.75,1180.95,2207.05,2140.0,1164.85,1200.35,125.65,102.55,26.04,2.94,30,693.0,668.69,24.31,Revert,2026-04
20260406,2026-04-06 15:05:00+05:30,2026-04-06 15:07:00+05:30,2,+1 (sell box),51600,51700,22,99.61,2300.0,2204.05,1080.0,1107.15,2332.1,2261.25,1065.05,1092.1,123.1,97.9,23.49,-1.71,30,756.0,667.64,88.36,Revert,2026-04
20260407,2026-04-07 10:16:00+05:30,2026-04-07 10:17:00+05:30,1,-1 (buy box),52400,52500,21,99.63,1552.35,1508.5,1526.5,1548.1,1590.0,1535.0,1473.25,1515.2,65.45,96.95,-34.18,-2.68,30,945.0,625.34,319.66,Revert,2026-04
20260407,2026-04-07 11:44:00+05:30,2026-04-07 11:48:00+05:30,4,+1 (sell box),52400,52500,21,99.63,1497.0,1426.5,1527.6,1593.5,1503.5,1448.0,1539.95,1582.75,136.4,98.3,36.77,-1.33,30,1143.0,620.86,522.14,Revert,2026-04
20260408,2026-04-08 11:44:00+05:30,2026-04-08 11:45:00+05:30,1,-1 (buy box),55100,55200,20,99.64,1370.05,1324.0,890.0,920.0,1378.0,1311.95,884.9,915.55,76.05,96.7,-23.59,-2.94,30,619.5,509.3,110.2,Revert,2026-04
20260408,2026-04-08 14:49:00+05:30,2026-04-08 14:51:00+05:30,2,-1 (buy box),55100,55200,20,99.64,1550.05,1494.0,796.8,815.6,1564.3,1493.9,792.0,823.6,74.85,102.0,-24.79,2.36,30,814.5,521.39,293.11,Revert,2026-04
20260408,2026-04-08 15:13:00+05:30,2026-04-08 15:14:00+05:30,1,-1 (buy box),55100,55200,20,99.64,1505.05,1465.0,794.85,828.75,1535.85,1466.0,781.0,810.2,73.95,99.05,-25.69,-0.59,30,753.0,516.24,236.76,Revert,2026-04
20260409,2026-04-09 14:04:00+05:30,2026-04-09 14:05:00+05:30,1,+1 (sell box),55600,55700,19,99.66,910.0,855.05,1356.75,1425.0,892.8,842.4,1396.35,1445.9,123.2,99.95,23.54,0.29,30,697.5,513.98,183.52,Revert,2026-04
20260409,2026-04-09 14:15:00+05:30,2026-04-09 14:18:00+05:30,3,-1 (buy box),55600,55700,19,99.66,873.65,834.1,1421.1,1460.3,849.9,803.3,1429.0,1485.0,78.75,102.6,-20.91,2.94,30,715.5,515.13,200.37,Revert,2026-04
20260409,2026-04-09 15:04:00+05:30,2026-04-09 15:07:00+05:30,3,-1 (buy box),55600,55700,19,99.66,847.0,798.6,1419.6,1433.5,855.0,807.7,1398.05,1450.1,62.3,99.35,-37.36,-0.31,30,1111.5,510.2,601.3,Revert,2026-04
