date,leg,entry_bar,exit_bar,hold_bars,expiry_date,k0_strike,atm_strike,k2_strike,entry_k0,entry_k1,entry_k2,exit_k0,exit_k1,exit_k2,entry_bf,exit_bf,lot_size,gross_pnl,charges,net_pnl,exit_reason,month
20260311,PE,2026-03-11 12:13:00+05:30,2026-03-11 12:15:00+05:30,2,2026-03-30,56800,56900,57000,1337.55,1410.0,1456.8,1355.75,1402.0,1460.0,-25.65,11.75,30,1122.0,542.16,579.84,Revert,2026-03
20260311,PE,2026-03-11 12:34:00+05:30,2026-03-11 12:35:00+05:30,1,2026-03-30,56800,56900,57000,1356.9,1420.5,1461.95,1385.85,1431.3,1484.0,-22.15,7.25,30,882.0,547.61,334.39,Revert,2026-03
20260311,PE,2026-03-11 13:08:00+05:30,2026-03-11 13:09:00+05:30,1,2026-03-30,56800,56900,57000,1403.75,1463.25,1497.55,1408.85,1454.6,1510.2,-25.2,9.85,30,1051.5,557.12,494.38,Revert,2026-03
20260311,PE,2026-03-11 13:49:00+05:30,2026-03-11 13:50:00+05:30,1,2026-03-30,56800,56900,57000,1463.9,1528.45,1572.1,1483.9,1528.45,1588.2,-20.9,15.2,30,1083.0,577.28,505.72,Revert,2026-03
20260311,PE,2026-03-11 14:43:00+05:30,2026-03-11 14:45:00+05:30,2,2026-03-30,56800,56900,57000,1460.0,1535.0,1562.7,1482.9,1529.3,1587.6,-47.3,11.9,30,1776.0,577.79,1198.21,Revert,2026-03
20260312,CE,2026-03-12 12:24:00+05:30,2026-03-12 12:25:00+05:30,1,2026-03-30,55100,55200,55300,1435.0,1393.5,1329.9,1446.85,1380.0,1320.0,-22.1,6.85,30,868.5,536.45,332.05,Revert,2026-03
20260312,CE,2026-03-12 13:50:00+05:30,2026-03-12 13:51:00+05:30,1,2026-03-30,55100,55200,55300,1554.0,1499.5,1423.1,1546.9,1470.0,1414.5,-21.9,21.4,30,1299.0,565.18,733.82,Revert,2026-03
20260312,CE,2026-03-12 13:55:00+05:30,2026-03-12 13:56:00+05:30,1,2026-03-30,55100,55200,55300,1511.0,1457.55,1382.15,1514.6,1444.5,1387.8,-21.95,13.4,30,1060.5,555.12,505.38,Revert,2026-03
20260312,CE,2026-03-12 14:13:00+05:30,2026-03-12 14:14:00+05:30,1,2026-03-30,55100,55200,55300,1436.0,1389.5,1322.95,1497.95,1432.9,1371.65,-20.05,3.8,30,715.5,543.26,172.24,Revert,2026-03
20260312,PE,2026-03-12 10:28:00+05:30,2026-03-12 10:29:00+05:30,1,2026-03-30,55100,55200,55300,1107.9,1160.5,1191.4,1094.25,1135.2,1181.55,-21.7,5.4,30,813.0,468.36,344.64,Revert,2026-03
20260313,CE,2026-03-13 11:14:00+05:30,2026-03-13 11:15:00+05:30,1,2026-03-30,54600,54700,54800,1048.7,1010.95,951.2,1042.05,990.0,941.55,-22.0,3.6,30,768.0,426.3,341.7,Revert,2026-03
20260313,PE,2026-03-13 09:32:00+05:30,2026-03-13 09:34:00+05:30,2,2026-03-30,54600,54700,54800,1114.45,1167.1,1197.05,1110.05,1151.0,1192.8,-22.7,0.85,30,706.5,471.28,235.22,Revert,2026-03
20260313,PE,2026-03-13 10:28:00+05:30,2026-03-13 10:32:00+05:30,4,2026-03-30,54600,54700,54800,1330.0,1393.7,1424.35,1334.75,1379.55,1425.65,-33.05,1.3,30,1030.5,535.94,494.56,Revert,2026-03
20260313,PE,2026-03-13 11:41:00+05:30,2026-03-13 11:45:00+05:30,4,2026-03-30,54600,54700,54800,1242.5,1302.05,1335.0,1244.55,1287.4,1331.2,-26.6,0.95,30,826.5,509.85,316.65,Revert,2026-03
20260313,PE,2026-03-13 11:50:00+05:30,2026-03-13 11:52:00+05:30,2,2026-03-30,54600,54700,54800,1245.1,1301.0,1335.45,1261.0,1305.65,1352.3,-21.45,2.0,30,703.5,512.43,191.07,Revert,2026-03
20260313,PE,2026-03-13 11:54:00+05:30,2026-03-13 11:55:00+05:30,1,2026-03-30,54600,54700,54800,1250.55,1306.1,1334.25,1267.95,1310.0,1362.95,-27.4,10.9,30,1149.0,514.21,634.79,Revert,2026-03
20260313,PE,2026-03-13 12:05:00+05:30,2026-03-13 12:08:00+05:30,3,2026-03-30,54600,54700,54800,1344.35,1402.4,1430.0,1344.65,1379.95,1419.15,-30.45,3.9,30,1030.5,537.42,493.08,Revert,2026-03
20260313,PE,2026-03-13 12:26:00+05:30,2026-03-13 12:28:00+05:30,2,2026-03-30,54600,54700,54800,1440.65,1507.85,1547.9,1416.0,1472.85,1530.1,-27.15,0.4,30,826.5,565.5,261.0,Revert,2026-03
20260313,PE,2026-03-13 12:29:00+05:30,2026-03-13 12:31:00+05:30,2,2026-03-30,54600,54700,54800,1422.05,1486.25,1530.1,1532.0,1584.0,1637.45,-20.35,1.45,30,654.0,578.4,75.6,Revert,2026-03
20260313,PE,2026-03-13 12:41:00+05:30,2026-03-13 12:44:00+05:30,3,2026-03-30,54600,54700,54800,1569.9,1640.0,1673.2,1546.9,1596.2,1661.1,-36.9,15.6,30,1575.0,602.61,972.39,Revert,2026-03
20260313,PE,2026-03-13 12:58:00+05:30,2026-03-13 13:01:00+05:30,3,2026-03-30,54600,54700,54800,1447.4,1517.0,1549.35,1451.8,1500.7,1559.75,-37.25,10.15,30,1422.0,571.19,850.81,Revert,2026-03
20260313,PE,2026-03-13 13:09:00+05:30,2026-03-13 13:11:00+05:30,2,2026-03-30,54600,54700,54800,1482.05,1550.25,1590.4,1489.85,1521.6,1577.45,-28.05,24.1,30,1564.5,579.82,984.68,Revert,2026-03
20260313,PE,2026-03-13 13:13:00+05:30,2026-03-13 13:14:00+05:30,1,2026-03-30,54600,54700,54800,1484.0,1563.65,1610.1,1514.2,1565.45,1623.5,-33.2,6.8,30,1200.0,586.91,613.09,Revert,2026-03
20260313,PE,2026-03-13 13:20:00+05:30,2026-03-13 13:21:00+05:30,1,2026-03-30,54600,54700,54800,1505.8,1571.25,1613.25,1501.6,1551.7,1607.5,-23.45,5.7,30,874.5,586.1,288.4,Revert,2026-03
20260313,PE,2026-03-13 13:49:00+05:30,2026-03-13 13:51:00+05:30,2,2026-03-30,54600,54700,54800,1563.85,1624.25,1664.35,1595.0,1638.45,1702.35,-20.3,20.45,30,1222.5,606.88,615.62,Revert,2026-03
20260313,PE,2026-03-13 13:52:00+05:30,2026-03-13 13:56:00+05:30,4,2026-03-30,54600,54700,54800,1575.8,1649.45,1672.2,1599.9,1644.65,1708.7,-50.9,19.3,30,2106.0,610.87,1495.13,Revert,2026-03
20260313,PE,2026-03-13 14:05:00+05:30,2026-03-13 14:06:00+05:30,1,2026-03-30,54600,54700,54800,1552.55,1626.85,1679.4,1530.8,1574.25,1633.7,-21.75,16.0,30,1132.5,597.84,534.66,Revert,2026-03
20260313,PE,2026-03-13 14:19:00+05:30,2026-03-13 14:20:00+05:30,1,2026-03-30,54600,54700,54800,1429.45,1531.0,1558.15,1399.9,1443.1,1500.8,-74.4,14.5,30,2667.0,564.73,2102.27,Revert,2026-03
20260313,PE,2026-03-13 14:31:00+05:30,2026-03-13 14:33:00+05:30,2,2026-03-30,54600,54700,54800,1390.7,1450.0,1484.0,1343.85,1391.05,1447.15,-25.3,8.9,30,1026.0,546.14,479.86,Revert,2026-03
20260313,PE,2026-03-13 14:47:00+05:30,2026-03-13 14:48:00+05:30,1,2026-03-30,54600,54700,54800,1487.15,1539.3,1570.8,1460.0,1504.55,1550.35,-20.65,1.25,30,657.0,574.62,82.38,Revert,2026-03
20260313,PE,2026-03-13 14:53:00+05:30,2026-03-13 14:57:00+05:30,4,2026-03-30,54600,54700,54800,1478.55,1544.95,1590.05,1559.6,1592.7,1638.4,-21.3,12.6,30,1017.0,588.62,428.38,Revert,2026-03
20260313,PE,2026-03-13 15:00:00+05:30,2026-03-13 15:04:00+05:30,4,2026-03-30,54600,54700,54800,1488.05,1548.55,1584.8,1560.0,1609.95,1668.05,-24.25,8.15,30,972.0,591.29,380.71,Revert,2026-03
20260316,CE,2026-03-16 13:05:00+05:30,2026-03-16 13:07:00+05:30,2,2026-03-30,54000,54100,54200,1053.4,1013.55,948.15,1059.35,1003.0,956.25,-25.55,9.6,30,1054.5,428.82,625.68,Revert,2026-03
20260316,PE,2026-03-16 10:36:00+05:30,2026-03-16 10:37:00+05:30,1,2026-03-30,54000,54100,54200,1251.25,1309.5,1343.7,1253.35,1302.2,1351.4,-24.05,0.35,30,732.0,513.02,218.98,Revert,2026-03
20260316,PE,2026-03-16 12:57:00+05:30,2026-03-16 12:59:00+05:30,2,2026-03-30,54000,54100,54200,1267.65,1312.8,1335.55,1249.35,1298.0,1355.05,-22.4,8.4,30,924.0,513.38,410.62,Revert,2026-03
20260316,PE,2026-03-16 13:16:00+05:30,2026-03-16 13:17:00+05:30,1,2026-03-30,54000,54100,54200,1228.0,1291.3,1332.8,1223.05,1254.65,1308.45,-21.8,22.2,30,1320.0,504.95,815.05,Revert,2026-03
20260316,PE,2026-03-16 13:27:00+05:30,2026-03-16 13:28:00+05:30,1,2026-03-30,54000,54100,54200,1227.8,1271.25,1291.45,1220.85,1271.0,1326.9,-23.25,5.75,30,870.0,503.45,366.55,Revert,2026-03
20260316,PE,2026-03-16 13:30:00+05:30,2026-03-16 13:31:00+05:30,1,2026-03-30,54000,54100,54200,1199.4,1262.6,1288.05,1222.0,1245.05,1316.2,-37.75,48.1,30,2575.5,500.77,2074.73,Revert,2026-03
20260316,PE,2026-03-16 14:02:00+05:30,2026-03-16 14:04:00+05:30,2,2026-03-30,54000,54100,54200,1228.5,1282.85,1312.6,1235.3,1276.95,1327.85,-24.6,9.25,30,1015.5,506.14,509.36,Revert,2026-03
20260317,CE,2026-03-17 13:54:00+05:30,2026-03-17 13:59:00+05:30,5,2026-03-30,54200,54300,54400,1268.25,1215.85,1137.2,1267.1,1200.85,1139.2,-26.25,4.6,30,925.5,485.48,440.02,Revert,2026-03
20260317,CE,2026-03-17 14:18:00+05:30,2026-03-17 14:19:00+05:30,1,2026-03-30,54200,54300,54400,1290.0,1238.75,1160.0,1291.0,1219.2,1153.05,-27.5,5.65,30,994.5,491.39,503.11,Revert,2026-03
20260320,PE,2026-03-20 10:19:00+05:30,2026-03-20 10:20:00+05:30,1,2026-03-30,54300,54400,54500,1037.45,1097.4,1129.9,1046.8,1085.9,1138.8,-27.45,13.8,30,1237.5,452.77,784.73,Revert,2026-03
20260320,PE,2026-03-20 10:23:00+05:30,2026-03-20 10:25:00+05:30,2,2026-03-30,54300,54400,54500,1030.8,1091.6,1126.4,1016.85,1064.65,1112.75,-26.0,0.3,30,789.0,448.16,340.84,Revert,2026-03
20260320,PE,2026-03-20 11:07:00+05:30,2026-03-20 11:11:00+05:30,4,2026-03-30,54300,54400,54500,936.55,998.0,1024.45,964.95,1008.8,1055.4,-35.0,2.75,30,1132.5,426.91,705.59,Revert,2026-03
20260320,PE,2026-03-20 12:20:00+05:30,2026-03-20 12:21:00+05:30,1,2026-03-30,54300,54400,54500,1192.1,1264.3,1309.15,1207.65,1256.0,1307.9,-27.35,3.55,30,927.0,500.15,426.85,Revert,2026-03
20260320,PE,2026-03-20 12:47:00+05:30,2026-03-20 12:48:00+05:30,1,2026-03-30,54300,54400,54500,1112.75,1193.6,1212.85,1128.0,1170.65,1220.0,-61.6,6.7,30,2049.0,477.66,1571.34,Revert,2026-03
20260320,PE,2026-03-20 13:02:00+05:30,2026-03-20 13:03:00+05:30,1,2026-03-30,54300,54400,54500,1106.1,1168.7,1206.05,1101.0,1148.05,1201.3,-25.25,6.2,30,943.5,471.36,472.14,Revert,2026-03
20260320,PE,2026-03-20 13:25:00+05:30,2026-03-20 13:33:00+05:30,8,2026-03-30,54300,54400,54500,1040.7,1107.3,1140.6,1065.5,1109.85,1159.95,-33.3,5.75,30,1171.5,457.05,714.45,Revert,2026-03
20260320,PE,2026-03-20 14:03:00+05:30,2026-03-20 14:06:00+05:30,3,2026-03-30,54300,54400,54500,1122.95,1182.1,1220.15,1128.7,1158.55,1229.6,-21.1,41.2,30,1869.0,476.83,1392.17,Revert,2026-03
20260320,PE,2026-03-20 14:17:00+05:30,2026-03-20 14:18:00+05:30,1,2026-03-30,54300,54400,54500,1173.95,1247.15,1280.0,1158.85,1208.75,1263.5,-40.35,4.85,30,1356.0,490.88,865.12,Revert,2026-03
20260320,PE,2026-03-20 14:19:00+05:30,2026-03-20 14:21:00+05:30,2,2026-03-30,54300,54400,54500,1154.1,1230.0,1275.35,1180.1,1230.1,1288.05,-30.55,7.95,30,1155.0,491.79,663.21,Revert,2026-03
20260320,PE,2026-03-20 14:47:00+05:30,2026-03-20 14:51:00+05:30,4,2026-03-30,54300,54400,54500,1335.95,1407.45,1454.6,1361.6,1400.2,1486.25,-24.35,47.45,30,2154.0,543.62,1610.38,Revert,2026-03
20260320,PE,2026-03-20 14:53:00+05:30,2026-03-20 14:55:00+05:30,2,2026-03-30,54300,54400,54500,1354.45,1423.95,1468.15,1386.0,1429.6,1500.0,-25.3,26.8,30,1563.0,548.95,1014.05,Revert,2026-03
20260320,PE,2026-03-20 15:21:00+05:30,2026-03-20 15:22:00+05:30,1,2026-03-30,54300,54400,54500,1308.3,1400.0,1428.25,1350.75,1407.05,1465.0,-63.45,1.65,30,1953.0,540.36,1412.64,Revert,2026-03
20260323,CE,2026-03-23 13:52:00+05:30,2026-03-23 13:53:00+05:30,1,2026-03-30,52200,52300,52400,957.7,908.8,837.0,944.4,893.75,851.5,-22.9,8.4,30,939.0,398.33,540.67,Revert,2026-03
20260323,PE,2026-03-23 11:22:00+05:30,2026-03-23 11:30:00+05:30,8,2026-03-30,52200,52300,52400,1274.5,1326.85,1332.0,1230.1,1273.7,1322.1,-47.2,4.8,30,1560.0,511.37,1048.63,Revert,2026-03
20260323,PE,2026-03-23 11:38:00+05:30,2026-03-23 11:39:00+05:30,1,2026-03-30,52200,52300,52400,1314.5,1380.0,1417.75,1287.4,1337.85,1400.0,-27.75,11.7,30,1183.5,528.73,654.77,Revert,2026-03
20260323,PE,2026-03-23 11:40:00+05:30,2026-03-23 11:42:00+05:30,2,2026-03-30,52200,52300,52400,1279.35,1335.15,1341.8,1280.95,1334.15,1388.85,-49.15,1.5,30,1519.5,520.94,998.56,Revert,2026-03
20260323,PE,2026-03-23 11:44:00+05:30,2026-03-23 11:46:00+05:30,2,2026-03-30,52200,52300,52400,1315.9,1387.3,1426.2,1325.55,1372.5,1430.2,-32.5,10.75,30,1297.5,534.58,762.92,Revert,2026-03
20260323,PE,2026-03-23 12:19:00+05:30,2026-03-23 12:20:00+05:30,1,2026-03-30,52200,52300,52400,1320.9,1384.95,1417.7,1315.5,1368.65,1430.0,-31.3,8.2,30,1185.0,533.57,651.43,Revert,2026-03
20260323,PE,2026-03-23 12:43:00+05:30,2026-03-23 12:45:00+05:30,2,2026-03-30,52200,52300,52400,1321.8,1389.3,1424.65,1312.9,1354.55,1403.45,-32.15,7.25,30,1182.0,532.11,649.89,Revert,2026-03
20260323,PE,2026-03-23 12:49:00+05:30,2026-03-23 12:51:00+05:30,2,2026-03-30,52200,52300,52400,1281.45,1339.2,1373.5,1302.0,1346.5,1391.15,-23.45,0.15,30,708.0,523.55,184.45,Revert,2026-03
20260323,PE,2026-03-23 12:52:00+05:30,2026-03-23 12:53:00+05:30,1,2026-03-30,52200,52300,52400,1325.7,1378.7,1391.15,1331.55,1376.75,1436.8,-40.55,14.85,30,1662.0,534.09,1127.91,Revert,2026-03
20260323,PE,2026-03-23 12:59:00+05:30,2026-03-23 13:00:00+05:30,1,2026-03-30,52200,52300,52400,1346.7,1421.55,1460.0,1368.5,1413.5,1465.65,-36.4,7.15,30,1306.5,545.03,761.47,Revert,2026-03
20260323,PE,2026-03-23 13:02:00+05:30,2026-03-23 13:03:00+05:30,1,2026-03-30,52200,52300,52400,1379.1,1435.5,1465.65,1374.85,1428.15,1487.65,-26.25,6.2,30,973.5,549.18,424.32,Revert,2026-03
20260323,PE,2026-03-23 13:10:00+05:30,2026-03-23 13:11:00+05:30,1,2026-03-30,52200,52300,52400,1373.05,1425.6,1452.6,1396.45,1440.95,1495.25,-25.55,9.8,30,1060.5,549.81,510.69,Revert,2026-03
20260323,PE,2026-03-23 13:24:00+05:30,2026-03-23 13:25:00+05:30,1,2026-03-30,52200,52300,52400,1342.75,1405.05,1436.35,1349.1,1391.5,1450.75,-31.0,16.85,30,1435.5,540.18,895.32,Revert,2026-03
20260323,PE,2026-03-23 13:26:00+05:30,2026-03-23 13:28:00+05:30,2,2026-03-30,52200,52300,52400,1330.35,1396.05,1430.0,1339.15,1378.65,1436.2,-31.75,18.05,30,1494.0,537.13,956.87,Revert,2026-03
20260323,PE,2026-03-23 13:33:00+05:30,2026-03-23 13:34:00+05:30,1,2026-03-30,52200,52300,52400,1289.6,1353.25,1384.45,1278.65,1334.75,1410.0,-32.45,19.15,30,1548.0,524.85,1023.15,Revert,2026-03
20260323,PE,2026-03-23 13:35:00+05:30,2026-03-23 13:36:00+05:30,1,2026-03-30,52200,52300,52400,1279.55,1335.5,1369.45,1265.35,1315.0,1367.0,-22.0,2.35,30,730.5,518.68,211.82,Revert,2026-03
20260323,PE,2026-03-23 13:52:00+05:30,2026-03-23 13:53:00+05:30,1,2026-03-30,52200,52300,52400,1190.0,1257.85,1304.15,1211.3,1248.75,1298.45,-21.55,12.25,30,1014.0,498.78,515.22,Revert,2026-03
