date,leg,entry_bar,exit_bar,hold_bars,expiry_date,k0_strike,atm_strike,k2_strike,entry_k0,entry_k1,entry_k2,exit_k0,exit_k1,exit_k2,entry_bf,exit_bf,lot_size,gross_pnl,charges,net_pnl,exit_reason,month
20260306,PE,2026-03-06 15:16:00+05:30,2026-03-06 15:17:00+05:30,1,2026-03-30,58800,58900,59000,1555.9,1623.15,1665.0,1515.0,1564.55,1620.8,-25.4,6.7,30,963.0,595.35,367.65,Revert,2026-03
20260306,PE,2026-03-06 15:23:00+05:30,2026-03-06 15:24:00+05:30,1,2026-03-30,58800,58900,59000,1481.2,1549.2,1596.85,1498.25,1529.6,1609.85,-20.35,48.9,30,2077.5,582.35,1495.15,Revert,2026-03
20260309,CE,2026-03-09 10:58:00+05:30,2026-03-09 10:59:00+05:30,1,2026-03-30,55800,55900,56000,1607.3,1560.9,1486.75,1633.3,1543.2,1507.65,-27.75,54.55,30,2469.0,586.17,1882.83,Revert,2026-03
20260309,CE,2026-03-09 12:34:00+05:30,2026-03-09 12:35:00+05:30,1,2026-03-30,55800,55900,56000,1559.0,1520.0,1445.1,1561.65,1503.05,1451.25,-35.9,6.8,30,1281.0,571.78,709.22,Revert,2026-03
20260309,CE,2026-03-09 13:03:00+05:30,2026-03-09 13:04:00+05:30,1,2026-03-30,55800,55900,56000,1652.15,1605.65,1535.55,1668.95,1607.6,1547.95,-23.6,1.7,30,759.0,598.72,160.28,Revert,2026-03
20260309,CE,2026-03-09 13:21:00+05:30,2026-03-09 13:22:00+05:30,1,2026-03-30,55800,55900,56000,1610.55,1585.0,1497.65,1621.05,1560.55,1504.0,-61.8,3.95,30,1972.5,588.7,1383.8,Revert,2026-03
20260309,CE,2026-03-09 13:23:00+05:30,2026-03-09 13:25:00+05:30,2,2026-03-30,55800,55900,56000,1631.2,1582.85,1511.35,1618.45,1563.25,1511.9,-23.15,3.85,30,810.0,589.29,220.71,Revert,2026-03
20260309,CE,2026-03-09 13:41:00+05:30,2026-03-09 13:46:00+05:30,5,2026-03-30,55800,55900,56000,1691.8,1645.0,1574.1,1643.65,1576.95,1517.7,-24.1,7.45,30,946.5,600.28,346.22,Revert,2026-03
20260309,PE,2026-03-09 11:14:00+05:30,2026-03-09 11:15:00+05:30,1,2026-03-30,55800,55900,56000,1416.0,1472.55,1502.5,1432.55,1468.5,1513.1,-26.6,8.65,30,1057.5,560.34,497.16,Revert,2026-03
20260309,PE,2026-03-09 12:21:00+05:30,2026-03-09 12:22:00+05:30,1,2026-03-30,55800,55900,56000,1372.9,1428.55,1460.5,1390.5,1435.35,1480.55,-23.7,0.35,30,721.5,548.92,172.58,Revert,2026-03
20260309,PE,2026-03-09 13:38:00+05:30,2026-03-09 13:39:00+05:30,1,2026-03-30,55800,55900,56000,1321.3,1370.1,1398.35,1325.05,1355.9,1401.75,-20.55,15.0,30,1066.5,530.18,536.32,Revert,2026-03
20260310,CE,2026-03-10 13:36:00+05:30,2026-03-10 13:37:00+05:30,1,2026-03-30,56700,56800,56900,1349.0,1296.7,1222.6,1355.5,1284.3,1229.0,-21.8,15.9,30,1131.0,509.57,621.43,Revert,2026-03
20260310,CE,2026-03-10 14:21:00+05:30,2026-03-10 14:23:00+05:30,2,2026-03-30,56700,56800,56900,1391.0,1345.0,1265.0,1407.9,1342.4,1280.15,-34.0,3.25,30,1117.5,523.82,593.68,Revert,2026-03
20260311,CE,2026-03-11 11:41:00+05:30,2026-03-11 11:43:00+05:30,2,2026-03-30,56800,56900,57000,918.65,883.0,824.75,926.4,876.0,828.65,-22.6,3.05,30,769.5,391.83,377.67,Revert,2026-03
20260311,PE,2026-03-11 11:43:00+05:30,2026-03-11 11:46:00+05:30,3,2026-03-30,56800,56900,57000,1362.55,1421.25,1458.1,1374.6,1421.7,1473.8,-21.85,5.0,30,805.5,546.23,259.27,Revert,2026-03
